Ref_Date,GEO,AREA,EST,Vector,Coordinate,Value
2008,Saskatchewan,Glass,Square feet,v52220887,9.3.2,78000.00000000
2009,Saskatchewan,Glass,Square feet,v52220887,9.3.2,F
2010,Saskatchewan,Glass,Square feet,v52220887,9.3.2,F
2011,Saskatchewan,Glass,Square feet,v52220887,9.3.2,F
2012,Saskatchewan,Glass,Square feet,v52220887,9.3.2,x
2013,Saskatchewan,Glass,Square feet,v52220887,9.3.2,x
2014,Saskatchewan,Glass,Square feet,v52220887,9.3.2,x
2015,Saskatchewan,Glass,Square feet,v52220887,9.3.2,x
2007,Saskatchewan,Glass,Square metres,v52220898,9.3.3,8570.00000000
2008,Saskatchewan,Glass,Square metres,v52220898,9.3.3,7246.00000000
2009,Saskatchewan,Glass,Square metres,v52220898,9.3.3,F
2010,Saskatchewan,Glass,Square metres,v52220898,9.3.3,F
2011,Saskatchewan,Glass,Square metres,v52220898,9.3.3,F
2012,Saskatchewan,Glass,Square metres,v52220898,9.3.3,x
2013,Saskatchewan,Glass,Square metres,v52220898,9.3.3,x
2014,Saskatchewan,Glass,Square metres,v52220898,9.3.3,x
2015,Saskatchewan,Glass,Square metres,v52220898,9.3.3,x
2007,Saskatchewan,Rigid plastic,Square feet,v52220909,9.4.2,2440000.00000000
2008,Saskatchewan,Rigid plastic,Square feet,v52220909,9.4.2,222350.00000000
2009,Saskatchewan,Rigid plastic,Square feet,v52220909,9.4.2,195000.00000000
2010,Saskatchewan,Rigid plastic,Square feet,v52220909,9.4.2,F
2011,Saskatchewan,Rigid plastic,Square feet,v52220909,9.4.2,41060.00000000
2012,Saskatchewan,Rigid plastic,Square feet,v52220909,9.4.2,x
2013,Saskatchewan,Rigid plastic,Square feet,v52220909,9.4.2,x
2014,Saskatchewan,Rigid plastic,Square feet,v52220909,9.4.2,x
2015,Saskatchewan,Rigid plastic,Square feet,v52220909,9.4.2,x
2007,Saskatchewan,Rigid plastic,Square metres,v52220920,9.4.3,226683.00000000
2008,Saskatchewan,Rigid plastic,Square metres,v52220920,9.4.3,20657.00000000
2009,Saskatchewan,Rigid plastic,Square metres,v52220920,9.4.3,18116.00000000
2010,Saskatchewan,Rigid plastic,Square metres,v52220920,9.4.3,F
2011,Saskatchewan,Rigid plastic,Square metres,v52220920,9.4.3,3815.00000000
2012,Saskatchewan,Rigid plastic,Square metres,v52220920,9.4.3,x
2013,Saskatchewan,Rigid plastic,Square metres,v52220920,9.4.3,x
2014,Saskatchewan,Rigid plastic,Square metres,v52220920,9.4.3,x
2015,Saskatchewan,Rigid plastic,Square metres,v52220920,9.4.3,x
2007,Saskatchewan,Poly-film,Square feet,v52220931,9.5.2,0.00000000
2008,Saskatchewan,Poly-film,Square feet,v52220931,9.5.2,1937000.00000000
2009,Saskatchewan,Poly-film,Square feet,v52220931,9.5.2,1850000.00000000
2010,Saskatchewan,Poly-film,Square feet,v52220931,9.5.2,1773040.00000000
2011,Saskatchewan,Poly-film,Square feet,v52220931,9.5.2,1678400.00000000
2012,Saskatchewan,Poly-film,Square feet,v52220931,9.5.2,2055145.00000000
2013,Saskatchewan,Poly-film,Square feet,v52220931,9.5.2,1833780.00000000
2014,Saskatchewan,Poly-film,Square feet,v52220931,9.5.2,1675015.00000000
2015,Saskatchewan,Poly-film,Square feet,v52220931,9.5.2,1641313.00000000
2007,Saskatchewan,Poly-film,Square metres,v52220942,9.5.3,0.00000000
2008,Saskatchewan,Poly-film,Square metres,v52220942,9.5.3,179953.00000000
2009,Saskatchewan,Poly-film,Square metres,v52220942,9.5.3,171871.00000000
2010,Saskatchewan,Poly-film,Square metres,v52220942,9.5.3,164721.00000000
2011,Saskatchewan,Poly-film,Square metres,v52220942,9.5.3,155928.00000000
2012,Saskatchewan,Poly-film,Square metres,v52220942,9.5.3,190929.00000000
2013,Saskatchewan,Poly-film,Square metres,v52220942,9.5.3,170364.00000000
2014,Saskatchewan,Poly-film,Square metres,v52220942,9.5.3,155614.00000000
2015,Saskatchewan,Poly-film,Square metres,v52220942,9.5.3,152483.00000000
2007,Saskatchewan,Total months of operation,Number,v52220953,9.6.1,945.00000000
2008,Saskatchewan,Total months of operation,Number,v52220953,9.6.1,825.00000000
2009,Saskatchewan,Total months of operation,Number,v52220953,9.6.1,865.00000000
2010,Saskatchewan,Total months of operation,Number,v52220953,9.6.1,890.00000000
2011,Saskatchewan,Total months of operation,Number,v52220953,9.6.1,775.00000000
2012,Saskatchewan,Total months of operation,Number,v52220953,9.6.1,839.00000000
2013,Saskatchewan,Total months of operation,Number,v52220953,9.6.1,1151.00000000
2014,Saskatchewan,Total months of operation,Number,v52220953,9.6.1,940.00000000
2015,Saskatchewan,Total months of operation,Number,v52220953,9.6.1,900.00000000
2007,Alberta,Total greenhouse operations,Number,v52220855,10.1.1,350.00000000
2008,Alberta,Total greenhouse operations,Number,v52220855,10.1.1,335.00000000
2009,Alberta,Total greenhouse operations,Number,v52220855,10.1.1,335.00000000
2010,Alberta,Total greenhouse operations,Number,v52220855,10.1.1,325.00000000
2011,Alberta,Total greenhouse operations,Number,v52220855,10.1.1,320.00000000
2012,Alberta,Total greenhouse operations,Number,v52220855,10.1.1,310.00000000
2013,Alberta,Total greenhouse operations,Number,v52220855,10.1.1,305.00000000
2014,Alberta,Total greenhouse operations,Number,v52220855,10.1.1,305.00000000
2015,Alberta,Total greenhouse operations,Number,v52220855,10.1.1,300.00000000
2007,Alberta,Total greenhouse area,Square feet,v52220866,10.2.2,11615000.00000000
2008,Alberta,Total greenhouse area,Square feet,v52220866,10.2.2,10419000.00000000
2009,Alberta,Total greenhouse area,Square feet,v52220866,10.2.2,11086650.00000000
2010,Alberta,Total greenhouse area,Square feet,v52220866,10.2.2,12152255.00000000
2011,Alberta,Total greenhouse area,Square feet,v52220866,10.2.2,12182640.00000000
2012,Alberta,Total greenhouse area,Square feet,v52220866,10.2.2,12162170.00000000
2013,Alberta,Total greenhouse area,Square feet,v52220866,10.2.2,12250157.00000000
2014,Alberta,Total greenhouse area,Square feet,v52220866,10.2.2,12519539.00000000
2015,Alberta,Total greenhouse area,Square feet,v52220866,10.2.2,12533030.00000000
2007,Alberta,Total greenhouse area,Square metres,v52220877,10.2.3,1079068.00000000
2008,Alberta,Total greenhouse area,Square metres,v52220877,10.2.3,967956.00000000
2009,Alberta,Total greenhouse area,Square metres,v52220877,10.2.3,1029983.00000000
2010,Alberta,Total greenhouse area,Square metres,v52220877,10.2.3,1128981.00000000
2011,Alberta,Total greenhouse area,Square metres,v52220877,10.2.3,1131804.00000000
2012,Alberta,Total greenhouse area,Square metres,v52220877,10.2.3,1129902.00000000
2013,Alberta,Total greenhouse area,Square metres,v52220877,10.2.3,1138076.00000000
2014,Alberta,Total greenhouse area,Square metres,v52220877,10.2.3,1163103.00000000
2015,Alberta,Total greenhouse area,Square metres,v52220877,10.2.3,1164356.00000000
2007,Alberta,Glass,Square feet,v52220888,10.3.2,815000.00000000
2008,Alberta,Glass,Square feet,v52220888,10.3.2,820350.00000000
2009,Alberta,Glass,Square feet,v52220888,10.3.2,676660.00000000
2010,Alberta,Glass,Square feet,v52220888,10.3.2,936375.00000000
2011,Alberta,Glass,Square feet,v52220888,10.3.2,1008515.00000000
2012,Alberta,Glass,Square feet,v52220888,10.3.2,1471770.00000000
2013,Alberta,Glass,Square feet,v52220888,10.3.2,1708469.00000000
2014,Alberta,Glass,Square feet,v52220888,10.3.2,1914789.00000000
2015,Alberta,Glass,Square feet,v52220888,10.3.2,2022325.00000000
2007,Alberta,Glass,Square metres,v52220899,10.3.3,75716.00000000
2008,Alberta,Glass,Square metres,v52220899,10.3.3,76213.00000000
2009,Alberta,Glass,Square metres,v52220899,10.3.3,62864.00000000
2010,Alberta,Glass,Square metres,v52220899,10.3.3,86992.00000000
2011,Alberta,Glass,Square metres,v52220899,10.3.3,93694.00000000
2012,Alberta,Glass,Square metres,v52220899,10.3.3,136732.00000000
2013,Alberta,Glass,Square metres,v52220899,10.3.3,158722.00000000
2014,Alberta,Glass,Square metres,v52220899,10.3.3,177890.00000000
2015,Alberta,Glass,Square metres,v52220899,10.3.3,187880.00000000
2007,Alberta,Rigid plastic,Square feet,v52220910,10.4.2,10800000.00000000
2008,Alberta,Rigid plastic,Square feet,v52220910,10.4.2,1221250.00000000
2009,Alberta,Rigid plastic,Square feet,v52220910,10.4.2,493640.00000000
2010,Alberta,Rigid plastic,Square feet,v52220910,10.4.2,733290.00000000
2011,Alberta,Rigid plastic,Square feet,v52220910,10.4.2,516625.00000000
2012,Alberta,Rigid plastic,Square feet,v52220910,10.4.2,338995.00000000
2013,Alberta,Rigid plastic,Square feet,v52220910,10.4.2,349914.00000000
2014,Alberta,Rigid plastic,Square feet,v52220910,10.4.2,406254.00000000
2015,Alberta,Rigid plastic,Square feet,v52220910,10.4.2,506473.00000000
2007,Alberta,Rigid plastic,Square metres,v52220921,10.4.3,1003352.00000000
2008,Alberta,Rigid plastic,Square metres,v52220921,10.4.3,113458.00000000
2009,Alberta,Rigid plastic,Square metres,v52220921,10.4.3,45861.00000000
2010,Alberta,Rigid plastic,Square metres,v52220921,10.4.3,68125.00000000
2011,Alberta,Rigid plastic,Square metres,v52220921,10.4.3,47996.00000000
2012,Alberta,Rigid plastic,Square metres,v52220921,10.4.3,31494.00000000
2013,Alberta,Rigid plastic,Square metres,v52220921,10.4.3,32508.00000000
2014,Alberta,Rigid plastic,Square metres,v52220921,10.4.3,37742.00000000
2015,Alberta,Rigid plastic,Square metres,v52220921,10.4.3,47053.00000000
2007,Alberta,Poly-film,Square feet,v52220932,10.5.2,0.00000000
2008,Alberta,Poly-film,Square feet,v52220932,10.5.2,8377400.00000000
2009,Alberta,Poly-film,Square feet,v52220932,10.5.2,9916350.00000000
2010,Alberta,Poly-film,Square feet,v52220932,10.5.2,10482590.00000000
2011,Alberta,Poly-film,Square feet,v52220932,10.5.2,10657500.00000000
2012,Alberta,Poly-film,Square feet,v52220932,10.5.2,10351405.00000000
2013,Alberta,Poly-film,Square feet,v52220932,10.5.2,10191774.00000000
2014,Alberta,Poly-film,Square feet,v52220932,10.5.2,10198496.00000000
2015,Alberta,Poly-film,Square feet,v52220932,10.5.2,10004232.00000000
2007,Alberta,Poly-film,Square metres,v52220943,10.5.3,0.00000000
2008,Alberta,Poly-film,Square metres,v52220943,10.5.3,778286.00000000
2009,Alberta,Poly-film,Square metres,v52220943,10.5.3,921259.00000000
2010,Alberta,Poly-film,Square metres,v52220943,10.5.3,973864.00000000
2011,Alberta,Poly-film,Square metres,v52220943,10.5.3,990114.00000000
2012,Alberta,Poly-film,Square metres,v52220943,10.5.3,961677.00000000
2013,Alberta,Poly-film,Square metres,v52220943,10.5.3,946846.00000000
2014,Alberta,Poly-film,Square metres,v52220943,10.5.3,947471.00000000
2015,Alberta,Poly-film,Square metres,v52220943,10.5.3,929423.00000000
2007,Alberta,Total months of operation,Number,v52220954,10.6.1,2500.00000000
2008,Alberta,Total months of operation,Number,v52220954,10.6.1,2400.00000000
2009,Alberta,Total months of operation,Number,v52220954,10.6.1,2460.00000000
2010,Alberta,Total months of operation,Number,v52220954,10.6.1,2320.00000000
2011,Alberta,Total months of operation,Number,v52220954,10.6.1,2300.00000000
2012,Alberta,Total months of operation,Number,v52220954,10.6.1,2050.00000000
2013,Alberta,Total months of operation,Number,v52220954,10.6.1,2621.00000000
2014,Alberta,Total months of operation,Number,v52220954,10.6.1,2354.00000000
2015,Alberta,Total months of operation,Number,v52220954,10.6.1,2300.00000000
2007,British Columbia,Total greenhouse operations,Number,v52220856,11.1.1,545.00000000
2008,British Columbia,Total greenhouse operations,Number,v52220856,11.1.1,515.00000000
2009,British Columbia,Total greenhouse operations,Number,v52220856,11.1.1,525.00000000
2010,British Columbia,Total greenhouse operations,Number,v52220856,11.1.1,550.00000000
2011,British Columbia,Total greenhouse operations,Number,v52220856,11.1.1,550.00000000
2012,British Columbia,Total greenhouse operations,Number,v52220856,11.1.1,550.00000000
2013,British Columbia,Total greenhouse operations,Number,v52220856,11.1.1,545.00000000
2014,British Columbia,Total greenhouse operations,Number,v52220856,11.1.1,535.00000000
2015,British Columbia,Total greenhouse operations,Number,v52220856,11.1.1,525.00000000
2007,British Columbia,Total greenhouse area,Square feet,v52220867,11.2.2,53200000.00000000
2008,British Columbia,Total greenhouse area,Square feet,v52220867,11.2.2,51755600.00000000
2009,British Columbia,Total greenhouse area,Square feet,v52220867,11.2.2,52203645.00000000
2010,British Columbia,Total greenhouse area,Square feet,v52220867,11.2.2,55317820.00000000
2011,British Columbia,Total greenhouse area,Square feet,v52220867,11.2.2,57375350.00000000
2012,British Columbia,Total greenhouse area,Square feet,v52220867,11.2.2,57140950.00000000
2013,British Columbia,Total greenhouse area,Square feet,v52220867,11.2.2,56915189.00000000
2014,British Columbia,Total greenhouse area,Square feet,v52220867,11.2.2,56302529.00000000
2015,British Columbia,Total greenhouse area,Square feet,v52220867,11.2.2,55470108.00000000
2007,British Columbia,Total greenhouse area,Square metres,v52220878,11.2.3,4942440.00000000
2008,British Columbia,Total greenhouse area,Square metres,v52220878,11.2.3,4808251.00000000
2009,British Columbia,Total greenhouse area,Square metres,v52220878,11.2.3,4849875.00000000
2010,British Columbia,Total greenhouse area,Square metres,v52220878,11.2.3,5139191.00000000
2011,British Columbia,Total greenhouse area,Square metres,v52220878,11.2.3,5330342.00000000
2012,British Columbia,Total greenhouse area,Square metres,v52220878,11.2.3,5308566.00000000
2013,British Columbia,Total greenhouse area,Square metres,v52220878,11.2.3,5287592.00000000
2014,British Columbia,Total greenhouse area,Square metres,v52220878,11.2.3,5230674.00000000
2015,British Columbia,Total greenhouse area,Square metres,v52220878,11.2.3,5153339.00000000
2007,British Columbia,Glass,Square feet,v52220889,11.3.2,31200000.00000000
2008,British Columbia,Glass,Square feet,v52220889,11.3.2,36436800.00000000
2009,British Columbia,Glass,Square feet,v52220889,11.3.2,38072760.00000000
2010,British Columbia,Glass,Square feet,v52220889,11.3.2,41823735.00000000
2011,British Columbia,Glass,Square feet,v52220889,11.3.2,42769090.00000000
2012,British Columbia,Glass,Square feet,v52220889,11.3.2,43359126.00000000
2013,British Columbia,Glass,Square feet,v52220889,11.3.2,46234520.00000000
2014,British Columbia,Glass,Square feet,v52220889,11.3.2,43809049.00000000
2015,British Columbia,Glass,Square feet,v52220889,11.3.2,43052658.00000000
2007,British Columbia,Glass,Square metres,v52220900,11.3.3,2898574.00000000
2008,British Columbia,Glass,Square metres,v52220900,11.3.3,3385088.00000000
2009,British Columbia,Glass,Square metres,v52220900,11.3.3,3537074.00000000
2010,British Columbia,Glass,Square metres,v52220900,11.3.3,3885550.00000000
2011,British Columbia,Glass,Square metres,v52220900,11.3.3,3973377.00000000
2012,British Columbia,Glass,Square metres,v52220900,11.3.3,4028193.00000000
2013,British Columbia,Glass,Square metres,v52220900,11.3.3,4295326.00000000
2014,British Columbia,Glass,Square metres,v52220900,11.3.3,4069992.00000000
2015,British Columbia,Glass,Square metres,v52220900,11.3.3,3999721.00000000
2007,British Columbia,Rigid plastic,Square feet,v52220911,11.4.2,22000000.00000000
2008,British Columbia,Rigid plastic,Square feet,v52220911,11.4.2,2300000.00000000
2009,British Columbia,Rigid plastic,Square feet,v52220911,11.4.2,F
2010,British Columbia,Rigid plastic,Square feet,v52220911,11.4.2,1833585.00000000
2011,British Columbia,Rigid plastic,Square feet,v52220911,11.4.2,2434340.00000000
2012,British Columbia,Rigid plastic,Square feet,v52220911,11.4.2,1427004.00000000
2013,British Columbia,Rigid plastic,Square feet,v52220911,11.4.2,835605.00000000
2014,British Columbia,Rigid plastic,Square feet,v52220911,11.4.2,1851153.00000000
2015,British Columbia,Rigid plastic,Square feet,v52220911,11.4.2,1732236.00000000
2007,British Columbia,Rigid plastic,Square metres,v52220922,11.4.3,2043866.00000000
2008,British Columbia,Rigid plastic,Square metres,v52220922,11.4.3,213677.00000000
2009,British Columbia,Rigid plastic,Square metres,v52220922,11.4.3,F
2010,British Columbia,Rigid plastic,Square metres,v52220922,11.4.3,170346.00000000
2011,British Columbia,Rigid plastic,Square metres,v52220922,11.4.3,226157.00000000
2012,British Columbia,Rigid plastic,Square metres,v52220922,11.4.3,132573.00000000
2013,British Columbia,Rigid plastic,Square metres,v52220922,11.4.3,77630.00000000
2014,British Columbia,Rigid plastic,Square metres,v52220922,11.4.3,171978.00000000
2015,British Columbia,Rigid plastic,Square metres,v52220922,11.4.3,160930.00000000
2007,British Columbia,Poly-film,Square feet,v52220933,11.5.2,0.00000000
2008,British Columbia,Poly-film,Square feet,v52220933,11.5.2,13018800.00000000
2009,British Columbia,Poly-film,Square feet,v52220933,11.5.2,11938475.00000000
2010,British Columbia,Poly-film,Square feet,v52220933,11.5.2,11660500.00000000
2011,British Columbia,Poly-film,Square feet,v52220933,11.5.2,12171920.00000000
2012,British Columbia,Poly-film,Square feet,v52220933,11.5.2,12354820.00000000
2013,British Columbia,Poly-film,Square feet,v52220933,11.5.2,9845064.00000000
2014,British Columbia,Poly-film,Square feet,v52220933,11.5.2,10642327.00000000
2015,British Columbia,Poly-film,Square feet,v52220933,11.5.2,10685214.00000000
2007,British Columbia,Poly-film,Square metres,v52220944,11.5.3,0.00000000
2008,British Columbia,Poly-film,Square metres,v52220944,11.5.3,1209486.00000000
2009,British Columbia,Poly-film,Square metres,v52220944,11.5.3,1109120.00000000
2010,British Columbia,Poly-film,Square metres,v52220944,11.5.3,1083295.00000000
2011,British Columbia,Poly-film,Square metres,v52220944,11.5.3,1130808.00000000
2012,British Columbia,Poly-film,Square metres,v52220944,11.5.3,1147800.00000000
2013,British Columbia,Poly-film,Square metres,v52220944,11.5.3,914636.00000000
2014,British Columbia,Poly-film,Square metres,v52220944,11.5.3,988704.00000000
2015,British Columbia,Poly-film,Square metres,v52220944,11.5.3,992688.00000000
2007,British Columbia,Total months of operation,Number,v52220955,11.6.1,4600.00000000
2008,British Columbia,Total months of operation,Number,v52220955,11.6.1,4500.00000000
2009,British Columbia,Total months of operation,Number,v52220955,11.6.1,3987.00000000
2010,British Columbia,Total months of operation,Number,v52220955,11.6.1,5175.00000000
2011,British Columbia,Total months of operation,Number,v52220955,11.6.1,4225.00000000
2012,British Columbia,Total months of operation,Number,v52220955,11.6.1,4780.00000000
2013,British Columbia,Total months of operation,Number,v52220955,11.6.1,5736.00000000
2014,British Columbia,Total months of operation,Number,v52220955,11.6.1,5468.00000000
2015,British Columbia,Total months of operation,Number,v52220955,11.6.1,5572.00000000
