Ref_Date,GEO,AREA,EST,Vector,Coordinate,Value
2008,New Brunswick,Total greenhouse area,Square metres,v52220872,5.2.3,162025.00000000
2009,New Brunswick,Total greenhouse area,Square metres,v52220872,5.2.3,167284.00000000
2010,New Brunswick,Total greenhouse area,Square metres,v52220872,5.2.3,185768.00000000
2011,New Brunswick,Total greenhouse area,Square metres,v52220872,5.2.3,183100.00000000
2012,New Brunswick,Total greenhouse area,Square metres,v52220872,5.2.3,185058.00000000
2013,New Brunswick,Total greenhouse area,Square metres,v52220872,5.2.3,175089.00000000
2014,New Brunswick,Total greenhouse area,Square metres,v52220872,5.2.3,178305.00000000
2015,New Brunswick,Total greenhouse area,Square metres,v52220872,5.2.3,177741.00000000
2007,New Brunswick,Glass,Square feet,v52220883,5.3.2,x
2008,New Brunswick,Glass,Square feet,v52220883,5.3.2,x
2009,New Brunswick,Glass,Square feet,v52220883,5.3.2,F
2010,New Brunswick,Glass,Square feet,v52220883,5.3.2,x
2011,New Brunswick,Glass,Square feet,v52220883,5.3.2,x
2012,New Brunswick,Glass,Square feet,v52220883,5.3.2,x
2013,New Brunswick,Glass,Square feet,v52220883,5.3.2,x
2014,New Brunswick,Glass,Square feet,v52220883,5.3.2,x
2015,New Brunswick,Glass,Square feet,v52220883,5.3.2,x
2007,New Brunswick,Glass,Square metres,v52220894,5.3.3,x
2008,New Brunswick,Glass,Square metres,v52220894,5.3.3,x
2009,New Brunswick,Glass,Square metres,v52220894,5.3.3,F
2010,New Brunswick,Glass,Square metres,v52220894,5.3.3,x
2011,New Brunswick,Glass,Square metres,v52220894,5.3.3,x
2012,New Brunswick,Glass,Square metres,v52220894,5.3.3,x
2013,New Brunswick,Glass,Square metres,v52220894,5.3.3,x
2014,New Brunswick,Glass,Square metres,v52220894,5.3.3,x
2015,New Brunswick,Glass,Square metres,v52220894,5.3.3,x
2007,New Brunswick,Rigid plastic,Square feet,v52220905,5.4.2,x
2008,New Brunswick,Rigid plastic,Square feet,v52220905,5.4.2,x
2009,New Brunswick,Rigid plastic,Square feet,v52220905,5.4.2,9020.00000000
2010,New Brunswick,Rigid plastic,Square feet,v52220905,5.4.2,x
2011,New Brunswick,Rigid plastic,Square feet,v52220905,5.4.2,x
2012,New Brunswick,Rigid plastic,Square feet,v52220905,5.4.2,x
2013,New Brunswick,Rigid plastic,Square feet,v52220905,5.4.2,x
2014,New Brunswick,Rigid plastic,Square feet,v52220905,5.4.2,x
2015,New Brunswick,Rigid plastic,Square feet,v52220905,5.4.2,x
2007,New Brunswick,Rigid plastic,Square metres,v52220916,5.4.3,x
2008,New Brunswick,Rigid plastic,Square metres,v52220916,5.4.3,x
2009,New Brunswick,Rigid plastic,Square metres,v52220916,5.4.3,838.00000000
2010,New Brunswick,Rigid plastic,Square metres,v52220916,5.4.3,x
2011,New Brunswick,Rigid plastic,Square metres,v52220916,5.4.3,x
2012,New Brunswick,Rigid plastic,Square metres,v52220916,5.4.3,x
2013,New Brunswick,Rigid plastic,Square metres,v52220916,5.4.3,x
2014,New Brunswick,Rigid plastic,Square metres,v52220916,5.4.3,x
2015,New Brunswick,Rigid plastic,Square metres,v52220916,5.4.3,x
2007,New Brunswick,Poly-film,Square feet,v52220927,5.5.2,0.00000000
2008,New Brunswick,Poly-film,Square feet,v52220927,5.5.2,1698300.00000000
2009,New Brunswick,Poly-film,Square feet,v52220927,5.5.2,1760390.00000000
2010,New Brunswick,Poly-film,Square feet,v52220927,5.5.2,1866102.00000000
2011,New Brunswick,Poly-film,Square feet,v52220927,5.5.2,1850310.00000000
2012,New Brunswick,Poly-film,Square feet,v52220927,5.5.2,1878205.00000000
2013,New Brunswick,Poly-film,Square feet,v52220927,5.5.2,1788850.00000000
2014,New Brunswick,Poly-film,Square feet,v52220927,5.5.2,1824054.00000000
2015,New Brunswick,Poly-film,Square feet,v52220927,5.5.2,1817983.00000000
2007,New Brunswick,Poly-film,Square metres,v52220938,5.5.3,0.00000000
2008,New Brunswick,Poly-film,Square metres,v52220938,5.5.3,157777.00000000
2009,New Brunswick,Poly-film,Square metres,v52220938,5.5.3,163546.00000000
2010,New Brunswick,Poly-film,Square metres,v52220938,5.5.3,173366.00000000
2011,New Brunswick,Poly-film,Square metres,v52220938,5.5.3,171899.00000000
2012,New Brunswick,Poly-film,Square metres,v52220938,5.5.3,174491.00000000
2013,New Brunswick,Poly-film,Square metres,v52220938,5.5.3,166190.00000000
2014,New Brunswick,Poly-film,Square metres,v52220938,5.5.3,169460.00000000
2015,New Brunswick,Poly-film,Square metres,v52220938,5.5.3,168896.00000000
2007,New Brunswick,Total months of operation,Number,v52220949,5.6.1,480.00000000
2008,New Brunswick,Total months of operation,Number,v52220949,5.6.1,465.00000000
2009,New Brunswick,Total months of operation,Number,v52220949,5.6.1,430.00000000
2010,New Brunswick,Total months of operation,Number,v52220949,5.6.1,440.00000000
2011,New Brunswick,Total months of operation,Number,v52220949,5.6.1,430.00000000
2012,New Brunswick,Total months of operation,Number,v52220949,5.6.1,550.00000000
2013,New Brunswick,Total months of operation,Number,v52220949,5.6.1,703.00000000
2014,New Brunswick,Total months of operation,Number,v52220949,5.6.1,609.00000000
2015,New Brunswick,Total months of operation,Number,v52220949,5.6.1,636.00000000
2007,Quebec,Total greenhouse operations,Number,v52220851,6.1.1,800.00000000
2008,Quebec,Total greenhouse operations,Number,v52220851,6.1.1,740.00000000
2009,Quebec,Total greenhouse operations,Number,v52220851,6.1.1,730.00000000
2010,Quebec,Total greenhouse operations,Number,v52220851,6.1.1,710.00000000
2011,Quebec,Total greenhouse operations,Number,v52220851,6.1.1,725.00000000
2012,Quebec,Total greenhouse operations,Number,v52220851,6.1.1,720.00000000
2013,Quebec,Total greenhouse operations,Number,v52220851,6.1.1,715.00000000
2014,Quebec,Total greenhouse operations,Number,v52220851,6.1.1,695.00000000
2015,Quebec,Total greenhouse operations,Number,v52220851,6.1.1,685.00000000
2007,Quebec,Total greenhouse area,Square feet,v52220862,6.2.2,26762000.00000000
2008,Quebec,Total greenhouse area,Square feet,v52220862,6.2.2,26936100.00000000
2009,Quebec,Total greenhouse area,Square feet,v52220862,6.2.2,27559360.00000000
2010,Quebec,Total greenhouse area,Square feet,v52220862,6.2.2,28223245.00000000
2011,Quebec,Total greenhouse area,Square feet,v52220862,6.2.2,29430660.00000000
2012,Quebec,Total greenhouse area,Square feet,v52220862,6.2.2,28156740.00000000
2013,Quebec,Total greenhouse area,Square feet,v52220862,6.2.2,27734445.00000000
2014,Quebec,Total greenhouse area,Square feet,v52220862,6.2.2,26564192.00000000
2015,Quebec,Total greenhouse area,Square feet,v52220862,6.2.2,27148247.00000000
2007,Quebec,Total greenhouse area,Square metres,v52220873,6.2.3,2486270.00000000
2008,Quebec,Total greenhouse area,Square metres,v52220873,6.2.3,2502444.00000000
2009,Quebec,Total greenhouse area,Square metres,v52220873,6.2.3,2560347.00000000
2010,Quebec,Total greenhouse area,Square metres,v52220873,6.2.3,2622024.00000000
2011,Quebec,Total greenhouse area,Square metres,v52220873,6.2.3,2734197.00000000
2012,Quebec,Total greenhouse area,Square metres,v52220873,6.2.3,2615846.00000000
2013,Quebec,Total greenhouse area,Square metres,v52220873,6.2.3,2576613.00000000
2014,Quebec,Total greenhouse area,Square metres,v52220873,6.2.3,2467893.00000000
2015,Quebec,Total greenhouse area,Square metres,v52220873,6.2.3,2522154.00000000
2007,Quebec,Glass,Square feet,v52220884,6.3.2,2500000.00000000
2008,Quebec,Glass,Square feet,v52220884,6.3.2,3168100.00000000
2009,Quebec,Glass,Square feet,v52220884,6.3.2,3492680.00000000
2010,Quebec,Glass,Square feet,v52220884,6.3.2,3574710.00000000
2011,Quebec,Glass,Square feet,v52220884,6.3.2,4357580.00000000
2012,Quebec,Glass,Square feet,v52220884,6.3.2,4319200.00000000
2013,Quebec,Glass,Square feet,v52220884,6.3.2,4559864.00000000
2014,Quebec,Glass,Square feet,v52220884,6.3.2,3946079.00000000
2015,Quebec,Glass,Square feet,v52220884,6.3.2,4053840.00000000
2007,Quebec,Glass,Square metres,v52220895,6.3.3,232258.00000000
2008,Quebec,Glass,Square metres,v52220895,6.3.3,294326.00000000
2009,Quebec,Glass,Square metres,v52220895,6.3.3,324480.00000000
2010,Quebec,Glass,Square metres,v52220895,6.3.3,332101.00000000
2011,Quebec,Glass,Square metres,v52220895,6.3.3,404832.00000000
2012,Quebec,Glass,Square metres,v52220895,6.3.3,401267.00000000
2013,Quebec,Glass,Square metres,v52220895,6.3.3,423625.00000000
2014,Quebec,Glass,Square metres,v52220895,6.3.3,366603.00000000
2015,Quebec,Glass,Square metres,v52220895,6.3.3,376614.00000000
2007,Quebec,Rigid plastic,Square feet,v52220906,6.4.2,24262000.00000000
2008,Quebec,Rigid plastic,Square feet,v52220906,6.4.2,1886000.00000000
2009,Quebec,Rigid plastic,Square feet,v52220906,6.4.2,2596780.00000000
2010,Quebec,Rigid plastic,Square feet,v52220906,6.4.2,F
2011,Quebec,Rigid plastic,Square feet,v52220906,6.4.2,F
2012,Quebec,Rigid plastic,Square feet,v52220906,6.4.2,492880.00000000
2013,Quebec,Rigid plastic,Square feet,v52220906,6.4.2,418881.00000000
2014,Quebec,Rigid plastic,Square feet,v52220906,6.4.2,367413.00000000
2015,Quebec,Rigid plastic,Square feet,v52220906,6.4.2,364227.00000000
2007,Quebec,Rigid plastic,Square metres,v52220917,6.4.3,2254013.00000000
2008,Quebec,Rigid plastic,Square metres,v52220917,6.4.3,175215.00000000
2009,Quebec,Rigid plastic,Square metres,v52220917,6.4.3,241249.00000000
2010,Quebec,Rigid plastic,Square metres,v52220917,6.4.3,F
2011,Quebec,Rigid plastic,Square metres,v52220917,6.4.3,F
2012,Quebec,Rigid plastic,Square metres,v52220917,6.4.3,45790.00000000
2013,Quebec,Rigid plastic,Square metres,v52220917,6.4.3,38915.00000000
2014,Quebec,Rigid plastic,Square metres,v52220917,6.4.3,34134.00000000
2015,Quebec,Rigid plastic,Square metres,v52220917,6.4.3,33838.00000000
2007,Quebec,Poly-film,Square feet,v52220928,6.5.2,0.00000000
2008,Quebec,Poly-film,Square feet,v52220928,6.5.2,21882000.00000000
2009,Quebec,Poly-film,Square feet,v52220928,6.5.2,21469900.00000000
2010,Quebec,Poly-film,Square feet,v52220928,6.5.2,22962330.00000000
2011,Quebec,Poly-film,Square feet,v52220928,6.5.2,24311520.00000000
2012,Quebec,Poly-film,Square feet,v52220928,6.5.2,23344660.00000000
2013,Quebec,Poly-film,Square feet,v52220928,6.5.2,22755700.00000000
2014,Quebec,Poly-film,Square feet,v52220928,6.5.2,22250700.00000000
2015,Quebec,Poly-film,Square feet,v52220928,6.5.2,22730180.00000000
2007,Quebec,Poly-film,Square metres,v52220939,6.5.3,0.00000000
2008,Quebec,Poly-film,Square metres,v52220939,6.5.3,2032903.00000000
2009,Quebec,Poly-film,Square metres,v52220939,6.5.3,1994618.00000000
2010,Quebec,Poly-film,Square metres,v52220939,6.5.3,2133269.00000000
2011,Quebec,Poly-film,Square metres,v52220939,6.5.3,2258613.00000000
2012,Quebec,Poly-film,Square metres,v52220939,6.5.3,2168789.00000000
2013,Quebec,Poly-film,Square metres,v52220939,6.5.3,2114073.00000000
2014,Quebec,Poly-film,Square metres,v52220939,6.5.3,2067157.00000000
2015,Quebec,Poly-film,Square metres,v52220939,6.5.3,2111702.00000000
2007,Quebec,Total months of operation,Number,v52220950,6.6.1,5485.00000000
2008,Quebec,Total months of operation,Number,v52220950,6.6.1,5240.00000000
2009,Quebec,Total months of operation,Number,v52220950,6.6.1,5040.00000000
2010,Quebec,Total months of operation,Number,v52220950,6.6.1,4930.00000000
2011,Quebec,Total months of operation,Number,v52220950,6.6.1,4700.00000000
2012,Quebec,Total months of operation,Number,v52220950,6.6.1,5165.00000000
2013,Quebec,Total months of operation,Number,v52220950,6.6.1,6033.00000000
2014,Quebec,Total months of operation,Number,v52220950,6.6.1,5580.00000000
2015,Quebec,Total months of operation,Number,v52220950,6.6.1,5653.00000000
2007,Ontario,Total greenhouse operations,Number,v52220852,7.1.1,1200.00000000
2008,Ontario,Total greenhouse operations,Number,v52220852,7.1.1,1190.00000000
2009,Ontario,Total greenhouse operations,Number,v52220852,7.1.1,1245.00000000
2010,Ontario,Total greenhouse operations,Number,v52220852,7.1.1,1190.00000000
2011,Ontario,Total greenhouse operations,Number,v52220852,7.1.1,1150.00000000
2012,Ontario,Total greenhouse operations,Number,v52220852,7.1.1,1055.00000000
2013,Ontario,Total greenhouse operations,Number,v52220852,7.1.1,1045.00000000
2014,Ontario,Total greenhouse operations,Number,v52220852,7.1.1,1040.00000000
2015,Ontario,Total greenhouse operations,Number,v52220852,7.1.1,1000.00000000
2007,Ontario,Total greenhouse area,Square feet,v52220863,7.2.2,124000000.00000000
2008,Ontario,Total greenhouse area,Square feet,v52220863,7.2.2,135675700.00000000
2009,Ontario,Total greenhouse area,Square feet,v52220863,7.2.2,138767210.00000000
2010,Ontario,Total greenhouse area,Square feet,v52220863,7.2.2,136449395.00000000
2011,Ontario,Total greenhouse area,Square feet,v52220863,7.2.2,137788835.00000000
2012,Ontario,Total greenhouse area,Square feet,v52220863,7.2.2,146308428.00000000
2013,Ontario,Total greenhouse area,Square feet,v52220863,7.2.2,152301271.00000000
2014,Ontario,Total greenhouse area,Square feet,v52220863,7.2.2,149279604.00000000
2015,Ontario,Total greenhouse area,Square feet,v52220863,7.2.2,150908293.00000000
2007,Ontario,Total greenhouse area,Square metres,v52220874,7.2.3,11519972.00000000
2008,Ontario,Total greenhouse area,Square metres,v52220874,7.2.3,12604680.00000000
2009,Ontario,Total greenhouse area,Square metres,v52220874,7.2.3,12891890.00000000
2010,Ontario,Total greenhouse area,Square metres,v52220874,7.2.3,12676558.00000000
2011,Ontario,Total greenhouse area,Square metres,v52220874,7.2.3,12800996.00000000
2012,Ontario,Total greenhouse area,Square metres,v52220874,7.2.3,13592492.00000000
2013,Ontario,Total greenhouse area,Square metres,v52220874,7.2.3,14149245.00000000
2014,Ontario,Total greenhouse area,Square metres,v52220874,7.2.3,13868523.00000000
2015,Ontario,Total greenhouse area,Square metres,v52220874,7.2.3,14019833.00000000
2007,Ontario,Glass,Square feet,v52220885,7.3.2,34000000.00000000
2008,Ontario,Glass,Square feet,v52220885,7.3.2,35275000.00000000
2009,Ontario,Glass,Square feet,v52220885,7.3.2,38310550.00000000
2010,Ontario,Glass,Square feet,v52220885,7.3.2,36912815.00000000
2011,Ontario,Glass,Square feet,v52220885,7.3.2,37426225.00000000
2012,Ontario,Glass,Square feet,v52220885,7.3.2,39353793.00000000
2013,Ontario,Glass,Square feet,v52220885,7.3.2,41722587.00000000
2014,Ontario,Glass,Square feet,v52220885,7.3.2,45465714.00000000
2015,Ontario,Glass,Square feet,v52220885,7.3.2,48583880.00000000
2007,Ontario,Glass,Square metres,v52220896,7.3.3,3158702.00000000
2008,Ontario,Glass,Square metres,v52220896,7.3.3,3277153.00000000
2009,Ontario,Glass,Square metres,v52220896,7.3.3,3559165.00000000
2010,Ontario,Glass,Square metres,v52220896,7.3.3,3429311.00000000
2011,Ontario,Glass,Square metres,v52220896,7.3.3,3477009.00000000
2012,Ontario,Glass,Square metres,v52220896,7.3.3,3656085.00000000
2013,Ontario,Glass,Square metres,v52220896,7.3.3,3876154.00000000
2014,Ontario,Glass,Square metres,v52220896,7.3.3,4223901.00000000
2015,Ontario,Glass,Square metres,v52220896,7.3.3,4513588.00000000
2007,Ontario,Rigid plastic,Square feet,v52220907,7.4.2,90000000.00000000
2008,Ontario,Rigid plastic,Square feet,v52220907,7.4.2,16882000.00000000
2009,Ontario,Rigid plastic,Square feet,v52220907,7.4.2,10131960.00000000
2010,Ontario,Rigid plastic,Square feet,v52220907,7.4.2,6305480.00000000
2011,Ontario,Rigid plastic,Square feet,v52220907,7.4.2,4309350.00000000
2012,Ontario,Rigid plastic,Square feet,v52220907,7.4.2,4051320.00000000
2013,Ontario,Rigid plastic,Square feet,v52220907,7.4.2,5364558.00000000
2014,Ontario,Rigid plastic,Square feet,v52220907,7.4.2,3928490.00000000
2015,Ontario,Rigid plastic,Square feet,v52220907,7.4.2,2342399.00000000
2007,Ontario,Rigid plastic,Square metres,v52220918,7.4.3,8361270.00000000
2008,Ontario,Rigid plastic,Square metres,v52220918,7.4.3,1568388.00000000
2009,Ontario,Rigid plastic,Square metres,v52220918,7.4.3,941289.00000000
2010,Ontario,Rigid plastic,Square metres,v52220918,7.4.3,585798.00000000
2011,Ontario,Rigid plastic,Square metres,v52220918,7.4.3,400352.00000000
2012,Ontario,Rigid plastic,Square metres,v52220918,7.4.3,376380.00000000
2013,Ontario,Rigid plastic,Square metres,v52220918,7.4.3,498384.00000000
2014,Ontario,Rigid plastic,Square metres,v52220918,7.4.3,364969.00000000
2015,Ontario,Rigid plastic,Square metres,v52220918,7.4.3,217616.00000000
2007,Ontario,Poly-film,Square feet,v52220929,7.5.2,0.00000000
2008,Ontario,Poly-film,Square feet,v52220929,7.5.2,83518700.00000000
2009,Ontario,Poly-film,Square feet,v52220929,7.5.2,90324700.00000000
2010,Ontario,Poly-film,Square feet,v52220929,7.5.2,93231100.00000000
2011,Ontario,Poly-film,Square feet,v52220929,7.5.2,96053260.00000000
2012,Ontario,Poly-film,Square feet,v52220929,7.5.2,102903315.00000000
2013,Ontario,Poly-film,Square feet,v52220929,7.5.2,105214126.00000000
2014,Ontario,Poly-film,Square feet,v52220929,7.5.2,99885400.00000000
2015,Ontario,Poly-film,Square feet,v52220929,7.5.2,99982014.00000000
2007,Ontario,Poly-film,Square metres,v52220940,7.5.3,0.00000000
2008,Ontario,Poly-film,Square metres,v52220940,7.5.3,7759138.00000000
2009,Ontario,Poly-film,Square metres,v52220940,7.5.3,8391436.00000000
2010,Ontario,Poly-film,Square metres,v52220940,7.5.3,8661449.00000000
2011,Ontario,Poly-film,Square metres,v52220940,7.5.3,8923636.00000000
2012,Ontario,Poly-film,Square metres,v52220940,7.5.3,9560027.00000000
2013,Ontario,Poly-film,Square metres,v52220940,7.5.3,9774708.00000000
2014,Ontario,Poly-film,Square metres,v52220940,7.5.3,9279653.00000000
2015,Ontario,Poly-film,Square metres,v52220940,7.5.3,9288629.00000000
2007,Ontario,Total months of operation,Number,v52220951,7.6.1,10200.00000000
2008,Ontario,Total months of operation,Number,v52220951,7.6.1,10522.00000000
2009,Ontario,Total months of operation,Number,v52220951,7.6.1,10200.00000000
2010,Ontario,Total months of operation,Number,v52220951,7.6.1,10065.00000000
2011,Ontario,Total months of operation,Number,v52220951,7.6.1,8960.00000000
2012,Ontario,Total months of operation,Number,v52220951,7.6.1,9301.00000000
2013,Ontario,Total months of operation,Number,v52220951,7.6.1,12173.00000000
2014,Ontario,Total months of operation,Number,v52220951,7.6.1,12135.00000000
2015,Ontario,Total months of operation,Number,v52220951,7.6.1,11783.00000000
2007,Manitoba,Total greenhouse operations,Number,v52220853,8.1.1,135.00000000
2008,Manitoba,Total greenhouse operations,Number,v52220853,8.1.1,125.00000000
2009,Manitoba,Total greenhouse operations,Number,v52220853,8.1.1,115.00000000
2010,Manitoba,Total greenhouse operations,Number,v52220853,8.1.1,125.00000000
2011,Manitoba,Total greenhouse operations,Number,v52220853,8.1.1,125.00000000
2012,Manitoba,Total greenhouse operations,Number,v52220853,8.1.1,110.00000000
2013,Manitoba,Total greenhouse operations,Number,v52220853,8.1.1,110.00000000
2014,Manitoba,Total greenhouse operations,Number,v52220853,8.1.1,110.00000000
2015,Manitoba,Total greenhouse operations,Number,v52220853,8.1.1,105.00000000
2007,Manitoba,Total greenhouse area,Square feet,v52220864,8.2.2,2938000.00000000
2008,Manitoba,Total greenhouse area,Square feet,v52220864,8.2.2,3275100.00000000
2009,Manitoba,Total greenhouse area,Square feet,v52220864,8.2.2,3882620.00000000
2010,Manitoba,Total greenhouse area,Square feet,v52220864,8.2.2,3307070.00000000
2011,Manitoba,Total greenhouse area,Square feet,v52220864,8.2.2,3237510.00000000
2012,Manitoba,Total greenhouse area,Square feet,v52220864,8.2.2,3118905.00000000
2013,Manitoba,Total greenhouse area,Square feet,v52220864,8.2.2,3120168.00000000
2014,Manitoba,Total greenhouse area,Square feet,v52220864,8.2.2,3100223.00000000
2015,Manitoba,Total greenhouse area,Square feet,v52220864,8.2.2,F
2007,Manitoba,Total greenhouse area,Square metres,v52220875,8.2.3,272949.00000000
2008,Manitoba,Total greenhouse area,Square metres,v52220875,8.2.3,304267.00000000
2009,Manitoba,Total greenhouse area,Square metres,v52220875,8.2.3,360707.00000000
2010,Manitoba,Total greenhouse area,Square metres,v52220875,8.2.3,307237.00000000
2011,Manitoba,Total greenhouse area,Square metres,v52220875,8.2.3,300774.00000000
2012,Manitoba,Total greenhouse area,Square metres,v52220875,8.2.3,289756.00000000
2013,Manitoba,Total greenhouse area,Square metres,v52220875,8.2.3,289873.00000000
2014,Manitoba,Total greenhouse area,Square metres,v52220875,8.2.3,288020.00000000
2015,Manitoba,Total greenhouse area,Square metres,v52220875,8.2.3,F
2007,Manitoba,Glass,Square feet,v52220886,8.3.2,x
2008,Manitoba,Glass,Square feet,v52220886,8.3.2,1900.00000000
2009,Manitoba,Glass,Square feet,v52220886,8.3.2,x
2010,Manitoba,Glass,Square feet,v52220886,8.3.2,0.00000000
2011,Manitoba,Glass,Square feet,v52220886,8.3.2,x
2012,Manitoba,Glass,Square feet,v52220886,8.3.2,x
2013,Manitoba,Glass,Square feet,v52220886,8.3.2,x
2014,Manitoba,Glass,Square feet,v52220886,8.3.2,x
2015,Manitoba,Glass,Square feet,v52220886,8.3.2,x
2007,Manitoba,Glass,Square metres,v52220897,8.3.3,x
2008,Manitoba,Glass,Square metres,v52220897,8.3.3,177.00000000
2009,Manitoba,Glass,Square metres,v52220897,8.3.3,x
2010,Manitoba,Glass,Square metres,v52220897,8.3.3,0.00000000
2011,Manitoba,Glass,Square metres,v52220897,8.3.3,x
2012,Manitoba,Glass,Square metres,v52220897,8.3.3,x
2013,Manitoba,Glass,Square metres,v52220897,8.3.3,x
2014,Manitoba,Glass,Square metres,v52220897,8.3.3,x
2015,Manitoba,Glass,Square metres,v52220897,8.3.3,x
2007,Manitoba,Rigid plastic,Square feet,v52220908,8.4.2,x
2008,Manitoba,Rigid plastic,Square feet,v52220908,8.4.2,F
2009,Manitoba,Rigid plastic,Square feet,v52220908,8.4.2,x
2010,Manitoba,Rigid plastic,Square feet,v52220908,8.4.2,153710.00000000
2011,Manitoba,Rigid plastic,Square feet,v52220908,8.4.2,x
2012,Manitoba,Rigid plastic,Square feet,v52220908,8.4.2,x
2013,Manitoba,Rigid plastic,Square feet,v52220908,8.4.2,x
2014,Manitoba,Rigid plastic,Square feet,v52220908,8.4.2,x
2015,Manitoba,Rigid plastic,Square feet,v52220908,8.4.2,x
2007,Manitoba,Rigid plastic,Square metres,v52220919,8.4.3,x
2008,Manitoba,Rigid plastic,Square metres,v52220919,8.4.3,F
2009,Manitoba,Rigid plastic,Square metres,v52220919,8.4.3,x
2010,Manitoba,Rigid plastic,Square metres,v52220919,8.4.3,14280.00000000
2011,Manitoba,Rigid plastic,Square metres,v52220919,8.4.3,x
2012,Manitoba,Rigid plastic,Square metres,v52220919,8.4.3,x
2013,Manitoba,Rigid plastic,Square metres,v52220919,8.4.3,x
2014,Manitoba,Rigid plastic,Square metres,v52220919,8.4.3,x
2015,Manitoba,Rigid plastic,Square metres,v52220919,8.4.3,x
2007,Manitoba,Poly-film,Square feet,v52220930,8.5.2,0.00000000
2008,Manitoba,Poly-film,Square feet,v52220930,8.5.2,2972300.00000000
2009,Manitoba,Poly-film,Square feet,v52220930,8.5.2,F
2010,Manitoba,Poly-film,Square feet,v52220930,8.5.2,3153360.00000000
2011,Manitoba,Poly-film,Square feet,v52220930,8.5.2,3124015.00000000
2012,Manitoba,Poly-film,Square feet,v52220930,8.5.2,3003705.00000000
2013,Manitoba,Poly-film,Square feet,v52220930,8.5.2,2985652.00000000
2014,Manitoba,Poly-film,Square feet,v52220930,8.5.2,2974015.00000000
2015,Manitoba,Poly-film,Square feet,v52220930,8.5.2,F
2007,Manitoba,Poly-film,Square metres,v52220941,8.5.3,0.00000000
2008,Manitoba,Poly-film,Square metres,v52220941,8.5.3,276136.00000000
2009,Manitoba,Poly-film,Square metres,v52220941,8.5.3,F
2010,Manitoba,Poly-film,Square metres,v52220941,8.5.3,292957.00000000
2011,Manitoba,Poly-film,Square metres,v52220941,8.5.3,290230.00000000
2012,Manitoba,Poly-film,Square metres,v52220941,8.5.3,279053.00000000
2013,Manitoba,Poly-film,Square metres,v52220941,8.5.3,277376.00000000
2014,Manitoba,Poly-film,Square metres,v52220941,8.5.3,276295.00000000
2015,Manitoba,Poly-film,Square metres,v52220941,8.5.3,F
2007,Manitoba,Total months of operation,Number,v52220952,8.6.1,855.00000000
2008,Manitoba,Total months of operation,Number,v52220952,8.6.1,750.00000000
2009,Manitoba,Total months of operation,Number,v52220952,8.6.1,810.00000000
2010,Manitoba,Total months of operation,Number,v52220952,8.6.1,770.00000000
2011,Manitoba,Total months of operation,Number,v52220952,8.6.1,690.00000000
2012,Manitoba,Total months of operation,Number,v52220952,8.6.1,720.00000000
2013,Manitoba,Total months of operation,Number,v52220952,8.6.1,730.00000000
2014,Manitoba,Total months of operation,Number,v52220952,8.6.1,932.00000000
2015,Manitoba,Total months of operation,Number,v52220952,8.6.1,887.00000000
2007,Saskatchewan,Total greenhouse operations,Number,v52220854,9.1.1,168.00000000
2008,Saskatchewan,Total greenhouse operations,Number,v52220854,9.1.1,145.00000000
2009,Saskatchewan,Total greenhouse operations,Number,v52220854,9.1.1,145.00000000
2010,Saskatchewan,Total greenhouse operations,Number,v52220854,9.1.1,145.00000000
2011,Saskatchewan,Total greenhouse operations,Number,v52220854,9.1.1,145.00000000
2012,Saskatchewan,Total greenhouse operations,Number,v52220854,9.1.1,150.00000000
2013,Saskatchewan,Total greenhouse operations,Number,v52220854,9.1.1,145.00000000
2014,Saskatchewan,Total greenhouse operations,Number,v52220854,9.1.1,140.00000000
2015,Saskatchewan,Total greenhouse operations,Number,v52220854,9.1.1,140.00000000
2007,Saskatchewan,Total greenhouse area,Square feet,v52220865,9.2.2,2532250.00000000
2008,Saskatchewan,Total greenhouse area,Square feet,v52220865,9.2.2,2237350.00000000
2009,Saskatchewan,Total greenhouse area,Square feet,v52220865,9.2.2,2117000.00000000
2010,Saskatchewan,Total greenhouse area,Square feet,v52220865,9.2.2,2019595.00000000
2011,Saskatchewan,Total greenhouse area,Square feet,v52220865,9.2.2,2110335.00000000
2012,Saskatchewan,Total greenhouse area,Square feet,v52220865,9.2.2,2616145.00000000
2013,Saskatchewan,Total greenhouse area,Square feet,v52220865,9.2.2,2391651.00000000
2014,Saskatchewan,Total greenhouse area,Square feet,v52220865,9.2.2,2300500.00000000
2015,Saskatchewan,Total greenhouse area,Square feet,v52220865,9.2.2,2300721.00000000
2007,Saskatchewan,Total greenhouse area,Square metres,v52220876,9.2.3,235254.00000000
2008,Saskatchewan,Total greenhouse area,Square metres,v52220876,9.2.3,207857.00000000
2009,Saskatchewan,Total greenhouse area,Square metres,v52220876,9.2.3,196676.00000000
2010,Saskatchewan,Total greenhouse area,Square metres,v52220876,9.2.3,187626.00000000
2011,Saskatchewan,Total greenhouse area,Square metres,v52220876,9.2.3,196056.00000000
2012,Saskatchewan,Total greenhouse area,Square metres,v52220876,9.2.3,243048.00000000
2013,Saskatchewan,Total greenhouse area,Square metres,v52220876,9.2.3,222192.00000000
2014,Saskatchewan,Total greenhouse area,Square metres,v52220876,9.2.3,213723.00000000
2015,Saskatchewan,Total greenhouse area,Square metres,v52220876,9.2.3,213744.00000000
2007,Saskatchewan,Glass,Square feet,v52220887,9.3.2,92250.00000000
