Ref_Date,GEO,LIV,Vector,Coordinate,Value
2009/06,Manitoba,"Over 81 kilograms (x 1,000)",v65654815,8.11,427.5
2009/12,Manitoba,"Over 81 kilograms (x 1,000)",v65654815,8.11,449.2
2010/06,Manitoba,"Over 81 kilograms (x 1,000)",v65654815,8.11,511.3
2010/12,Manitoba,"Over 81 kilograms (x 1,000)",v65654815,8.11,457.0
2011/06,Manitoba,"Over 81 kilograms (x 1,000)",v65654815,8.11,459.3
2011/12,Manitoba,"Over 81 kilograms (x 1,000)",v65654815,8.11,438.1
2012/06,Manitoba,"Over 81 kilograms (x 1,000)",v65654815,8.11,445.2
2012/12,Manitoba,"Over 81 kilograms (x 1,000)",v65654815,8.11,436.7
2013/06,Manitoba,"Over 81 kilograms (x 1,000)",v65654815,8.11,445.4
2013/12,Manitoba,"Over 81 kilograms (x 1,000)",v65654815,8.11,485.9
2014/06,Manitoba,"Over 81 kilograms (x 1,000)",v65654815,8.11,490.2
2014/12,Manitoba,"Over 81 kilograms (x 1,000)",v65654815,8.11,476.7
2015/06,Manitoba,"Over 81 kilograms (x 1,000)",v65654815,8.11,483.9
2015/12,Manitoba,"Over 81 kilograms (x 1,000)",v65654815,8.11,477.8
2016/06,Manitoba,"Over 81 kilograms (x 1,000)",v65654815,8.11,491.4
2007/12,Saskatchewan,"Hogs, total (x 1,000)",v65654746,9.1,1215.0
2008/06,Saskatchewan,"Hogs, total (x 1,000)",v65654746,9.1,1025.0
2008/12,Saskatchewan,"Hogs, total (x 1,000)",v65654746,9.1,925.0
2009/06,Saskatchewan,"Hogs, total (x 1,000)",v65654746,9.1,940.0
2009/12,Saskatchewan,"Hogs, total (x 1,000)",v65654746,9.1,970.0
2010/06,Saskatchewan,"Hogs, total (x 1,000)",v65654746,9.1,975.0
2010/12,Saskatchewan,"Hogs, total (x 1,000)",v65654746,9.1,995.0
2011/06,Saskatchewan,"Hogs, total (x 1,000)",v65654746,9.1,1040.0
2011/12,Saskatchewan,"Hogs, total (x 1,000)",v65654746,9.1,1045.0
2012/06,Saskatchewan,"Hogs, total (x 1,000)",v65654746,9.1,1030.0
2012/12,Saskatchewan,"Hogs, total (x 1,000)",v65654746,9.1,1040.0
2013/06,Saskatchewan,"Hogs, total (x 1,000)",v65654746,9.1,1070.0
2013/12,Saskatchewan,"Hogs, total (x 1,000)",v65654746,9.1,1110.0
2014/06,Saskatchewan,"Hogs, total (x 1,000)",v65654746,9.1,1145.0
2014/12,Saskatchewan,"Hogs, total (x 1,000)",v65654746,9.1,1165.0
2015/06,Saskatchewan,"Hogs, total (x 1,000)",v65654746,9.1,1170.0
2015/12,Saskatchewan,"Hogs, total (x 1,000)",v65654746,9.1,1170.0
2016/06,Saskatchewan,"Hogs, total (x 1,000)",v65654746,9.1,1190.0
2007/12,Saskatchewan,"Breeding stock, 6 months and over (x 1,000)",v65654747,9.2,128.7
2008/06,Saskatchewan,"Breeding stock, 6 months and over (x 1,000)",v65654747,9.2,125.7
2008/12,Saskatchewan,"Breeding stock, 6 months and over (x 1,000)",v65654747,9.2,106.1
2009/06,Saskatchewan,"Breeding stock, 6 months and over (x 1,000)",v65654747,9.2,94.8
2009/12,Saskatchewan,"Breeding stock, 6 months and over (x 1,000)",v65654747,9.2,87.8
2010/06,Saskatchewan,"Breeding stock, 6 months and over (x 1,000)",v65654747,9.2,88.5
2010/12,Saskatchewan,"Breeding stock, 6 months and over (x 1,000)",v65654747,9.2,88.7
2011/06,Saskatchewan,"Breeding stock, 6 months and over (x 1,000)",v65654747,9.2,92.0
2011/12,Saskatchewan,"Breeding stock, 6 months and over (x 1,000)",v65654747,9.2,93.2
2012/06,Saskatchewan,"Breeding stock, 6 months and over (x 1,000)",v65654747,9.2,93.4
2012/12,Saskatchewan,"Breeding stock, 6 months and over (x 1,000)",v65654747,9.2,92.8
2013/06,Saskatchewan,"Breeding stock, 6 months and over (x 1,000)",v65654747,9.2,93.7
2013/12,Saskatchewan,"Breeding stock, 6 months and over (x 1,000)",v65654747,9.2,94.6
2014/06,Saskatchewan,"Breeding stock, 6 months and over (x 1,000)",v65654747,9.2,99.2
2014/12,Saskatchewan,"Breeding stock, 6 months and over (x 1,000)",v65654747,9.2,101.3
2015/06,Saskatchewan,"Breeding stock, 6 months and over (x 1,000)",v65654747,9.2,104.1
2015/12,Saskatchewan,"Breeding stock, 6 months and over (x 1,000)",v65654747,9.2,106.3
2016/06,Saskatchewan,"Breeding stock, 6 months and over (x 1,000)",v65654747,9.2,105.4
2007/12,Saskatchewan,"Boars, 6 months and over (x 1,000)",v65654748,9.3,4.5
2008/06,Saskatchewan,"Boars, 6 months and over (x 1,000)",v65654748,9.3,4.3
2008/12,Saskatchewan,"Boars, 6 months and over (x 1,000)",v65654748,9.3,3.3
2009/06,Saskatchewan,"Boars, 6 months and over (x 1,000)",v65654748,9.3,3.1
2009/12,Saskatchewan,"Boars, 6 months and over (x 1,000)",v65654748,9.3,2.9
2010/06,Saskatchewan,"Boars, 6 months and over (x 1,000)",v65654748,9.3,2.7
2010/12,Saskatchewan,"Boars, 6 months and over (x 1,000)",v65654748,9.3,2.8
2011/06,Saskatchewan,"Boars, 6 months and over (x 1,000)",v65654748,9.3,2.7
2011/12,Saskatchewan,"Boars, 6 months and over (x 1,000)",v65654748,9.3,2.8
2012/06,Saskatchewan,"Boars, 6 months and over (x 1,000)",v65654748,9.3,2.7
2012/12,Saskatchewan,"Boars, 6 months and over (x 1,000)",v65654748,9.3,2.7
2013/06,Saskatchewan,"Boars, 6 months and over (x 1,000)",v65654748,9.3,2.7
2013/12,Saskatchewan,"Boars, 6 months and over (x 1,000)",v65654748,9.3,2.7
2014/06,Saskatchewan,"Boars, 6 months and over (x 1,000)",v65654748,9.3,2.8
2014/12,Saskatchewan,"Boars, 6 months and over (x 1,000)",v65654748,9.3,2.8
2015/06,Saskatchewan,"Boars, 6 months and over (x 1,000)",v65654748,9.3,2.8
2015/12,Saskatchewan,"Boars, 6 months and over (x 1,000)",v65654748,9.3,2.8
2016/06,Saskatchewan,"Boars, 6 months and over (x 1,000)",v65654748,9.3,2.9
2007/12,Saskatchewan,"Sows and gilts, 6 months and over (x 1,000)",v65654749,9.4,124.2
2008/06,Saskatchewan,"Sows and gilts, 6 months and over (x 1,000)",v65654749,9.4,121.4
2008/12,Saskatchewan,"Sows and gilts, 6 months and over (x 1,000)",v65654749,9.4,102.8
2009/06,Saskatchewan,"Sows and gilts, 6 months and over (x 1,000)",v65654749,9.4,91.7
2009/12,Saskatchewan,"Sows and gilts, 6 months and over (x 1,000)",v65654749,9.4,84.9
2010/06,Saskatchewan,"Sows and gilts, 6 months and over (x 1,000)",v65654749,9.4,85.8
2010/12,Saskatchewan,"Sows and gilts, 6 months and over (x 1,000)",v65654749,9.4,85.9
2011/06,Saskatchewan,"Sows and gilts, 6 months and over (x 1,000)",v65654749,9.4,89.3
2011/12,Saskatchewan,"Sows and gilts, 6 months and over (x 1,000)",v65654749,9.4,90.4
2012/06,Saskatchewan,"Sows and gilts, 6 months and over (x 1,000)",v65654749,9.4,90.7
2012/12,Saskatchewan,"Sows and gilts, 6 months and over (x 1,000)",v65654749,9.4,90.1
2013/06,Saskatchewan,"Sows and gilts, 6 months and over (x 1,000)",v65654749,9.4,91.0
2013/12,Saskatchewan,"Sows and gilts, 6 months and over (x 1,000)",v65654749,9.4,91.9
2014/06,Saskatchewan,"Sows and gilts, 6 months and over (x 1,000)",v65654749,9.4,96.4
2014/12,Saskatchewan,"Sows and gilts, 6 months and over (x 1,000)",v65654749,9.4,98.5
2015/06,Saskatchewan,"Sows and gilts, 6 months and over (x 1,000)",v65654749,9.4,101.3
2015/12,Saskatchewan,"Sows and gilts, 6 months and over (x 1,000)",v65654749,9.4,103.5
2016/06,Saskatchewan,"Sows and gilts, 6 months and over (x 1,000)",v65654749,9.4,102.5
2007/12,Saskatchewan,"All other hogs (x 1,000)",v65654750,9.5,1086.3
2008/06,Saskatchewan,"All other hogs (x 1,000)",v65654750,9.5,899.3
2008/12,Saskatchewan,"All other hogs (x 1,000)",v65654750,9.5,818.9
2009/06,Saskatchewan,"All other hogs (x 1,000)",v65654750,9.5,845.2
2009/12,Saskatchewan,"All other hogs (x 1,000)",v65654750,9.5,882.2
2010/06,Saskatchewan,"All other hogs (x 1,000)",v65654750,9.5,886.5
2010/12,Saskatchewan,"All other hogs (x 1,000)",v65654750,9.5,906.3
2011/06,Saskatchewan,"All other hogs (x 1,000)",v65654750,9.5,948.0
2011/12,Saskatchewan,"All other hogs (x 1,000)",v65654750,9.5,951.8
2012/06,Saskatchewan,"All other hogs (x 1,000)",v65654750,9.5,936.6
2012/12,Saskatchewan,"All other hogs (x 1,000)",v65654750,9.5,947.2
2013/06,Saskatchewan,"All other hogs (x 1,000)",v65654750,9.5,976.3
2013/12,Saskatchewan,"All other hogs (x 1,000)",v65654750,9.5,1015.4
2014/06,Saskatchewan,"All other hogs (x 1,000)",v65654750,9.5,1045.8
2014/12,Saskatchewan,"All other hogs (x 1,000)",v65654750,9.5,1063.7
2015/06,Saskatchewan,"All other hogs (x 1,000)",v65654750,9.5,1065.9
2015/12,Saskatchewan,"All other hogs (x 1,000)",v65654750,9.5,1063.7
2016/06,Saskatchewan,"All other hogs (x 1,000)",v65654750,9.5,1084.6
2007/12,Saskatchewan,"Under 23 kilograms (x 1,000)",v65654751,9.6,284.7
2008/06,Saskatchewan,"Under 23 kilograms (x 1,000)",v65654751,9.6,253.6
2008/12,Saskatchewan,"Under 23 kilograms (x 1,000)",v65654751,9.6,242.7
2009/06,Saskatchewan,"Under 23 kilograms (x 1,000)",v65654751,9.6,269.4
2009/12,Saskatchewan,"Under 23 kilograms (x 1,000)",v65654751,9.6,338.8
2010/06,Saskatchewan,"Under 23 kilograms (x 1,000)",v65654751,9.6,349.9
2010/12,Saskatchewan,"Under 23 kilograms (x 1,000)",v65654751,9.6,357.5
2011/06,Saskatchewan,"Under 23 kilograms (x 1,000)",v65654751,9.6,368.5
2011/12,Saskatchewan,"Under 23 kilograms (x 1,000)",v65654751,9.6,373.5
2012/06,Saskatchewan,"Under 23 kilograms (x 1,000)",v65654751,9.6,374.8
2012/12,Saskatchewan,"Under 23 kilograms (x 1,000)",v65654751,9.6,373.8
2013/06,Saskatchewan,"Under 23 kilograms (x 1,000)",v65654751,9.6,388.4
2013/12,Saskatchewan,"Under 23 kilograms (x 1,000)",v65654751,9.6,405.2
2014/06,Saskatchewan,"Under 23 kilograms (x 1,000)",v65654751,9.6,411.6
2014/12,Saskatchewan,"Under 23 kilograms (x 1,000)",v65654751,9.6,406.6
2015/06,Saskatchewan,"Under 23 kilograms (x 1,000)",v65654751,9.6,414.7
2015/12,Saskatchewan,"Under 23 kilograms (x 1,000)",v65654751,9.6,405.6
2016/06,Saskatchewan,"Under 23 kilograms (x 1,000)",v65654751,9.6,420.3
2007/12,Saskatchewan,"Under 7 kilograms (x 1,000)",v65654752,9.7,153.7
2008/06,Saskatchewan,"Under 7 kilograms (x 1,000)",v65654752,9.7,153.4
2008/12,Saskatchewan,"Under 7 kilograms (x 1,000)",v65654752,9.7,134.2
2009/06,Saskatchewan,"Under 7 kilograms (x 1,000)",v65654752,9.7,145.1
2009/12,Saskatchewan,"Under 7 kilograms (x 1,000)",v65654752,9.7,150.4
2010/06,Saskatchewan,"Under 7 kilograms (x 1,000)",v65654752,9.7,155.2
2010/12,Saskatchewan,"Under 7 kilograms (x 1,000)",v65654752,9.7,155.1
2011/06,Saskatchewan,"Under 7 kilograms (x 1,000)",v65654752,9.7,158.3
2011/12,Saskatchewan,"Under 7 kilograms (x 1,000)",v65654752,9.7,159.8
2012/06,Saskatchewan,"Under 7 kilograms (x 1,000)",v65654752,9.7,162.0
2012/12,Saskatchewan,"Under 7 kilograms (x 1,000)",v65654752,9.7,158.5
2013/06,Saskatchewan,"Under 7 kilograms (x 1,000)",v65654752,9.7,168.6
2013/12,Saskatchewan,"Under 7 kilograms (x 1,000)",v65654752,9.7,170.0
2014/06,Saskatchewan,"Under 7 kilograms (x 1,000)",v65654752,9.7,169.7
2014/12,Saskatchewan,"Under 7 kilograms (x 1,000)",v65654752,9.7,168.7
2015/06,Saskatchewan,"Under 7 kilograms (x 1,000)",v65654752,9.7,168.1
2015/12,Saskatchewan,"Under 7 kilograms (x 1,000)",v65654752,9.7,166.1
2016/06,Saskatchewan,"Under 7 kilograms (x 1,000)",v65654752,9.7,175.9
2007/12,Saskatchewan,"7 to 22 kilograms (x 1,000)",v65654753,9.8,131.0
2008/06,Saskatchewan,"7 to 22 kilograms (x 1,000)",v65654753,9.8,100.2
2008/12,Saskatchewan,"7 to 22 kilograms (x 1,000)",v65654753,9.8,108.5
2009/06,Saskatchewan,"7 to 22 kilograms (x 1,000)",v65654753,9.8,124.3
2009/12,Saskatchewan,"7 to 22 kilograms (x 1,000)",v65654753,9.8,188.4
2010/06,Saskatchewan,"7 to 22 kilograms (x 1,000)",v65654753,9.8,194.7
2010/12,Saskatchewan,"7 to 22 kilograms (x 1,000)",v65654753,9.8,202.4
2011/06,Saskatchewan,"7 to 22 kilograms (x 1,000)",v65654753,9.8,210.2
2011/12,Saskatchewan,"7 to 22 kilograms (x 1,000)",v65654753,9.8,213.7
2012/06,Saskatchewan,"7 to 22 kilograms (x 1,000)",v65654753,9.8,212.8
2012/12,Saskatchewan,"7 to 22 kilograms (x 1,000)",v65654753,9.8,215.3
2013/06,Saskatchewan,"7 to 22 kilograms (x 1,000)",v65654753,9.8,219.8
2013/12,Saskatchewan,"7 to 22 kilograms (x 1,000)",v65654753,9.8,235.2
2014/06,Saskatchewan,"7 to 22 kilograms (x 1,000)",v65654753,9.8,241.9
2014/12,Saskatchewan,"7 to 22 kilograms (x 1,000)",v65654753,9.8,237.9
2015/06,Saskatchewan,"7 to 22 kilograms (x 1,000)",v65654753,9.8,246.6
2015/12,Saskatchewan,"7 to 22 kilograms (x 1,000)",v65654753,9.8,239.5
2016/06,Saskatchewan,"7 to 22 kilograms (x 1,000)",v65654753,9.8,244.4
2007/12,Saskatchewan,"23 to 53 kilograms (x 1,000)",v65654816,9.9,265.1
2008/06,Saskatchewan,"23 to 53 kilograms (x 1,000)",v65654816,9.9,208.6
2008/12,Saskatchewan,"23 to 53 kilograms (x 1,000)",v65654816,9.9,167.7
2009/06,Saskatchewan,"23 to 53 kilograms (x 1,000)",v65654816,9.9,174.5
2009/12,Saskatchewan,"23 to 53 kilograms (x 1,000)",v65654816,9.9,188.8
2010/06,Saskatchewan,"23 to 53 kilograms (x 1,000)",v65654816,9.9,181.3
2010/12,Saskatchewan,"23 to 53 kilograms (x 1,000)",v65654816,9.9,181.1
2011/06,Saskatchewan,"23 to 53 kilograms (x 1,000)",v65654816,9.9,188.7
2011/12,Saskatchewan,"23 to 53 kilograms (x 1,000)",v65654816,9.9,185.4
2012/06,Saskatchewan,"23 to 53 kilograms (x 1,000)",v65654816,9.9,187.2
2012/12,Saskatchewan,"23 to 53 kilograms (x 1,000)",v65654816,9.9,184.1
2013/06,Saskatchewan,"23 to 53 kilograms (x 1,000)",v65654816,9.9,193.1
2013/12,Saskatchewan,"23 to 53 kilograms (x 1,000)",v65654816,9.9,203.4
2014/06,Saskatchewan,"23 to 53 kilograms (x 1,000)",v65654816,9.9,212.3
2014/12,Saskatchewan,"23 to 53 kilograms (x 1,000)",v65654816,9.9,216.9
2015/06,Saskatchewan,"23 to 53 kilograms (x 1,000)",v65654816,9.9,214.7
2015/12,Saskatchewan,"23 to 53 kilograms (x 1,000)",v65654816,9.9,206.7
2016/06,Saskatchewan,"23 to 53 kilograms (x 1,000)",v65654816,9.9,204.4
2007/12,Saskatchewan,"54 to 80 kilograms (x 1,000)",v65654817,9.10,226.6
2008/06,Saskatchewan,"54 to 80 kilograms (x 1,000)",v65654817,9.10,181.0
2008/12,Saskatchewan,"54 to 80 kilograms (x 1,000)",v65654817,9.10,156.8
2009/06,Saskatchewan,"54 to 80 kilograms (x 1,000)",v65654817,9.10,154.4
2009/12,Saskatchewan,"54 to 80 kilograms (x 1,000)",v65654817,9.10,153.3
2010/06,Saskatchewan,"54 to 80 kilograms (x 1,000)",v65654817,9.10,156.5
2010/12,Saskatchewan,"54 to 80 kilograms (x 1,000)",v65654817,9.10,165.8
2011/06,Saskatchewan,"54 to 80 kilograms (x 1,000)",v65654817,9.10,177.1
2011/12,Saskatchewan,"54 to 80 kilograms (x 1,000)",v65654817,9.10,181.6
2012/06,Saskatchewan,"54 to 80 kilograms (x 1,000)",v65654817,9.10,177.4
2012/12,Saskatchewan,"54 to 80 kilograms (x 1,000)",v65654817,9.10,179.7
2013/06,Saskatchewan,"54 to 80 kilograms (x 1,000)",v65654817,9.10,187.3
2013/12,Saskatchewan,"54 to 80 kilograms (x 1,000)",v65654817,9.10,191.7
2014/06,Saskatchewan,"54 to 80 kilograms (x 1,000)",v65654817,9.10,197.4
2014/12,Saskatchewan,"54 to 80 kilograms (x 1,000)",v65654817,9.10,207.4
2015/06,Saskatchewan,"54 to 80 kilograms (x 1,000)",v65654817,9.10,205.7
2015/12,Saskatchewan,"54 to 80 kilograms (x 1,000)",v65654817,9.10,214.4
2016/06,Saskatchewan,"54 to 80 kilograms (x 1,000)",v65654817,9.10,210.8
2007/12,Saskatchewan,"Over 81 kilograms (x 1,000)",v65654818,9.11,309.9
2008/06,Saskatchewan,"Over 81 kilograms (x 1,000)",v65654818,9.11,256.1
2008/12,Saskatchewan,"Over 81 kilograms (x 1,000)",v65654818,9.11,251.7
2009/06,Saskatchewan,"Over 81 kilograms (x 1,000)",v65654818,9.11,246.9
2009/12,Saskatchewan,"Over 81 kilograms (x 1,000)",v65654818,9.11,201.3
2010/06,Saskatchewan,"Over 81 kilograms (x 1,000)",v65654818,9.11,198.8
2010/12,Saskatchewan,"Over 81 kilograms (x 1,000)",v65654818,9.11,201.9
2011/06,Saskatchewan,"Over 81 kilograms (x 1,000)",v65654818,9.11,213.7
2011/12,Saskatchewan,"Over 81 kilograms (x 1,000)",v65654818,9.11,211.3
2012/06,Saskatchewan,"Over 81 kilograms (x 1,000)",v65654818,9.11,197.2
2012/12,Saskatchewan,"Over 81 kilograms (x 1,000)",v65654818,9.11,209.6
2013/06,Saskatchewan,"Over 81 kilograms (x 1,000)",v65654818,9.11,207.5
2013/12,Saskatchewan,"Over 81 kilograms (x 1,000)",v65654818,9.11,215.1
2014/06,Saskatchewan,"Over 81 kilograms (x 1,000)",v65654818,9.11,224.5
2014/12,Saskatchewan,"Over 81 kilograms (x 1,000)",v65654818,9.11,232.8
2015/06,Saskatchewan,"Over 81 kilograms (x 1,000)",v65654818,9.11,230.8
2015/12,Saskatchewan,"Over 81 kilograms (x 1,000)",v65654818,9.11,237.0
2016/06,Saskatchewan,"Over 81 kilograms (x 1,000)",v65654818,9.11,249.1
2007/12,Alberta,"Hogs, total (x 1,000)",v65654754,10.1,1770.0
2008/06,Alberta,"Hogs, total (x 1,000)",v65654754,10.1,1630.0
2008/12,Alberta,"Hogs, total (x 1,000)",v65654754,10.1,1545.0
2009/06,Alberta,"Hogs, total (x 1,000)",v65654754,10.1,1475.0
2009/12,Alberta,"Hogs, total (x 1,000)",v65654754,10.1,1440.0
2010/06,Alberta,"Hogs, total (x 1,000)",v65654754,10.1,1420.0
2010/12,Alberta,"Hogs, total (x 1,000)",v65654754,10.1,1405.0
2011/06,Alberta,"Hogs, total (x 1,000)",v65654754,10.1,1400.0
2011/12,Alberta,"Hogs, total (x 1,000)",v65654754,10.1,1390.0
2012/06,Alberta,"Hogs, total (x 1,000)",v65654754,10.1,1395.0
2012/12,Alberta,"Hogs, total (x 1,000)",v65654754,10.1,1400.0
2013/06,Alberta,"Hogs, total (x 1,000)",v65654754,10.1,1440.0
2013/12,Alberta,"Hogs, total (x 1,000)",v65654754,10.1,1445.0
2014/06,Alberta,"Hogs, total (x 1,000)",v65654754,10.1,1475.0
2014/12,Alberta,"Hogs, total (x 1,000)",v65654754,10.1,1480.0
2015/06,Alberta,"Hogs, total (x 1,000)",v65654754,10.1,1495.0
2015/12,Alberta,"Hogs, total (x 1,000)",v65654754,10.1,1505.0
2016/06,Alberta,"Hogs, total (x 1,000)",v65654754,10.1,1515.0
2007/12,Alberta,"Breeding stock, 6 months and over (x 1,000)",v65654755,10.2,174.8
2008/06,Alberta,"Breeding stock, 6 months and over (x 1,000)",v65654755,10.2,166.4
2008/12,Alberta,"Breeding stock, 6 months and over (x 1,000)",v65654755,10.2,162.6
2009/06,Alberta,"Breeding stock, 6 months and over (x 1,000)",v65654755,10.2,154.9
2009/12,Alberta,"Breeding stock, 6 months and over (x 1,000)",v65654755,10.2,148.8
2010/06,Alberta,"Breeding stock, 6 months and over (x 1,000)",v65654755,10.2,144.8
2010/12,Alberta,"Breeding stock, 6 months and over (x 1,000)",v65654755,10.2,141.6
2011/06,Alberta,"Breeding stock, 6 months and over (x 1,000)",v65654755,10.2,140.6
2011/12,Alberta,"Breeding stock, 6 months and over (x 1,000)",v65654755,10.2,141.5
2012/06,Alberta,"Breeding stock, 6 months and over (x 1,000)",v65654755,10.2,140.2
2012/12,Alberta,"Breeding stock, 6 months and over (x 1,000)",v65654755,10.2,140.1
2013/06,Alberta,"Breeding stock, 6 months and over (x 1,000)",v65654755,10.2,140.3
2013/12,Alberta,"Breeding stock, 6 months and over (x 1,000)",v65654755,10.2,140.2
2014/06,Alberta,"Breeding stock, 6 months and over (x 1,000)",v65654755,10.2,140.4
2014/12,Alberta,"Breeding stock, 6 months and over (x 1,000)",v65654755,10.2,140.3
2015/06,Alberta,"Breeding stock, 6 months and over (x 1,000)",v65654755,10.2,140.9
2015/12,Alberta,"Breeding stock, 6 months and over (x 1,000)",v65654755,10.2,142.8
2016/06,Alberta,"Breeding stock, 6 months and over (x 1,000)",v65654755,10.2,141.3
2007/12,Alberta,"Boars, 6 months and over (x 1,000)",v65654756,10.3,6.5
2008/06,Alberta,"Boars, 6 months and over (x 1,000)",v65654756,10.3,6.2
2008/12,Alberta,"Boars, 6 months and over (x 1,000)",v65654756,10.3,5.5
2009/06,Alberta,"Boars, 6 months and over (x 1,000)",v65654756,10.3,5.2
2009/12,Alberta,"Boars, 6 months and over (x 1,000)",v65654756,10.3,5.1
2010/06,Alberta,"Boars, 6 months and over (x 1,000)",v65654756,10.3,4.9
2010/12,Alberta,"Boars, 6 months and over (x 1,000)",v65654756,10.3,4.6
2011/06,Alberta,"Boars, 6 months and over (x 1,000)",v65654756,10.3,4.5
2011/12,Alberta,"Boars, 6 months and over (x 1,000)",v65654756,10.3,4.4
2012/06,Alberta,"Boars, 6 months and over (x 1,000)",v65654756,10.3,4.3
2012/12,Alberta,"Boars, 6 months and over (x 1,000)",v65654756,10.3,4.3
2013/06,Alberta,"Boars, 6 months and over (x 1,000)",v65654756,10.3,4.3
2013/12,Alberta,"Boars, 6 months and over (x 1,000)",v65654756,10.3,4.3
2014/06,Alberta,"Boars, 6 months and over (x 1,000)",v65654756,10.3,4.3
2014/12,Alberta,"Boars, 6 months and over (x 1,000)",v65654756,10.3,4.3
2015/06,Alberta,"Boars, 6 months and over (x 1,000)",v65654756,10.3,4.3
2015/12,Alberta,"Boars, 6 months and over (x 1,000)",v65654756,10.3,4.4
2016/06,Alberta,"Boars, 6 months and over (x 1,000)",v65654756,10.3,4.4
2007/12,Alberta,"Sows and gilts, 6 months and over (x 1,000)",v65654757,10.4,168.3
2008/06,Alberta,"Sows and gilts, 6 months and over (x 1,000)",v65654757,10.4,160.2
2008/12,Alberta,"Sows and gilts, 6 months and over (x 1,000)",v65654757,10.4,157.1
2009/06,Alberta,"Sows and gilts, 6 months and over (x 1,000)",v65654757,10.4,149.7
2009/12,Alberta,"Sows and gilts, 6 months and over (x 1,000)",v65654757,10.4,143.7
2010/06,Alberta,"Sows and gilts, 6 months and over (x 1,000)",v65654757,10.4,139.9
2010/12,Alberta,"Sows and gilts, 6 months and over (x 1,000)",v65654757,10.4,137.0
2011/06,Alberta,"Sows and gilts, 6 months and over (x 1,000)",v65654757,10.4,136.1
2011/12,Alberta,"Sows and gilts, 6 months and over (x 1,000)",v65654757,10.4,137.1
2012/06,Alberta,"Sows and gilts, 6 months and over (x 1,000)",v65654757,10.4,135.9
2012/12,Alberta,"Sows and gilts, 6 months and over (x 1,000)",v65654757,10.4,135.8
2013/06,Alberta,"Sows and gilts, 6 months and over (x 1,000)",v65654757,10.4,136.0
2013/12,Alberta,"Sows and gilts, 6 months and over (x 1,000)",v65654757,10.4,135.9
2014/06,Alberta,"Sows and gilts, 6 months and over (x 1,000)",v65654757,10.4,136.1
2014/12,Alberta,"Sows and gilts, 6 months and over (x 1,000)",v65654757,10.4,136.0
2015/06,Alberta,"Sows and gilts, 6 months and over (x 1,000)",v65654757,10.4,136.6
2015/12,Alberta,"Sows and gilts, 6 months and over (x 1,000)",v65654757,10.4,138.4
2016/06,Alberta,"Sows and gilts, 6 months and over (x 1,000)",v65654757,10.4,136.9
2007/12,Alberta,"All other hogs (x 1,000)",v65654758,10.5,1595.2
2008/06,Alberta,"All other hogs (x 1,000)",v65654758,10.5,1463.6
2008/12,Alberta,"All other hogs (x 1,000)",v65654758,10.5,1382.4
2009/06,Alberta,"All other hogs (x 1,000)",v65654758,10.5,1320.1
2009/12,Alberta,"All other hogs (x 1,000)",v65654758,10.5,1291.2
2010/06,Alberta,"All other hogs (x 1,000)",v65654758,10.5,1275.2
2010/12,Alberta,"All other hogs (x 1,000)",v65654758,10.5,1263.4
2011/06,Alberta,"All other hogs (x 1,000)",v65654758,10.5,1259.4
2011/12,Alberta,"All other hogs (x 1,000)",v65654758,10.5,1248.5
2012/06,Alberta,"All other hogs (x 1,000)",v65654758,10.5,1254.8
2012/12,Alberta,"All other hogs (x 1,000)",v65654758,10.5,1259.9
2013/06,Alberta,"All other hogs (x 1,000)",v65654758,10.5,1299.7
2013/12,Alberta,"All other hogs (x 1,000)",v65654758,10.5,1304.8
2014/06,Alberta,"All other hogs (x 1,000)",v65654758,10.5,1334.6
2014/12,Alberta,"All other hogs (x 1,000)",v65654758,10.5,1339.7
2015/06,Alberta,"All other hogs (x 1,000)",v65654758,10.5,1354.1
2015/12,Alberta,"All other hogs (x 1,000)",v65654758,10.5,1362.2
2016/06,Alberta,"All other hogs (x 1,000)",v65654758,10.5,1373.7
2007/12,Alberta,"Under 23 kilograms (x 1,000)",v65654759,10.6,568.3
2008/06,Alberta,"Under 23 kilograms (x 1,000)",v65654759,10.6,537.8
2008/12,Alberta,"Under 23 kilograms (x 1,000)",v65654759,10.6,475.3
2009/06,Alberta,"Under 23 kilograms (x 1,000)",v65654759,10.6,466.2
2009/12,Alberta,"Under 23 kilograms (x 1,000)",v65654759,10.6,463.8
2010/06,Alberta,"Under 23 kilograms (x 1,000)",v65654759,10.6,465.2
2010/12,Alberta,"Under 23 kilograms (x 1,000)",v65654759,10.6,467.9
2011/06,Alberta,"Under 23 kilograms (x 1,000)",v65654759,10.6,485.1
2011/12,Alberta,"Under 23 kilograms (x 1,000)",v65654759,10.6,484.4
2012/06,Alberta,"Under 23 kilograms (x 1,000)",v65654759,10.6,483.1
2012/12,Alberta,"Under 23 kilograms (x 1,000)",v65654759,10.6,479.7
2013/06,Alberta,"Under 23 kilograms (x 1,000)",v65654759,10.6,488.3
2013/12,Alberta,"Under 23 kilograms (x 1,000)",v65654759,10.6,484.9
2014/06,Alberta,"Under 23 kilograms (x 1,000)",v65654759,10.6,483.8
2014/12,Alberta,"Under 23 kilograms (x 1,000)",v65654759,10.6,480.6
2015/06,Alberta,"Under 23 kilograms (x 1,000)",v65654759,10.6,491.2
2015/12,Alberta,"Under 23 kilograms (x 1,000)",v65654759,10.6,496.0
