Ref_Date,GEO,EST,Vector,Coordinate,Value
1998,Prince Edward Island,"Production of honey, total (pounds x 1,000)",v47880,2.4,127.00000000
1999,Prince Edward Island,"Production of honey, total (pounds x 1,000)",v47880,2.4,111.00000000
2000,Prince Edward Island,"Production of honey, total (pounds x 1,000)",v47880,2.4,80.00000000
2001,Prince Edward Island,"Production of honey, total (pounds x 1,000)",v47880,2.4,131.00000000
2002,Prince Edward Island,"Production of honey, total (pounds x 1,000)",v47880,2.4,115.00000000
2003,Prince Edward Island,"Production of honey, total (pounds x 1,000)",v47880,2.4,115.00000000
2004,Prince Edward Island,"Production of honey, total (pounds x 1,000)",v47880,2.4,90.00000000
2005,Prince Edward Island,"Production of honey, total (pounds x 1,000)",v47880,2.4,52.00000000
2006,Prince Edward Island,"Production of honey, total (pounds x 1,000)",v47880,2.4,55.00000000
2007,Prince Edward Island,"Production of honey, total (pounds x 1,000)",v47880,2.4,236.00000000
2008,Prince Edward Island,"Production of honey, total (pounds x 1,000)",v47880,2.4,260.00000000
2009,Prince Edward Island,"Production of honey, total (pounds x 1,000)",v47880,2.4,265.00000000
2010,Prince Edward Island,"Production of honey, total (pounds x 1,000)",v47880,2.4,201.00000000
2011,Prince Edward Island,"Production of honey, total (pounds x 1,000)",v47880,2.4,271.00000000
2012,Prince Edward Island,"Production of honey, total (pounds x 1,000)",v47880,2.4,184.00000000
2013,Prince Edward Island,"Production of honey, total (pounds x 1,000)",v47880,2.4,176.00000000
2014,Prince Edward Island,"Production of honey, total (pounds x 1,000)",v47880,2.4,155.00000000
2015,Prince Edward Island,"Production of honey, total (pounds x 1,000)",v47880,2.4,168.00000000
2016,Prince Edward Island,"Production of honey, total (pounds x 1,000)",v47880,2.4,162.00000000
1924,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,0.00000000
1925,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,0.00000000
1926,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,0.00000000
1927,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,0.00000000
1928,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,1.00000000
1929,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,2.00000000
1930,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,1.00000000
1931,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,1.00000000
1932,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,1.00000000
1933,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,1.00000000
1934,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,1.00000000
1935,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,1.00000000
1936,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,2.00000000
1937,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,2.00000000
1938,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,1.00000000
1939,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,1.00000000
1940,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,2.00000000
1941,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,2.00000000
1942,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,5.00000000
1943,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,5.00000000
1944,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,8.00000000
1945,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,7.00000000
1946,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,3.00000000
1947,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,13.00000000
1948,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,14.00000000
1949,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,13.00000000
1950,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,9.00000000
1951,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,13.00000000
1952,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,15.00000000
1953,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,14.00000000
1954,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,12.00000000
1955,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,13.00000000
1956,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,18.00000000
1957,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,11.00000000
1958,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,14.00000000
1959,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,13.00000000
1960,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,14.00000000
1961,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,12.00000000
1962,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,6.00000000
1963,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,14.00000000
1964,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,11.00000000
1965,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,13.00000000
1966,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,11.00000000
1967,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,8.00000000
1968,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,10.00000000
1969,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,9.00000000
1970,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,8.00000000
1971,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,9.00000000
1972,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,21.00000000
1973,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,30.00000000
1974,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,19.00000000
1975,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,59.00000000
1976,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,62.00000000
1977,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,88.00000000
1978,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,111.00000000
1979,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,112.00000000
1980,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,112.00000000
1981,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,165.00000000
1982,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,149.00000000
1983,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,147.00000000
1984,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,147.00000000
1985,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,135.00000000
1986,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,97.00000000
1987,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,104.00000000
1988,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,83.00000000
1989,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,152.00000000
1990,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,115.00000000
1991,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,97.00000000
1992,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,104.00000000
1993,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,137.00000000
1994,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,87.00000000
1995,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,114.00000000
1996,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,121.00000000
1997,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,130.00000000
1998,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,145.00000000
1999,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,155.00000000
2000,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,188.00000000
2001,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,217.00000000
2002,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,220.00000000
2003,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,225.00000000
2004,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,150.00000000
2005,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,115.00000000
2006,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,124.00000000
2007,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,519.00000000
2008,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,520.00000000
2009,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,530.00000000
2010,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,603.00000000
2011,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,813.00000000
2012,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,551.00000000
2013,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,453.00000000
2014,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,415.00000000
2015,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,579.00000000
2016,Prince Edward Island,"Value of honey, total (dollars x 1,000)",v47890,2.5,445.00000000
1924,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,0.00000000
1925,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,0.00000000
1926,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,0.00000000
1927,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,0.00000000
1928,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,1.00000000
1929,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,2.00000000
1930,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,1.00000000
1931,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,1.00000000
1932,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,2.00000000
1933,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,1.00000000
1934,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,1.00000000
1935,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,1.00000000
1936,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,2.00000000
1937,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,2.00000000
1938,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,1.00000000
1939,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,1.00000000
1940,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,2.00000000
1941,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,2.00000000
1942,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,6.00000000
1943,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,6.00000000
1944,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,8.00000000
1945,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,7.00000000
1946,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,3.00000000
1947,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,13.00000000
1948,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,14.00000000
1949,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,13.00000000
1950,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,9.00000000
1951,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,14.00000000
1952,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,16.00000000
1953,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,14.00000000
1954,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,12.00000000
1955,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,13.00000000
1956,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,19.00000000
1957,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,12.00000000
1958,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,15.00000000
1959,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,14.00000000
1960,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,15.00000000
1961,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,13.00000000
1962,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,6.00000000
1963,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,15.00000000
1964,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,11.00000000
1965,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,13.00000000
1966,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,11.00000000
1967,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,8.00000000
1968,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,10.00000000
1969,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,9.00000000
1970,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,8.00000000
1971,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,9.00000000
1972,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,21.00000000
1973,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,30.00000000
1974,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,19.00000000
1975,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,59.00000000
1976,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,62.00000000
1977,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,88.00000000
1978,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,111.00000000
1979,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,112.00000000
1980,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,112.00000000
1981,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,165.00000000
1982,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,149.00000000
1983,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,147.00000000
1984,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,147.00000000
1985,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,135.00000000
1986,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,97.00000000
1987,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,104.00000000
1988,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,83.00000000
1989,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,152.00000000
1990,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,115.00000000
1991,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,97.00000000
1992,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,104.00000000
1993,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,137.00000000
1994,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,87.00000000
1995,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,116.00000000
1996,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,123.00000000
1997,Prince Edward Island,"Value of honey and wax (dollars x 1,000)",v47900,2.6,132.00000000
1924,Nova Scotia,Beekeepers,v47851,3.1,200.00000000
1925,Nova Scotia,Beekeepers,v47851,3.1,200.00000000
1926,Nova Scotia,Beekeepers,v47851,3.1,220.00000000
1927,Nova Scotia,Beekeepers,v47851,3.1,250.00000000
1928,Nova Scotia,Beekeepers,v47851,3.1,270.00000000
1929,Nova Scotia,Beekeepers,v47851,3.1,270.00000000
1930,Nova Scotia,Beekeepers,v47851,3.1,260.00000000
1931,Nova Scotia,Beekeepers,v47851,3.1,260.00000000
1932,Nova Scotia,Beekeepers,v47851,3.1,260.00000000
1933,Nova Scotia,Beekeepers,v47851,3.1,260.00000000
1934,Nova Scotia,Beekeepers,v47851,3.1,250.00000000
1935,Nova Scotia,Beekeepers,v47851,3.1,250.00000000
1936,Nova Scotia,Beekeepers,v47851,3.1,260.00000000
1937,Nova Scotia,Beekeepers,v47851,3.1,260.00000000
1938,Nova Scotia,Beekeepers,v47851,3.1,260.00000000
1939,Nova Scotia,Beekeepers,v47851,3.1,300.00000000
1940,Nova Scotia,Beekeepers,v47851,3.1,300.00000000
1941,Nova Scotia,Beekeepers,v47851,3.1,280.00000000
1942,Nova Scotia,Beekeepers,v47851,3.1,290.00000000
1943,Nova Scotia,Beekeepers,v47851,3.1,330.00000000
1944,Nova Scotia,Beekeepers,v47851,3.1,400.00000000
1945,Nova Scotia,Beekeepers,v47851,3.1,420.00000000
1946,Nova Scotia,Beekeepers,v47851,3.1,450.00000000
1947,Nova Scotia,Beekeepers,v47851,3.1,400.00000000
1948,Nova Scotia,Beekeepers,v47851,3.1,380.00000000
1949,Nova Scotia,Beekeepers,v47851,3.1,400.00000000
1950,Nova Scotia,Beekeepers,v47851,3.1,360.00000000
1951,Nova Scotia,Beekeepers,v47851,3.1,390.00000000
1952,Nova Scotia,Beekeepers,v47851,3.1,310.00000000
1953,Nova Scotia,Beekeepers,v47851,3.1,380.00000000
1954,Nova Scotia,Beekeepers,v47851,3.1,500.00000000
1955,Nova Scotia,Beekeepers,v47851,3.1,400.00000000
1956,Nova Scotia,Beekeepers,v47851,3.1,410.00000000
1957,Nova Scotia,Beekeepers,v47851,3.1,400.00000000
1958,Nova Scotia,Beekeepers,v47851,3.1,410.00000000
1959,Nova Scotia,Beekeepers,v47851,3.1,420.00000000
1960,Nova Scotia,Beekeepers,v47851,3.1,380.00000000
1961,Nova Scotia,Beekeepers,v47851,3.1,390.00000000
1962,Nova Scotia,Beekeepers,v47851,3.1,340.00000000
1963,Nova Scotia,Beekeepers,v47851,3.1,300.00000000
1964,Nova Scotia,Beekeepers,v47851,3.1,280.00000000
1965,Nova Scotia,Beekeepers,v47851,3.1,280.00000000
1966,Nova Scotia,Beekeepers,v47851,3.1,290.00000000
1967,Nova Scotia,Beekeepers,v47851,3.1,290.00000000
1968,Nova Scotia,Beekeepers,v47851,3.1,360.00000000
1969,Nova Scotia,Beekeepers,v47851,3.1,320.00000000
1970,Nova Scotia,Beekeepers,v47851,3.1,290.00000000
1971,Nova Scotia,Beekeepers,v47851,3.1,290.00000000
1972,Nova Scotia,Beekeepers,v47851,3.1,270.00000000
1973,Nova Scotia,Beekeepers,v47851,3.1,320.00000000
1974,Nova Scotia,Beekeepers,v47851,3.1,380.00000000
1975,Nova Scotia,Beekeepers,v47851,3.1,440.00000000
1976,Nova Scotia,Beekeepers,v47851,3.1,520.00000000
1977,Nova Scotia,Beekeepers,v47851,3.1,520.00000000
1978,Nova Scotia,Beekeepers,v47851,3.1,550.00000000
1979,Nova Scotia,Beekeepers,v47851,3.1,590.00000000
1980,Nova Scotia,Beekeepers,v47851,3.1,630.00000000
1981,Nova Scotia,Beekeepers,v47851,3.1,650.00000000
1982,Nova Scotia,Beekeepers,v47851,3.1,690.00000000
1983,Nova Scotia,Beekeepers,v47851,3.1,690.00000000
1984,Nova Scotia,Beekeepers,v47851,3.1,800.00000000
1985,Nova Scotia,Beekeepers,v47851,3.1,800.00000000
1986,Nova Scotia,Beekeepers,v47851,3.1,550.00000000
1987,Nova Scotia,Beekeepers,v47851,3.1,400.00000000
1988,Nova Scotia,Beekeepers,v47851,3.1,370.00000000
1989,Nova Scotia,Beekeepers,v47851,3.1,370.00000000
1990,Nova Scotia,Beekeepers,v47851,3.1,380.00000000
1991,Nova Scotia,Beekeepers,v47851,3.1,400.00000000
1992,Nova Scotia,Beekeepers,v47851,3.1,500.00000000
1993,Nova Scotia,Beekeepers,v47851,3.1,520.00000000
1994,Nova Scotia,Beekeepers,v47851,3.1,522.00000000
1995,Nova Scotia,Beekeepers,v47851,3.1,463.00000000
1996,Nova Scotia,Beekeepers,v47851,3.1,470.00000000
1997,Nova Scotia,Beekeepers,v47851,3.1,455.00000000
1998,Nova Scotia,Beekeepers,v47851,3.1,450.00000000
1999,Nova Scotia,Beekeepers,v47851,3.1,440.00000000
2000,Nova Scotia,Beekeepers,v47851,3.1,450.00000000
2001,Nova Scotia,Beekeepers,v47851,3.1,400.00000000
2002,Nova Scotia,Beekeepers,v47851,3.1,418.00000000
2003,Nova Scotia,Beekeepers,v47851,3.1,405.00000000
2004,Nova Scotia,Beekeepers,v47851,3.1,375.00000000
2005,Nova Scotia,Beekeepers,v47851,3.1,335.00000000
2006,Nova Scotia,Beekeepers,v47851,3.1,335.00000000
2007,Nova Scotia,Beekeepers,v47851,3.1,215.00000000
2008,Nova Scotia,Beekeepers,v47851,3.1,210.00000000
2009,Nova Scotia,Beekeepers,v47851,3.1,205.00000000
2010,Nova Scotia,Beekeepers,v47851,3.1,215.00000000
2011,Nova Scotia,Beekeepers,v47851,3.1,209.00000000
2012,Nova Scotia,Beekeepers,v47851,3.1,230.00000000
2013,Nova Scotia,Beekeepers,v47851,3.1,287.00000000
2014,Nova Scotia,Beekeepers,v47851,3.1,320.00000000
2015,Nova Scotia,Beekeepers,v47851,3.1,395.00000000
2016,Nova Scotia,Beekeepers,v47851,3.1,461.00000000
1924,Nova Scotia,Colonies,v47861,3.2,1250.00000000
1925,Nova Scotia,Colonies,v47861,3.2,1250.00000000
1926,Nova Scotia,Colonies,v47861,3.2,1350.00000000
1927,Nova Scotia,Colonies,v47861,3.2,1400.00000000
1928,Nova Scotia,Colonies,v47861,3.2,1470.00000000
1929,Nova Scotia,Colonies,v47861,3.2,1510.00000000
1930,Nova Scotia,Colonies,v47861,3.2,1410.00000000
1931,Nova Scotia,Colonies,v47861,3.2,1480.00000000
1932,Nova Scotia,Colonies,v47861,3.2,1380.00000000
1933,Nova Scotia,Colonies,v47861,3.2,1350.00000000
1934,Nova Scotia,Colonies,v47861,3.2,1360.00000000
1935,Nova Scotia,Colonies,v47861,3.2,1180.00000000
1936,Nova Scotia,Colonies,v47861,3.2,1160.00000000
1937,Nova Scotia,Colonies,v47861,3.2,1260.00000000
1938,Nova Scotia,Colonies,v47861,3.2,1350.00000000
1939,Nova Scotia,Colonies,v47861,3.2,1260.00000000
1940,Nova Scotia,Colonies,v47861,3.2,1310.00000000
1941,Nova Scotia,Colonies,v47861,3.2,1190.00000000
1942,Nova Scotia,Colonies,v47861,3.2,1190.00000000
1943,Nova Scotia,Colonies,v47861,3.2,1340.00000000
1944,Nova Scotia,Colonies,v47861,3.2,1610.00000000
1945,Nova Scotia,Colonies,v47861,3.2,1530.00000000
1946,Nova Scotia,Colonies,v47861,3.2,1550.00000000
1947,Nova Scotia,Colonies,v47861,3.2,2500.00000000
1948,Nova Scotia,Colonies,v47861,3.2,2200.00000000
1949,Nova Scotia,Colonies,v47861,3.2,2400.00000000
1950,Nova Scotia,Colonies,v47861,3.2,1800.00000000
1951,Nova Scotia,Colonies,v47861,3.2,1800.00000000
1952,Nova Scotia,Colonies,v47861,3.2,1700.00000000
1953,Nova Scotia,Colonies,v47861,3.2,1800.00000000
1954,Nova Scotia,Colonies,v47861,3.2,2500.00000000
1955,Nova Scotia,Colonies,v47861,3.2,2200.00000000
1956,Nova Scotia,Colonies,v47861,3.2,2200.00000000
1957,Nova Scotia,Colonies,v47861,3.2,2500.00000000
1958,Nova Scotia,Colonies,v47861,3.2,2800.00000000
1959,Nova Scotia,Colonies,v47861,3.2,2900.00000000
1960,Nova Scotia,Colonies,v47861,3.2,2800.00000000
1961,Nova Scotia,Colonies,v47861,3.2,2690.00000000
1962,Nova Scotia,Colonies,v47861,3.2,2800.00000000
1963,Nova Scotia,Colonies,v47861,3.2,2700.00000000
1964,Nova Scotia,Colonies,v47861,3.2,3400.00000000
1965,Nova Scotia,Colonies,v47861,3.2,3500.00000000
1966,Nova Scotia,Colonies,v47861,3.2,3500.00000000
1967,Nova Scotia,Colonies,v47861,3.2,3500.00000000
1968,Nova Scotia,Colonies,v47861,3.2,3400.00000000
1969,Nova Scotia,Colonies,v47861,3.2,3300.00000000
1970,Nova Scotia,Colonies,v47861,3.2,3300.00000000
1971,Nova Scotia,Colonies,v47861,3.2,3400.00000000
1972,Nova Scotia,Colonies,v47861,3.2,3800.00000000
1973,Nova Scotia,Colonies,v47861,3.2,3900.00000000
1974,Nova Scotia,Colonies,v47861,3.2,3800.00000000
1975,Nova Scotia,Colonies,v47861,3.2,4800.00000000
1976,Nova Scotia,Colonies,v47861,3.2,4350.00000000
1977,Nova Scotia,Colonies,v47861,3.2,5000.00000000
1978,Nova Scotia,Colonies,v47861,3.2,5500.00000000
1979,Nova Scotia,Colonies,v47861,3.2,6100.00000000
1980,Nova Scotia,Colonies,v47861,3.2,6600.00000000
1981,Nova Scotia,Colonies,v47861,3.2,6700.00000000
1982,Nova Scotia,Colonies,v47861,3.2,7000.00000000
1983,Nova Scotia,Colonies,v47861,3.2,7000.00000000
1984,Nova Scotia,Colonies,v47861,3.2,7900.00000000
1985,Nova Scotia,Colonies,v47861,3.2,8000.00000000
1986,Nova Scotia,Colonies,v47861,3.2,6500.00000000
1987,Nova Scotia,Colonies,v47861,3.2,5600.00000000
1988,Nova Scotia,Colonies,v47861,3.2,5700.00000000
1989,Nova Scotia,Colonies,v47861,3.2,6000.00000000
1990,Nova Scotia,Colonies,v47861,3.2,6200.00000000
1991,Nova Scotia,Colonies,v47861,3.2,7000.00000000
1992,Nova Scotia,Colonies,v47861,3.2,9000.00000000
1993,Nova Scotia,Colonies,v47861,3.2,9500.00000000
1994,Nova Scotia,Colonies,v47861,3.2,12500.00000000
1995,Nova Scotia,Colonies,v47861,3.2,10300.00000000
1996,Nova Scotia,Colonies,v47861,3.2,14500.00000000
1997,Nova Scotia,Colonies,v47861,3.2,14700.00000000
1998,Nova Scotia,Colonies,v47861,3.2,16500.00000000
1999,Nova Scotia,Colonies,v47861,3.2,17500.00000000
2000,Nova Scotia,Colonies,v47861,3.2,19500.00000000
2001,Nova Scotia,Colonies,v47861,3.2,20500.00000000
2002,Nova Scotia,Colonies,v47861,3.2,20500.00000000
2003,Nova Scotia,Colonies,v47861,3.2,19080.00000000
2004,Nova Scotia,Colonies,v47861,3.2,19400.00000000
2005,Nova Scotia,Colonies,v47861,3.2,18800.00000000
