Ref_Date,GEO,Geographical classification,SALES,ADJUSTMENT,Vector,Coordinate,Value
1993/12,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,354088
1994/01,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,111949
1994/02,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,122367
1994/03,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,157557
1994/04,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,156039
1994/05,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,162266
1994/06,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,181852
1994/07,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,148966
1994/08,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,167893
1994/09,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,168206
1994/10,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,184024
1994/11,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,224280
1994/12,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,360454
1995/01,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,117806
1995/02,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,119634
1995/03,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,152174
1995/04,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,160447
1995/05,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,174669
1995/06,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,184574
1995/07,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,156861
1995/08,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,173374
1995/09,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,184047
1995/10,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,184799
1995/11,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,241833
1995/12,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,351269
1996/01,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,123289
1996/02,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,131373
1996/03,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,153905
1996/04,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,162649
1996/05,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,180668
1996/06,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,180179
1996/07,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,155797
1996/08,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,183500
1996/09,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,182129
1996/10,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,198400
1996/11,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,264305
1996/12,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,371422
1997/01,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,133201
1997/02,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,139435
1997/03,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,170479
1997/04,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,188801
1997/05,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,205962
1997/06,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,206614
1997/07,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,178900
1997/08,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,210838
1997/09,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,210163
1997/10,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,228938
1997/11,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,296674
1997/12,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,425280
1998/01,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,151517
1998/02,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,157502
1998/03,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,194399
1998/04,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,216091
1998/05,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,226485
1998/06,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,214105
1998/07,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,200579
1998/08,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,216392
1998/09,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,231721
1998/10,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,246597
1998/11,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,297505
1998/12,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,458087
1999/01,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,163337
1999/02,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,168417
1999/03,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,199910
1999/04,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,221666
1999/05,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,243990
1999/06,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,239449
1999/07,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,227338
1999/08,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,250789
1999/09,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,263161
1999/10,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,265091
1999/11,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,275840
1999/12,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,428884
2000/01,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,161203
2000/02,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,165082
2000/03,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,196543
2000/04,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,211713
2000/05,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,223331
2000/06,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,227999
2000/07,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,214352
2000/08,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,222357
2000/09,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,230115
2000/10,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,241176
2000/11,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,297293
2000/12,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,469238
2001/01,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,176849
2001/02,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,188009
2001/03,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,213656
2001/04,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,225798
2001/05,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,240597
2001/06,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,255115
2001/07,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,226386
2001/08,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,252435
2001/09,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,240073
2001/10,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,265925
2001/11,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,306974
2001/12,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,487006
2002/01,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,193219
2002/02,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,189712
2002/03,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,208757
2002/04,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,245857
2002/05,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,250696
2002/06,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,269041
2002/07,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,241461
2002/08,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,256090
2002/09,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,230321
2002/10,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,273974
2002/11,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,320138
2002/12,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,464781
2003/01,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,189858
2003/02,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,187631
2003/03,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,223584
2003/04,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,228120
2003/05,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,262616
2003/06,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,265935
2003/07,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,241270
2003/08,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,260118
2003/09,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,246466
2003/10,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,278120
2003/11,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,318063
2003/12,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,469882
2004/01,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,201815
2004/02,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,207869
2004/03,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,225216
2004/04,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,245122
2004/05,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,269627
2004/06,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,261897
2004/07,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,254418
2004/08,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,254228
2004/09,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,250617
2004/10,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,297043
2004/11,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,310413
2004/12,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,469950
2005/01,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,202653
2005/02,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,196187
2005/03,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,231460
2005/04,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,256123
2005/05,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,257869
2005/06,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,282243
2005/07,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,258223
2005/08,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,255715
2005/09,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,255940
2005/10,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,296690
2005/11,"Toronto, Ontario",35535,Sales including concessions,"Unadjusted (x 1,000)",v15180315,11.1.1,316072
1991/01,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,19442
1991/02,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,20797
1991/03,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,26640
1991/04,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,27809
1991/05,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,30660
1991/06,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,32834
1991/07,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,27058
1991/08,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,28251
1991/09,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,30336
1991/10,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,30795
1991/11,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,40438
1991/12,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,68166
1992/01,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,19977
1992/02,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,22599
1992/03,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,24990
1992/04,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,29037
1992/05,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,32702
1992/06,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,30357
1992/07,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,25562
1992/08,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,28853
1992/09,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,31079
1992/10,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,32940
1992/11,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,40927
1992/12,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,66679
1993/01,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,21566
1993/02,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,21030
1993/03,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,25806
1993/04,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,30005
1993/05,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,29082
1993/06,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,28982
1993/07,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,27270
1993/08,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,27418
1993/09,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,31859
1993/10,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,33514
1993/11,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,41435
1993/12,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,68215
1994/01,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,19785
1994/02,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,21727
1994/03,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,29588
1994/04,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,28149
1994/05,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,29416
1994/06,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,33008
1994/07,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,26470
1994/08,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,30379
1994/09,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,29753
1994/10,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,33877
1994/11,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,43392
1994/12,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,67569
1995/01,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,20511
1995/02,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,20588
1995/03,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,27811
1995/04,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,29727
1995/05,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,30969
1995/06,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,32439
1995/07,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,26952
1995/08,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,30852
1995/09,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,33046
1995/10,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,33907
1995/11,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,46117
1995/12,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,68837
1996/01,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,22455
1996/02,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,23266
1996/03,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,27666
1996/04,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,30205
1996/05,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,32611
1996/06,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,32433
1996/07,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,27886
1996/08,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,32503
1996/09,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,32340
1996/10,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,36308
1996/11,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,50859
1996/12,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,71490
1997/01,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,24390
1997/02,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,24036
1997/03,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,30716
1997/04,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,32249
1997/05,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,35015
1997/06,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,35220
1997/07,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,30430
1997/08,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,35712
1997/09,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,35361
1997/10,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,40075
1997/11,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,53591
1997/12,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,76961
1998/01,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,25110
1998/02,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,26198
1998/03,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,32869
1998/04,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,37996
1998/05,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,37795
1998/06,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,34853
1998/07,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,32354
1998/08,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,34690
1998/09,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,37726
1998/10,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,42775
1998/11,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,53635
1998/12,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,83847
1999/01,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,28287
1999/02,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,28144
1999/03,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,33479
1999/04,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,37414
1999/05,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,39462
1999/06,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,39778
1999/07,"Hamilton, Ontario",35537,Sales including concessions,"Unadjusted (x 1,000)",v15180316,12.1.1,37417
