Ref_Date,GEO,Geographical classification,SALES,ADJUSTMENT,Vector,Coordinate,Value
2003/07,Nova Scotia,,Sales including concessions,"Unadjusted (x 1,000)",v15180308,4.1.1,53663
2003/08,Nova Scotia,,Sales including concessions,"Unadjusted (x 1,000)",v15180308,4.1.1,58370
2003/09,Nova Scotia,,Sales including concessions,"Unadjusted (x 1,000)",v15180308,4.1.1,49151
2003/10,Nova Scotia,,Sales including concessions,"Unadjusted (x 1,000)",v15180308,4.1.1,65276
2003/11,Nova Scotia,,Sales including concessions,"Unadjusted (x 1,000)",v15180308,4.1.1,87038
2003/12,Nova Scotia,,Sales including concessions,"Unadjusted (x 1,000)",v15180308,4.1.1,117079
2004/01,Nova Scotia,,Sales including concessions,"Unadjusted (x 1,000)",v15180308,4.1.1,42484
2004/02,Nova Scotia,,Sales including concessions,"Unadjusted (x 1,000)",v15180308,4.1.1,39695
2004/03,Nova Scotia,,Sales including concessions,"Unadjusted (x 1,000)",v15180308,4.1.1,51269
2004/04,Nova Scotia,,Sales including concessions,"Unadjusted (x 1,000)",v15180308,4.1.1,58065
2004/05,Nova Scotia,,Sales including concessions,"Unadjusted (x 1,000)",v15180308,4.1.1,56041
2004/06,Nova Scotia,,Sales including concessions,"Unadjusted (x 1,000)",v15180308,4.1.1,57227
2004/07,Nova Scotia,,Sales including concessions,"Unadjusted (x 1,000)",v15180308,4.1.1,58116
2004/08,Nova Scotia,,Sales including concessions,"Unadjusted (x 1,000)",v15180308,4.1.1,58432
2004/09,Nova Scotia,,Sales including concessions,"Unadjusted (x 1,000)",v15180308,4.1.1,55554
2004/10,Nova Scotia,,Sales including concessions,"Unadjusted (x 1,000)",v15180308,4.1.1,64267
2004/11,Nova Scotia,,Sales including concessions,"Unadjusted (x 1,000)",v15180308,4.1.1,81970
2004/12,Nova Scotia,,Sales including concessions,"Unadjusted (x 1,000)",v15180308,4.1.1,121062
2005/01,Nova Scotia,,Sales including concessions,"Unadjusted (x 1,000)",v15180308,4.1.1,41926
2005/02,Nova Scotia,,Sales including concessions,"Unadjusted (x 1,000)",v15180308,4.1.1,44738
2005/03,Nova Scotia,,Sales including concessions,"Unadjusted (x 1,000)",v15180308,4.1.1,57364
2005/04,Nova Scotia,,Sales including concessions,"Unadjusted (x 1,000)",v15180308,4.1.1,56579
2005/05,Nova Scotia,,Sales including concessions,"Unadjusted (x 1,000)",v15180308,4.1.1,55979
2005/06,Nova Scotia,,Sales including concessions,"Unadjusted (x 1,000)",v15180308,4.1.1,63350
2005/07,Nova Scotia,,Sales including concessions,"Unadjusted (x 1,000)",v15180308,4.1.1,59961
2005/08,Nova Scotia,,Sales including concessions,"Unadjusted (x 1,000)",v15180308,4.1.1,61477
2005/09,Nova Scotia,,Sales including concessions,"Unadjusted (x 1,000)",v15180308,4.1.1,59190
2005/10,Nova Scotia,,Sales including concessions,"Unadjusted (x 1,000)",v15180308,4.1.1,67123
2005/11,Nova Scotia,,Sales including concessions,"Unadjusted (x 1,000)",v15180308,4.1.1,82404
1991/01,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,13419
1991/02,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,15056
1991/03,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,19611
1991/04,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,21338
1991/05,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,22066
1991/06,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,23216
1991/07,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,20503
1991/08,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,23903
1991/09,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,22125
1991/10,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,25418
1991/11,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,35205
1991/12,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,48743
1992/01,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,13197
1992/02,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,14840
1992/03,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,18230
1992/04,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,23288
1992/05,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,21539
1992/06,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,22888
1992/07,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,22325
1992/08,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,22933
1992/09,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,23685
1992/10,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,27142
1992/11,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,35917
1992/12,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,52748
1993/01,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,14372
1993/02,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,14227
1993/03,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,18305
1993/04,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,23342
1993/05,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,21427
1993/06,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,22379
1993/07,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,22631
1993/08,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,22239
1993/09,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,24732
1993/10,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,27652
1993/11,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,35144
1993/12,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,52320
1994/01,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,13970
1994/02,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,17229
1994/03,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,22648
1994/04,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,22084
1994/05,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,22088
1994/06,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,26197
1994/07,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,23301
1994/08,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,29157
1994/09,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,24505
1994/10,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,29913
1994/11,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,40862
1994/12,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,56634
1995/01,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,14970
1995/02,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,16296
1995/03,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,22015
1995/04,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,25360
1995/05,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,25988
1995/06,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,27701
1995/07,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,24578
1995/08,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,29574
1995/09,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,27619
1995/10,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,30780
1995/11,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,43340
1995/12,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,56050
1996/01,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,16850
1996/02,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,17584
1996/03,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,22138
1996/04,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,24637
1996/05,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,26535
1996/06,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,26700
1996/07,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,24434
1996/08,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,30579
1996/09,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,25953
1996/10,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,32705
1996/11,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,46453
1996/12,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,58201
1997/01,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,17293
1997/02,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,17079
1997/03,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,24043
1997/04,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,25042
1997/05,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,28734
1997/06,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,28242
1997/07,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,27127
1997/08,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,33562
1997/09,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,30044
1997/10,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,36656
1997/11,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,48103
1997/12,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,63577
1998/01,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,19564
1998/02,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,19675
1998/03,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,25729
1998/04,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,31540
1998/05,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,29741
1998/06,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,28224
1998/07,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,27819
1998/08,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,31959
1998/09,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,31246
1998/10,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,37172
1998/11,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,47692
1998/12,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,63357
1999/01,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,20228
1999/02,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,20181
1999/03,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,26375
1999/04,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,29233
1999/05,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,31876
1999/06,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,31303
1999/07,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,30908
1999/08,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,35899
1999/09,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,33689
1999/10,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,39348
1999/11,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,51897
1999/12,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,68499
2000/01,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,21218
2000/02,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,22788
2000/03,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,28175
2000/04,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,32257
2000/05,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,32992
2000/06,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,35302
2000/07,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,31774
2000/08,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,36841
2000/09,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,35436
2000/10,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,40100
2000/11,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,52361
2000/12,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,71378
2001/01,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,23597
2001/02,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,23034
2001/03,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,30372
2001/04,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,33097
2001/05,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,35531
2001/06,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,36590
2001/07,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,32381
2001/08,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,39706
2001/09,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,35037
2001/10,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,42071
2001/11,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,55978
2001/12,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,74634
2002/01,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,26081
2002/02,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,24918
2002/03,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,34420
2002/04,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,33687
2002/05,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,37267
2002/06,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,37531
2002/07,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,36259
2002/08,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,42210
2002/09,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,34838
2002/10,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,46057
2002/11,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,63381
2002/12,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,79747
2003/01,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,29197
2003/02,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,27644
2003/03,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,33959
2003/04,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,39710
2003/05,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,42615
2003/06,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,40821
2003/07,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,40215
2003/08,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,47016
2003/09,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,38580
2003/10,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,48886
2003/11,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,62717
2003/12,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,82722
2004/01,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,31925
2004/02,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,31445
2004/03,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,37082
2004/04,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,x
2004/05,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,x
2004/06,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,x
2004/07,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,x
2004/08,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,x
2004/09,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,x
2004/10,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,x
2004/11,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,x
2004/12,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,x
2005/01,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,x
2005/02,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,x
2005/03,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,x
2005/04,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,x
2005/05,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,x
2005/06,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,x
2005/07,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,x
2005/08,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,x
2005/09,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,x
2005/10,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,x
2005/11,New Brunswick,,Sales including concessions,"Unadjusted (x 1,000)",v15180309,5.1.1,x
1991/01,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,115983
1991/02,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,125145
1991/03,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,180175
1991/04,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,183012
1991/05,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,218255
1991/06,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,197293
1991/07,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,171843
1991/08,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,204052
1991/09,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,196204
1991/10,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,206700
1991/11,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,248928
1991/12,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,361740
1992/01,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,123777
1992/02,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,134078
1992/03,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,157873
1992/04,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,200854
1992/05,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,204649
1992/06,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,190583
1992/07,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,181226
1992/08,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,187125
1992/09,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,185864
1992/10,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,212292
1992/11,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,221756
1992/12,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,346562
1993/01,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,127483
1993/02,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,120546
1993/03,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,156676
1993/04,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,193928
1993/05,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,200848
1993/06,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,185611
1993/07,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,177783
1993/08,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,177745
1993/09,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,190838
1993/10,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,208646
1993/11,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,227991
1993/12,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,348531
1994/01,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,120528
1994/02,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,133600
1994/03,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,186376
1994/04,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,184973
1994/05,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,195448
1994/06,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,207939
1994/07,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,170689
1994/08,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,202871
1994/09,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,187909
1994/10,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,207974
1994/11,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,247173
1994/12,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,369081
1995/01,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,129943
1995/02,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,131754
1995/03,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,180939
1995/04,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,201070
1995/05,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,218195
1995/06,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,218987
1995/07,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,187366
1995/08,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,207697
1995/09,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,208269
1995/10,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,212264
1995/11,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,267997
1995/12,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,366201
1996/01,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,145369
1996/02,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,150285
1996/03,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,183245
1996/04,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,204741
1996/05,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,233221
1996/06,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,221079
1996/07,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,190965
1996/08,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,218921
1996/09,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,204981
1996/10,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,232490
1996/11,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,285903
1996/12,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,378476
1997/01,Quebec,,Sales including concessions,"Unadjusted (x 1,000)",v15180310,6.1.1,155359
