Ref_Date,GEO,RETAIL,Vector,Coordinate,Value
1986/07,Canada,"All other food stores (x 1,000)",v7712,1.4,6032.0
1986/08,Canada,"All other food stores (x 1,000)",v7712,1.4,6539.0
1986/09,Canada,"All other food stores (x 1,000)",v7712,1.4,6408.0
1986/10,Canada,"All other food stores (x 1,000)",v7712,1.4,6062.0
1986/11,Canada,"All other food stores (x 1,000)",v7712,1.4,6571.0
1986/12,Canada,"All other food stores (x 1,000)",v7712,1.4,5585.0
1987/01,Canada,"All other food stores (x 1,000)",v7712,1.4,5658.0
1987/02,Canada,"All other food stores (x 1,000)",v7712,1.4,5822.0
1987/03,Canada,"All other food stores (x 1,000)",v7712,1.4,6055.0
1987/04,Canada,"All other food stores (x 1,000)",v7712,1.4,5419.0
1987/05,Canada,"All other food stores (x 1,000)",v7712,1.4,5560.0
1987/06,Canada,"All other food stores (x 1,000)",v7712,1.4,5616.0
1987/07,Canada,"All other food stores (x 1,000)",v7712,1.4,5655.0
1987/08,Canada,"All other food stores (x 1,000)",v7712,1.4,5463.0
1987/09,Canada,"All other food stores (x 1,000)",v7712,1.4,6725.0
1987/10,Canada,"All other food stores (x 1,000)",v7712,1.4,7747.0
1987/11,Canada,"All other food stores (x 1,000)",v7712,1.4,8870.0
1987/12,Canada,"All other food stores (x 1,000)",v7712,1.4,4657.0
1988/01,Canada,"All other food stores (x 1,000)",v7712,1.4,5146.0
1988/02,Canada,"All other food stores (x 1,000)",v7712,1.4,5393.0
1988/03,Canada,"All other food stores (x 1,000)",v7712,1.4,5350.0
1988/04,Canada,"All other food stores (x 1,000)",v7712,1.4,5329.0
1988/05,Canada,"All other food stores (x 1,000)",v7712,1.4,5388.0
1988/06,Canada,"All other food stores (x 1,000)",v7712,1.4,5803.0
1988/07,Canada,"All other food stores (x 1,000)",v7712,1.4,5907.0
1988/08,Canada,"All other food stores (x 1,000)",v7712,1.4,5877.0
1988/09,Canada,"All other food stores (x 1,000)",v7712,1.4,5930.0
1988/10,Canada,"All other food stores (x 1,000)",v7712,1.4,5930.0
1988/11,Canada,"All other food stores (x 1,000)",v7712,1.4,6659.0
1988/12,Canada,"All other food stores (x 1,000)",v7712,1.4,5134.0
1989/01,Canada,"All other food stores (x 1,000)",v7712,1.4,3989.0
1989/02,Canada,"All other food stores (x 1,000)",v7712,1.4,4575.0
1989/03,Canada,"All other food stores (x 1,000)",v7712,1.4,3912.0
1974/01,Canada,"General merchandise stores (x 1,000)",v7713,1.5,241759.0
1974/02,Canada,"General merchandise stores (x 1,000)",v7713,1.5,259596.0
1974/03,Canada,"General merchandise stores (x 1,000)",v7713,1.5,285540.0
1974/04,Canada,"General merchandise stores (x 1,000)",v7713,1.5,285355.0
1974/05,Canada,"General merchandise stores (x 1,000)",v7713,1.5,283012.0
1974/06,Canada,"General merchandise stores (x 1,000)",v7713,1.5,272553.0
1974/07,Canada,"General merchandise stores (x 1,000)",v7713,1.5,269240.0
1974/08,Canada,"General merchandise stores (x 1,000)",v7713,1.5,259114.0
1974/09,Canada,"General merchandise stores (x 1,000)",v7713,1.5,271302.0
1974/10,Canada,"General merchandise stores (x 1,000)",v7713,1.5,284963.0
1974/11,Canada,"General merchandise stores (x 1,000)",v7713,1.5,279224.0
1974/12,Canada,"General merchandise stores (x 1,000)",v7713,1.5,232777.0
1975/01,Canada,"General merchandise stores (x 1,000)",v7713,1.5,224130.0
1975/02,Canada,"General merchandise stores (x 1,000)",v7713,1.5,239589.0
1975/03,Canada,"General merchandise stores (x 1,000)",v7713,1.5,250649.0
1975/04,Canada,"General merchandise stores (x 1,000)",v7713,1.5,268394.0
1975/05,Canada,"General merchandise stores (x 1,000)",v7713,1.5,249942.0
1975/06,Canada,"General merchandise stores (x 1,000)",v7713,1.5,243193.0
1975/07,Canada,"General merchandise stores (x 1,000)",v7713,1.5,243920.0
1975/08,Canada,"General merchandise stores (x 1,000)",v7713,1.5,241800.0
1975/09,Canada,"General merchandise stores (x 1,000)",v7713,1.5,246411.0
1975/10,Canada,"General merchandise stores (x 1,000)",v7713,1.5,261725.0
1975/11,Canada,"General merchandise stores (x 1,000)",v7713,1.5,265295.0
1975/12,Canada,"General merchandise stores (x 1,000)",v7713,1.5,236784.0
1976/01,Canada,"General merchandise stores (x 1,000)",v7713,1.5,235127.0
1976/02,Canada,"General merchandise stores (x 1,000)",v7713,1.5,262167.0
1976/03,Canada,"General merchandise stores (x 1,000)",v7713,1.5,276324.0
1976/04,Canada,"General merchandise stores (x 1,000)",v7713,1.5,289311.0
1976/05,Canada,"General merchandise stores (x 1,000)",v7713,1.5,293940.0
1976/06,Canada,"General merchandise stores (x 1,000)",v7713,1.5,285416.0
1976/07,Canada,"General merchandise stores (x 1,000)",v7713,1.5,276568.0
1976/08,Canada,"General merchandise stores (x 1,000)",v7713,1.5,276568.0
1976/09,Canada,"General merchandise stores (x 1,000)",v7713,1.5,290396.0
1976/10,Canada,"General merchandise stores (x 1,000)",v7713,1.5,293881.0
1976/11,Canada,"General merchandise stores (x 1,000)",v7713,1.5,291236.0
1976/12,Canada,"General merchandise stores (x 1,000)",v7713,1.5,249007.0
1977/01,Canada,"General merchandise stores (x 1,000)",v7713,1.5,246742.0
1977/02,Canada,"General merchandise stores (x 1,000)",v7713,1.5,270676.0
1977/03,Canada,"General merchandise stores (x 1,000)",v7713,1.5,281774.0
1977/04,Canada,"General merchandise stores (x 1,000)",v7713,1.5,293045.0
1977/05,Canada,"General merchandise stores (x 1,000)",v7713,1.5,288649.0
1977/06,Canada,"General merchandise stores (x 1,000)",v7713,1.5,271330.0
1977/07,Canada,"General merchandise stores (x 1,000)",v7713,1.5,276485.0
1977/08,Canada,"General merchandise stores (x 1,000)",v7713,1.5,277314.0
1977/09,Canada,"General merchandise stores (x 1,000)",v7713,1.5,297835.0
1977/10,Canada,"General merchandise stores (x 1,000)",v7713,1.5,321960.0
1977/11,Canada,"General merchandise stores (x 1,000)",v7713,1.5,329949.0
1977/12,Canada,"General merchandise stores (x 1,000)",v7713,1.5,256370.0
1978/01,Canada,"General merchandise stores (x 1,000)",v7713,1.5,249413.0
1978/02,Canada,"General merchandise stores (x 1,000)",v7713,1.5,276848.0
1978/03,Canada,"General merchandise stores (x 1,000)",v7713,1.5,303425.0
1978/04,Canada,"General merchandise stores (x 1,000)",v7713,1.5,318596.0
1978/05,Canada,"General merchandise stores (x 1,000)",v7713,1.5,314773.0
1978/06,Canada,"General merchandise stores (x 1,000)",v7713,1.5,303441.0
1978/07,Canada,"General merchandise stores (x 1,000)",v7713,1.5,296158.0
1978/08,Canada,"General merchandise stores (x 1,000)",v7713,1.5,298527.0
1978/09,Canada,"General merchandise stores (x 1,000)",v7713,1.5,315842.0
1978/10,Canada,"General merchandise stores (x 1,000)",v7713,1.5,315526.0
1978/11,Canada,"General merchandise stores (x 1,000)",v7713,1.5,327832.0
1978/12,Canada,"General merchandise stores (x 1,000)",v7713,1.5,254070.0
1979/01,Canada,"General merchandise stores (x 1,000)",v7713,1.5,267790.0
1979/02,Canada,"General merchandise stores (x 1,000)",v7713,1.5,282251.0
1979/03,Canada,"General merchandise stores (x 1,000)",v7713,1.5,305396.0
1979/04,Canada,"General merchandise stores (x 1,000)",v7713,1.5,326774.0
1979/05,Canada,"General merchandise stores (x 1,000)",v7713,1.5,316644.0
1979/06,Canada,"General merchandise stores (x 1,000)",v7713,1.5,308095.0
1979/07,Canada,"General merchandise stores (x 1,000)",v7713,1.5,301933.0
1979/08,Canada,"General merchandise stores (x 1,000)",v7713,1.5,307670.0
1979/09,Canada,"General merchandise stores (x 1,000)",v7713,1.5,326438.0
1979/10,Canada,"General merchandise stores (x 1,000)",v7713,1.5,346677.0
1979/11,Canada,"General merchandise stores (x 1,000)",v7713,1.5,349450.0
1979/12,Canada,"General merchandise stores (x 1,000)",v7713,1.5,305419.0
1980/01,Canada,"General merchandise stores (x 1,000)",v7713,1.5,298394.0
1980/02,Canada,"General merchandise stores (x 1,000)",v7713,1.5,278103.0
1980/03,Canada,"General merchandise stores (x 1,000)",v7713,1.5,301464.0
1980/04,Canada,"General merchandise stores (x 1,000)",v7713,1.5,307493.0
1980/05,Canada,"General merchandise stores (x 1,000)",v7713,1.5,304726.0
1980/06,Canada,"General merchandise stores (x 1,000)",v7713,1.5,295279.0
1980/07,Canada,"General merchandise stores (x 1,000)",v7713,1.5,290555.0
1980/08,Canada,"General merchandise stores (x 1,000)",v7713,1.5,290846.0
1980/09,Canada,"General merchandise stores (x 1,000)",v7713,1.5,301898.0
1980/10,Canada,"General merchandise stores (x 1,000)",v7713,1.5,322427.0
1980/11,Canada,"General merchandise stores (x 1,000)",v7713,1.5,310497.0
1980/12,Canada,"General merchandise stores (x 1,000)",v7713,1.5,308324.0
1981/01,Canada,"General merchandise stores (x 1,000)",v7713,1.5,250667.0
1981/02,Canada,"General merchandise stores (x 1,000)",v7713,1.5,274982.0
1981/03,Canada,"General merchandise stores (x 1,000)",v7713,1.5,314304.0
1981/04,Canada,"General merchandise stores (x 1,000)",v7713,1.5,320590.0
1981/05,Canada,"General merchandise stores (x 1,000)",v7713,1.5,319628.0
1981/06,Canada,"General merchandise stores (x 1,000)",v7713,1.5,300450.0
1981/07,Canada,"General merchandise stores (x 1,000)",v7713,1.5,293840.0
1981/08,Canada,"General merchandise stores (x 1,000)",v7713,1.5,302361.0
1981/09,Canada,"General merchandise stores (x 1,000)",v7713,1.5,308986.0
1981/10,Canada,"General merchandise stores (x 1,000)",v7713,1.5,329070.0
1981/11,Canada,"General merchandise stores (x 1,000)",v7713,1.5,320514.0
1981/12,Canada,"General merchandise stores (x 1,000)",v7713,1.5,270193.0
1982/01,Canada,"General merchandise stores (x 1,000)",v7713,1.5,273165.0
1982/02,Canada,"General merchandise stores (x 1,000)",v7713,1.5,284911.0
1982/03,Canada,"General merchandise stores (x 1,000)",v7713,1.5,309698.0
1982/04,Canada,"General merchandise stores (x 1,000)",v7713,1.5,317131.0
1982/05,Canada,"General merchandise stores (x 1,000)",v7713,1.5,321888.0
1982/06,Canada,"General merchandise stores (x 1,000)",v7713,1.5,291309.0
1982/07,Canada,"General merchandise stores (x 1,000)",v7713,1.5,302670.0
1982/08,Canada,"General merchandise stores (x 1,000)",v7713,1.5,293590.0
1982/09,Canada,"General merchandise stores (x 1,000)",v7713,1.5,318839.0
1982/10,Canada,"General merchandise stores (x 1,000)",v7713,1.5,338607.0
1982/11,Canada,"General merchandise stores (x 1,000)",v7713,1.5,308810.0
1982/12,Canada,"General merchandise stores (x 1,000)",v7713,1.5,265577.0
1983/01,Canada,"General merchandise stores (x 1,000)",v7713,1.5,286823.0
1983/02,Canada,"General merchandise stores (x 1,000)",v7713,1.5,300877.0
1983/03,Canada,"General merchandise stores (x 1,000)",v7713,1.5,321337.0
1983/04,Canada,"General merchandise stores (x 1,000)",v7713,1.5,339011.0
1983/05,Canada,"General merchandise stores (x 1,000)",v7713,1.5,362064.0
1983/06,Canada,"General merchandise stores (x 1,000)",v7713,1.5,346857.0
1983/07,Canada,"General merchandise stores (x 1,000)",v7713,1.5,349632.0
1983/08,Canada,"General merchandise stores (x 1,000)",v7713,1.5,368162.0
1983/09,Canada,"General merchandise stores (x 1,000)",v7713,1.5,381784.0
1983/10,Canada,"General merchandise stores (x 1,000)",v7713,1.5,410036.0
1983/11,Canada,"General merchandise stores (x 1,000)",v7713,1.5,412086.0
1983/12,Canada,"General merchandise stores (x 1,000)",v7713,1.5,335850.0
1984/01,Canada,"General merchandise stores (x 1,000)",v7713,1.5,339209.0
1984/02,Canada,"General merchandise stores (x 1,000)",v7713,1.5,378557.0
1984/03,Canada,"General merchandise stores (x 1,000)",v7713,1.5,416791.0
1984/04,Canada,"General merchandise stores (x 1,000)",v7713,1.5,438047.0
1984/05,Canada,"General merchandise stores (x 1,000)",v7713,1.5,443304.0
1984/06,Canada,"General merchandise stores (x 1,000)",v7713,1.5,420695.0
1984/07,Canada,"General merchandise stores (x 1,000)",v7713,1.5,446778.0
1984/08,Canada,"General merchandise stores (x 1,000)",v7713,1.5,440523.0
1984/09,Canada,"General merchandise stores (x 1,000)",v7713,1.5,471360.0
1984/10,Canada,"General merchandise stores (x 1,000)",v7713,1.5,485972.0
1984/11,Canada,"General merchandise stores (x 1,000)",v7713,1.5,475281.0
1984/12,Canada,"General merchandise stores (x 1,000)",v7713,1.5,380700.0
1985/01,Canada,"General merchandise stores (x 1,000)",v7713,1.5,410395.0
1985/02,Canada,"General merchandise stores (x 1,000)",v7713,1.5,444458.0
1985/03,Canada,"General merchandise stores (x 1,000)",v7713,1.5,487570.0
1985/04,Canada,"General merchandise stores (x 1,000)",v7713,1.5,491958.0
1985/05,Canada,"General merchandise stores (x 1,000)",v7713,1.5,484579.0
1985/06,Canada,"General merchandise stores (x 1,000)",v7713,1.5,460835.0
1985/07,Canada,"General merchandise stores (x 1,000)",v7713,1.5,474660.0
1985/08,Canada,"General merchandise stores (x 1,000)",v7713,1.5,478457.0
1985/09,Canada,"General merchandise stores (x 1,000)",v7713,1.5,500466.0
1985/10,Canada,"General merchandise stores (x 1,000)",v7713,1.5,513478.0
1985/11,Canada,"General merchandise stores (x 1,000)",v7713,1.5,502695.0
1985/12,Canada,"General merchandise stores (x 1,000)",v7713,1.5,400145.0
1986/01,Canada,"General merchandise stores (x 1,000)",v7713,1.5,414950.0
1986/02,Canada,"General merchandise stores (x 1,000)",v7713,1.5,465989.0
1986/03,Canada,"General merchandise stores (x 1,000)",v7713,1.5,491152.0
1986/04,Canada,"General merchandise stores (x 1,000)",v7713,1.5,492625.0
1986/05,Canada,"General merchandise stores (x 1,000)",v7713,1.5,479817.0
1986/06,Canada,"General merchandise stores (x 1,000)",v7713,1.5,461104.0
1986/07,Canada,"General merchandise stores (x 1,000)",v7713,1.5,476320.0
1986/08,Canada,"General merchandise stores (x 1,000)",v7713,1.5,473938.0
1986/09,Canada,"General merchandise stores (x 1,000)",v7713,1.5,509483.0
1986/10,Canada,"General merchandise stores (x 1,000)",v7713,1.5,538014.0
1986/11,Canada,"General merchandise stores (x 1,000)",v7713,1.5,500891.0
1986/12,Canada,"General merchandise stores (x 1,000)",v7713,1.5,436777.0
1987/01,Canada,"General merchandise stores (x 1,000)",v7713,1.5,386548.0
1987/02,Canada,"General merchandise stores (x 1,000)",v7713,1.5,409354.0
1987/03,Canada,"General merchandise stores (x 1,000)",v7713,1.5,451927.0
1987/04,Canada,"General merchandise stores (x 1,000)",v7713,1.5,430235.0
1987/05,Canada,"General merchandise stores (x 1,000)",v7713,1.5,430235.0
1987/06,Canada,"General merchandise stores (x 1,000)",v7713,1.5,414747.0
1987/07,Canada,"General merchandise stores (x 1,000)",v7713,1.5,430507.0
1987/08,Canada,"General merchandise stores (x 1,000)",v7713,1.5,438256.0
1987/09,Canada,"General merchandise stores (x 1,000)",v7713,1.5,431682.0
1987/10,Canada,"General merchandise stores (x 1,000)",v7713,1.5,478304.0
1987/11,Canada,"General merchandise stores (x 1,000)",v7713,1.5,460128.0
1987/12,Canada,"General merchandise stores (x 1,000)",v7713,1.5,360740.0
1988/01,Canada,"General merchandise stores (x 1,000)",v7713,1.5,386353.0
1988/02,Canada,"General merchandise stores (x 1,000)",v7713,1.5,423057.0
1988/03,Canada,"General merchandise stores (x 1,000)",v7713,1.5,445902.0
1988/04,Canada,"General merchandise stores (x 1,000)",v7713,1.5,488709.0
1988/05,Canada,"General merchandise stores (x 1,000)",v7713,1.5,459386.0
1988/06,Canada,"General merchandise stores (x 1,000)",v7713,1.5,438714.0
1988/07,Canada,"General merchandise stores (x 1,000)",v7713,1.5,470740.0
1988/08,Canada,"General merchandise stores (x 1,000)",v7713,1.5,479684.0
1988/09,Canada,"General merchandise stores (x 1,000)",v7713,1.5,501749.0
1988/10,Canada,"General merchandise stores (x 1,000)",v7713,1.5,530850.0
1988/11,Canada,"General merchandise stores (x 1,000)",v7713,1.5,555269.0
1988/12,Canada,"General merchandise stores (x 1,000)",v7713,1.5,417562.0
1989/01,Canada,"General merchandise stores (x 1,000)",v7713,1.5,447626.0
1989/02,Canada,"General merchandise stores (x 1,000)",v7713,1.5,461950.0
1989/03,Canada,"General merchandise stores (x 1,000)",v7713,1.5,519694.0
1974/01,Canada,"General stores (x 1,000)",v7714,1.6,32931.0
1974/02,Canada,"General stores (x 1,000)",v7714,1.6,34519.0
1974/03,Canada,"General stores (x 1,000)",v7714,1.6,38713.0
1974/04,Canada,"General stores (x 1,000)",v7714,1.6,41790.0
1974/05,Canada,"General stores (x 1,000)",v7714,1.6,44014.0
1974/06,Canada,"General stores (x 1,000)",v7714,1.6,46391.0
1974/07,Canada,"General stores (x 1,000)",v7714,1.6,46989.0
1974/08,Canada,"General stores (x 1,000)",v7714,1.6,47376.0
1974/09,Canada,"General stores (x 1,000)",v7714,1.6,53418.0
1974/10,Canada,"General stores (x 1,000)",v7714,1.6,55496.0
1974/11,Canada,"General stores (x 1,000)",v7714,1.6,54940.0
1974/12,Canada,"General stores (x 1,000)",v7714,1.6,53674.0
1975/01,Canada,"General stores (x 1,000)",v7714,1.6,53463.0
1975/02,Canada,"General stores (x 1,000)",v7714,1.6,52323.0
1975/03,Canada,"General stores (x 1,000)",v7714,1.6,55218.0
1975/04,Canada,"General stores (x 1,000)",v7714,1.6,58622.0
1975/05,Canada,"General stores (x 1,000)",v7714,1.6,59419.0
1975/06,Canada,"General stores (x 1,000)",v7714,1.6,59142.0
1975/07,Canada,"General stores (x 1,000)",v7714,1.6,54616.0
1975/08,Canada,"General stores (x 1,000)",v7714,1.6,53821.0
1975/09,Canada,"General stores (x 1,000)",v7714,1.6,52568.0
1975/10,Canada,"General stores (x 1,000)",v7714,1.6,54190.0
1975/11,Canada,"General stores (x 1,000)",v7714,1.6,52405.0
1975/12,Canada,"General stores (x 1,000)",v7714,1.6,48138.0
1976/01,Canada,"General stores (x 1,000)",v7714,1.6,49149.0
1976/02,Canada,"General stores (x 1,000)",v7714,1.6,50968.0
1976/03,Canada,"General stores (x 1,000)",v7714,1.6,57339.0
1976/04,Canada,"General stores (x 1,000)",v7714,1.6,60550.0
1976/05,Canada,"General stores (x 1,000)",v7714,1.6,60066.0
1976/06,Canada,"General stores (x 1,000)",v7714,1.6,60667.0
1976/07,Canada,"General stores (x 1,000)",v7714,1.6,58908.0
1976/08,Canada,"General stores (x 1,000)",v7714,1.6,58083.0
1976/09,Canada,"General stores (x 1,000)",v7714,1.6,58141.0
1976/10,Canada,"General stores (x 1,000)",v7714,1.6,59827.0
1976/11,Canada,"General stores (x 1,000)",v7714,1.6,58930.0
1976/12,Canada,"General stores (x 1,000)",v7714,1.6,53352.0
1977/01,Canada,"General stores (x 1,000)",v7714,1.6,55312.0
1977/02,Canada,"General stores (x 1,000)",v7714,1.6,58188.0
1977/03,Canada,"General stores (x 1,000)",v7714,1.6,63832.0
1977/04,Canada,"General stores (x 1,000)",v7714,1.6,61023.0
1977/05,Canada,"General stores (x 1,000)",v7714,1.6,62182.0
1977/06,Canada,"General stores (x 1,000)",v7714,1.6,60752.0
1977/07,Canada,"General stores (x 1,000)",v7714,1.6,72052.0
1977/08,Canada,"General stores (x 1,000)",v7714,1.6,74214.0
1977/09,Canada,"General stores (x 1,000)",v7714,1.6,76515.0
1977/10,Canada,"General stores (x 1,000)",v7714,1.6,81412.0
1977/11,Canada,"General stores (x 1,000)",v7714,1.6,75957.0
1977/12,Canada,"General stores (x 1,000)",v7714,1.6,63499.0
1978/01,Canada,"General stores (x 1,000)",v7714,1.6,72759.0
1978/02,Canada,"General stores (x 1,000)",v7714,1.6,75607.0
1978/03,Canada,"General stores (x 1,000)",v7714,1.6,77648.0
1978/04,Canada,"General stores (x 1,000)",v7714,1.6,78347.0
1978/05,Canada,"General stores (x 1,000)",v7714,1.6,76858.0
1978/06,Canada,"General stores (x 1,000)",v7714,1.6,86773.0
1978/07,Canada,"General stores (x 1,000)",v7714,1.6,94496.0
1978/08,Canada,"General stores (x 1,000)",v7714,1.6,101489.0
1978/09,Canada,"General stores (x 1,000)",v7714,1.6,99764.0
1978/10,Canada,"General stores (x 1,000)",v7714,1.6,98467.0
1978/11,Canada,"General stores (x 1,000)",v7714,1.6,94233.0
1978/12,Canada,"General stores (x 1,000)",v7714,1.6,80663.0
1979/01,Canada,"General stores (x 1,000)",v7714,1.6,83083.0
1979/02,Canada,"General stores (x 1,000)",v7714,1.6,86406.0
1979/03,Canada,"General stores (x 1,000)",v7714,1.6,86492.0
1979/04,Canada,"General stores (x 1,000)",v7714,1.6,85281.0
1979/05,Canada,"General stores (x 1,000)",v7714,1.6,86731.0
1979/06,Canada,"General stores (x 1,000)",v7714,1.6,91241.0
1979/07,Canada,"General stores (x 1,000)",v7714,1.6,101734.0
1979/08,Canada,"General stores (x 1,000)",v7714,1.6,108245.0
1979/09,Canada,"General stores (x 1,000)",v7714,1.6,110193.0
1979/10,Canada,"General stores (x 1,000)",v7714,1.6,112838.0
1979/11,Canada,"General stores (x 1,000)",v7714,1.6,110468.0
1979/12,Canada,"General stores (x 1,000)",v7714,1.6,99974.0
1980/01,Canada,"General stores (x 1,000)",v7714,1.6,108772.0
1980/02,Canada,"General stores (x 1,000)",v7714,1.6,103877.0
1980/03,Canada,"General stores (x 1,000)",v7714,1.6,106058.0
1980/04,Canada,"General stores (x 1,000)",v7714,1.6,110088.0
1980/05,Canada,"General stores (x 1,000)",v7714,1.6,104033.0
1980/06,Canada,"General stores (x 1,000)",v7714,1.6,114124.0
1980/07,Canada,"General stores (x 1,000)",v7714,1.6,119145.0
1980/08,Canada,"General stores (x 1,000)",v7714,1.6,125936.0
1980/09,Canada,"General stores (x 1,000)",v7714,1.6,123669.0
1980/10,Canada,"General stores (x 1,000)",v7714,1.6,122680.0
1980/11,Canada,"General stores (x 1,000)",v7714,1.6,124029.0
1980/12,Canada,"General stores (x 1,000)",v7714,1.6,108773.0
1981/01,Canada,"General stores (x 1,000)",v7714,1.6,115734.0
1981/02,Canada,"General stores (x 1,000)",v7714,1.6,120595.0
1981/03,Canada,"General stores (x 1,000)",v7714,1.6,120113.0
1981/04,Canada,"General stores (x 1,000)",v7714,1.6,118912.0
1981/05,Canada,"General stores (x 1,000)",v7714,1.6,114631.0
1981/06,Canada,"General stores (x 1,000)",v7714,1.6,122197.0
1981/07,Canada,"General stores (x 1,000)",v7714,1.6,125496.0
1981/08,Canada,"General stores (x 1,000)",v7714,1.6,128508.0
1981/09,Canada,"General stores (x 1,000)",v7714,1.6,132492.0
1981/10,Canada,"General stores (x 1,000)",v7714,1.6,129842.0
1981/11,Canada,"General stores (x 1,000)",v7714,1.6,130751.0
1981/12,Canada,"General stores (x 1,000)",v7714,1.6,112315.0
1982/01,Canada,"General stores (x 1,000)",v7714,1.6,114898.0
1982/02,Canada,"General stores (x 1,000)",v7714,1.6,114783.0
1982/03,Canada,"General stores (x 1,000)",v7714,1.6,116046.0
1982/04,Canada,"General stores (x 1,000)",v7714,1.6,119643.0
1982/05,Canada,"General stores (x 1,000)",v7714,1.6,123591.0
1982/06,Canada,"General stores (x 1,000)",v7714,1.6,128040.0
1982/07,Canada,"General stores (x 1,000)",v7714,1.6,133162.0
1982/08,Canada,"General stores (x 1,000)",v7714,1.6,141951.0
1982/09,Canada,"General stores (x 1,000)",v7714,1.6,146351.0
1982/10,Canada,"General stores (x 1,000)",v7714,1.6,144887.0
1982/11,Canada,"General stores (x 1,000)",v7714,1.6,138512.0
1982/12,Canada,"General stores (x 1,000)",v7714,1.6,116350.0
1983/01,Canada,"General stores (x 1,000)",v7714,1.6,123447.0
1983/02,Canada,"General stores (x 1,000)",v7714,1.6,131965.0
1983/03,Canada,"General stores (x 1,000)",v7714,1.6,131965.0
1983/04,Canada,"General stores (x 1,000)",v7714,1.6,131833.0
1983/05,Canada,"General stores (x 1,000)",v7714,1.6,126560.0
1983/06,Canada,"General stores (x 1,000)",v7714,1.6,127826.0
1983/07,Canada,"General stores (x 1,000)",v7714,1.6,132428.0
1983/08,Canada,"General stores (x 1,000)",v7714,1.6,141168.0
1983/09,Canada,"General stores (x 1,000)",v7714,1.6,141450.0
1983/10,Canada,"General stores (x 1,000)",v7714,1.6,141591.0
1983/11,Canada,"General stores (x 1,000)",v7714,1.6,144706.0
1983/12,Canada,"General stores (x 1,000)",v7714,1.6,122711.0
1984/01,Canada,"General stores (x 1,000)",v7714,1.6,127129.0
1984/02,Canada,"General stores (x 1,000)",v7714,1.6,126620.0
1984/03,Canada,"General stores (x 1,000)",v7714,1.6,130292.0
1984/04,Canada,"General stores (x 1,000)",v7714,1.6,128989.0
1984/05,Canada,"General stores (x 1,000)",v7714,1.6,122411.0
1984/06,Canada,"General stores (x 1,000)",v7714,1.6,124492.0
1984/07,Canada,"General stores (x 1,000)",v7714,1.6,130343.0
1984/08,Canada,"General stores (x 1,000)",v7714,1.6,135557.0
1984/09,Canada,"General stores (x 1,000)",v7714,1.6,145995.0
1984/10,Canada,"General stores (x 1,000)",v7714,1.6,149207.0
1984/11,Canada,"General stores (x 1,000)",v7714,1.6,149207.0
1984/12,Canada,"General stores (x 1,000)",v7714,1.6,129959.0
1985/01,Canada,"General stores (x 1,000)",v7714,1.6,133728.0
1985/02,Canada,"General stores (x 1,000)",v7714,1.6,131187.0
1985/03,Canada,"General stores (x 1,000)",v7714,1.6,134335.0
1985/04,Canada,"General stores (x 1,000)",v7714,1.6,132723.0
1985/05,Canada,"General stores (x 1,000)",v7714,1.6,127680.0
1985/06,Canada,"General stores (x 1,000)",v7714,1.6,129851.0
1985/07,Canada,"General stores (x 1,000)",v7714,1.6,141927.0
1985/08,Canada,"General stores (x 1,000)",v7714,1.6,144056.0
1985/09,Canada,"General stores (x 1,000)",v7714,1.6,150971.0
1985/10,Canada,"General stores (x 1,000)",v7714,1.6,153990.0
1985/11,Canada,"General stores (x 1,000)",v7714,1.6,152604.0
1985/12,Canada,"General stores (x 1,000)",v7714,1.6,124067.0
1986/01,Canada,"General stores (x 1,000)",v7714,1.6,128161.0
1986/02,Canada,"General stores (x 1,000)",v7714,1.6,133416.0
1986/03,Canada,"General stores (x 1,000)",v7714,1.6,134483.0
1986/04,Canada,"General stores (x 1,000)",v7714,1.6,128431.0
1986/05,Canada,"General stores (x 1,000)",v7714,1.6,133440.0
1986/06,Canada,"General stores (x 1,000)",v7714,1.6,125434.0
1986/07,Canada,"General stores (x 1,000)",v7714,1.6,132082.0
1986/08,Canada,"General stores (x 1,000)",v7714,1.6,137233.0
1986/09,Canada,"General stores (x 1,000)",v7714,1.6,149721.0
1986/10,Canada,"General stores (x 1,000)",v7714,1.6,151218.0
1986/11,Canada,"General stores (x 1,000)",v7714,1.6,151218.0
1986/12,Canada,"General stores (x 1,000)",v7714,1.6,127326.0
1987/01,Canada,"General stores (x 1,000)",v7714,1.6,129745.0
1987/02,Canada,"General stores (x 1,000)",v7714,1.6,120922.0
1987/03,Canada,"General stores (x 1,000)",v7714,1.6,122615.0
1987/04,Canada,"General stores (x 1,000)",v7714,1.6,118814.0
1987/05,Canada,"General stores (x 1,000)",v7714,1.6,114180.0
1987/06,Canada,"General stores (x 1,000)",v7714,1.6,117834.0
1987/07,Canada,"General stores (x 1,000)",v7714,1.6,125022.0
1987/08,Canada,"General stores (x 1,000)",v7714,1.6,121396.0
1987/09,Canada,"General stores (x 1,000)",v7714,1.6,124310.0
1987/10,Canada,"General stores (x 1,000)",v7714,1.6,124807.0
1987/11,Canada,"General stores (x 1,000)",v7714,1.6,123309.0
1987/12,Canada,"General stores (x 1,000)",v7714,1.6,106292.0
1988/01,Canada,"General stores (x 1,000)",v7714,1.6,111394.0
1988/02,Canada,"General stores (x 1,000)",v7714,1.6,133624.0
1988/03,Canada,"General stores (x 1,000)",v7714,1.6,137766.0
