Ref_Date,GEO,INDUSTRY,SUMMARY,Vector,Coordinate,Value
2012,New Brunswick,Full-service restaurants,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848589,5.2.3,103.9
2013,New Brunswick,Full-service restaurants,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848589,5.2.3,106.5
2014,New Brunswick,Full-service restaurants,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848589,5.2.3,111.8
2012,New Brunswick,Full-service restaurants,Operating profit margin (percent),v99848590,5.2.4,3.7
2013,New Brunswick,Full-service restaurants,Operating profit margin (percent),v99848590,5.2.4,3.7
2014,New Brunswick,Full-service restaurants,Operating profit margin (percent),v99848590,5.2.4,4.4
2012,New Brunswick,Limited-service eating places,"Operating revenue (x 1,000,000)",v99848591,5.3.1,633.8
2013,New Brunswick,Limited-service eating places,"Operating revenue (x 1,000,000)",v99848591,5.3.1,641.6
2014,New Brunswick,Limited-service eating places,"Operating revenue (x 1,000,000)",v99848591,5.3.1,649.1
2012,New Brunswick,Limited-service eating places,"Operating expenses (x 1,000,000)",v99848592,5.3.2,584.6
2013,New Brunswick,Limited-service eating places,"Operating expenses (x 1,000,000)",v99848592,5.3.2,599.9
2014,New Brunswick,Limited-service eating places,"Operating expenses (x 1,000,000)",v99848592,5.3.2,607.7
2012,New Brunswick,Limited-service eating places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848593,5.3.3,190.5
2013,New Brunswick,Limited-service eating places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848593,5.3.3,197.2
2014,New Brunswick,Limited-service eating places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848593,5.3.3,200.1
2012,New Brunswick,Limited-service eating places,Operating profit margin (percent),v99848594,5.3.4,7.8
2013,New Brunswick,Limited-service eating places,Operating profit margin (percent),v99848594,5.3.4,6.5
2014,New Brunswick,Limited-service eating places,Operating profit margin (percent),v99848594,5.3.4,6.4
2012,New Brunswick,Special food services,"Operating revenue (x 1,000,000)",v99848595,5.4.1,60.3
2013,New Brunswick,Special food services,"Operating revenue (x 1,000,000)",v99848595,5.4.1,55.9
2014,New Brunswick,Special food services,"Operating revenue (x 1,000,000)",v99848595,5.4.1,52.9
2012,New Brunswick,Special food services,"Operating expenses (x 1,000,000)",v99848596,5.4.2,58.0
2013,New Brunswick,Special food services,"Operating expenses (x 1,000,000)",v99848596,5.4.2,55.6
2014,New Brunswick,Special food services,"Operating expenses (x 1,000,000)",v99848596,5.4.2,50.8
2012,New Brunswick,Special food services,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848597,5.4.3,28.7
2013,New Brunswick,Special food services,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848597,5.4.3,27.3
2014,New Brunswick,Special food services,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848597,5.4.3,25.6
2012,New Brunswick,Special food services,Operating profit margin (percent),v99848598,5.4.4,3.8
2013,New Brunswick,Special food services,Operating profit margin (percent),v99848598,5.4.4,0.4
2014,New Brunswick,Special food services,Operating profit margin (percent),v99848598,5.4.4,4.0
2012,New Brunswick,Drinking places (alcoholic beverages),"Operating revenue (x 1,000,000)",v99848599,5.5.1,66.4
2013,New Brunswick,Drinking places (alcoholic beverages),"Operating revenue (x 1,000,000)",v99848599,5.5.1,64.4
2014,New Brunswick,Drinking places (alcoholic beverages),"Operating revenue (x 1,000,000)",v99848599,5.5.1,64.0
2012,New Brunswick,Drinking places (alcoholic beverages),"Operating expenses (x 1,000,000)",v99848600,5.5.2,64.4
2013,New Brunswick,Drinking places (alcoholic beverages),"Operating expenses (x 1,000,000)",v99848600,5.5.2,63.5
2014,New Brunswick,Drinking places (alcoholic beverages),"Operating expenses (x 1,000,000)",v99848600,5.5.2,62.2
2012,New Brunswick,Drinking places (alcoholic beverages),"Salaries, wages, commissions and benefits (x 1,000,000)",v99848601,5.5.3,19.3
2013,New Brunswick,Drinking places (alcoholic beverages),"Salaries, wages, commissions and benefits (x 1,000,000)",v99848601,5.5.3,18.8
2014,New Brunswick,Drinking places (alcoholic beverages),"Salaries, wages, commissions and benefits (x 1,000,000)",v99848601,5.5.3,18.3
2012,New Brunswick,Drinking places (alcoholic beverages),Operating profit margin (percent),v99848602,5.5.4,3.0
2013,New Brunswick,Drinking places (alcoholic beverages),Operating profit margin (percent),v99848602,5.5.4,1.4
2014,New Brunswick,Drinking places (alcoholic beverages),Operating profit margin (percent),v99848602,5.5.4,2.7
2012,Quebec,Food services and drinking places,"Operating revenue (x 1,000,000)",v99848603,6.1.1,10922.0
2013,Quebec,Food services and drinking places,"Operating revenue (x 1,000,000)",v99848603,6.1.1,11527.9
2014,Quebec,Food services and drinking places,"Operating revenue (x 1,000,000)",v99848603,6.1.1,11773.0
2012,Quebec,Food services and drinking places,"Operating expenses (x 1,000,000)",v99848604,6.1.2,10487.0
2013,Quebec,Food services and drinking places,"Operating expenses (x 1,000,000)",v99848604,6.1.2,11024.9
2014,Quebec,Food services and drinking places,"Operating expenses (x 1,000,000)",v99848604,6.1.2,11322.8
2012,Quebec,Food services and drinking places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848605,6.1.3,3658.8
2013,Quebec,Food services and drinking places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848605,6.1.3,3749.6
2014,Quebec,Food services and drinking places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848605,6.1.3,3826.4
2012,Quebec,Food services and drinking places,Operating profit margin (percent),v99848606,6.1.4,4.0
2013,Quebec,Food services and drinking places,Operating profit margin (percent),v99848606,6.1.4,4.4
2014,Quebec,Food services and drinking places,Operating profit margin (percent),v99848606,6.1.4,3.8
2012,Quebec,Full-service restaurants,"Operating revenue (x 1,000,000)",v99848607,6.2.1,5366.8
2013,Quebec,Full-service restaurants,"Operating revenue (x 1,000,000)",v99848607,6.2.1,5841.4
2014,Quebec,Full-service restaurants,"Operating revenue (x 1,000,000)",v99848607,6.2.1,5897.9
2012,Quebec,Full-service restaurants,"Operating expenses (x 1,000,000)",v99848608,6.2.2,5210.8
2013,Quebec,Full-service restaurants,"Operating expenses (x 1,000,000)",v99848608,6.2.2,5671.6
2014,Quebec,Full-service restaurants,"Operating expenses (x 1,000,000)",v99848608,6.2.2,5738.3
2012,Quebec,Full-service restaurants,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848609,6.2.3,1936.8
2013,Quebec,Full-service restaurants,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848609,6.2.3,1999.9
2014,Quebec,Full-service restaurants,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848609,6.2.3,2028.5
2012,Quebec,Full-service restaurants,Operating profit margin (percent),v99848610,6.2.4,2.9
2013,Quebec,Full-service restaurants,Operating profit margin (percent),v99848610,6.2.4,2.9
2014,Quebec,Full-service restaurants,Operating profit margin (percent),v99848610,6.2.4,2.7
2012,Quebec,Limited-service eating places,"Operating revenue (x 1,000,000)",v99848611,6.3.1,3835.4
2013,Quebec,Limited-service eating places,"Operating revenue (x 1,000,000)",v99848611,6.3.1,3964.6
2014,Quebec,Limited-service eating places,"Operating revenue (x 1,000,000)",v99848611,6.3.1,4156.2
2012,Quebec,Limited-service eating places,"Operating expenses (x 1,000,000)",v99848612,6.3.2,3689.5
2013,Quebec,Limited-service eating places,"Operating expenses (x 1,000,000)",v99848612,6.3.2,3775.8
2014,Quebec,Limited-service eating places,"Operating expenses (x 1,000,000)",v99848612,6.3.2,3979.2
2012,Quebec,Limited-service eating places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848613,6.3.3,1226.1
2013,Quebec,Limited-service eating places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848613,6.3.3,1248.0
2014,Quebec,Limited-service eating places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848613,6.3.3,1299.5
2012,Quebec,Limited-service eating places,Operating profit margin (percent),v99848614,6.3.4,3.8
2013,Quebec,Limited-service eating places,Operating profit margin (percent),v99848614,6.3.4,4.8
2014,Quebec,Limited-service eating places,Operating profit margin (percent),v99848614,6.3.4,4.3
2012,Quebec,Special food services,"Operating revenue (x 1,000,000)",v99848615,6.4.1,900.8
2013,Quebec,Special food services,"Operating revenue (x 1,000,000)",v99848615,6.4.1,954.7
2014,Quebec,Special food services,"Operating revenue (x 1,000,000)",v99848615,6.4.1,961.8
2012,Quebec,Special food services,"Operating expenses (x 1,000,000)",v99848616,6.4.2,825.9
2013,Quebec,Special food services,"Operating expenses (x 1,000,000)",v99848616,6.4.2,843.0
2014,Quebec,Special food services,"Operating expenses (x 1,000,000)",v99848616,6.4.2,883.3
2012,Quebec,Special food services,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848617,6.4.3,283.4
2013,Quebec,Special food services,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848617,6.4.3,295.2
2014,Quebec,Special food services,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848617,6.4.3,297.3
2012,Quebec,Special food services,Operating profit margin (percent),v99848618,6.4.4,8.3
2013,Quebec,Special food services,Operating profit margin (percent),v99848618,6.4.4,11.7
2014,Quebec,Special food services,Operating profit margin (percent),v99848618,6.4.4,8.2
2012,Quebec,Drinking places (alcoholic beverages),"Operating revenue (x 1,000,000)",v99848619,6.5.1,819.1
2013,Quebec,Drinking places (alcoholic beverages),"Operating revenue (x 1,000,000)",v99848619,6.5.1,767.2
2014,Quebec,Drinking places (alcoholic beverages),"Operating revenue (x 1,000,000)",v99848619,6.5.1,757.1
2012,Quebec,Drinking places (alcoholic beverages),"Operating expenses (x 1,000,000)",v99848620,6.5.2,760.8
2013,Quebec,Drinking places (alcoholic beverages),"Operating expenses (x 1,000,000)",v99848620,6.5.2,734.4
2014,Quebec,Drinking places (alcoholic beverages),"Operating expenses (x 1,000,000)",v99848620,6.5.2,722.0
2012,Quebec,Drinking places (alcoholic beverages),"Salaries, wages, commissions and benefits (x 1,000,000)",v99848621,6.5.3,212.6
2013,Quebec,Drinking places (alcoholic beverages),"Salaries, wages, commissions and benefits (x 1,000,000)",v99848621,6.5.3,206.4
2014,Quebec,Drinking places (alcoholic beverages),"Salaries, wages, commissions and benefits (x 1,000,000)",v99848621,6.5.3,201.1
2012,Quebec,Drinking places (alcoholic beverages),Operating profit margin (percent),v99848622,6.5.4,7.1
2013,Quebec,Drinking places (alcoholic beverages),Operating profit margin (percent),v99848622,6.5.4,4.3
2014,Quebec,Drinking places (alcoholic beverages),Operating profit margin (percent),v99848622,6.5.4,4.6
2012,Ontario,Food services and drinking places,"Operating revenue (x 1,000,000)",v99848623,7.1.1,20534.2
2013,Ontario,Food services and drinking places,"Operating revenue (x 1,000,000)",v99848623,7.1.1,21531.7
2014,Ontario,Food services and drinking places,"Operating revenue (x 1,000,000)",v99848623,7.1.1,22803.1
2012,Ontario,Food services and drinking places,"Operating expenses (x 1,000,000)",v99848624,7.1.2,19797.1
2013,Ontario,Food services and drinking places,"Operating expenses (x 1,000,000)",v99848624,7.1.2,20787.5
2014,Ontario,Food services and drinking places,"Operating expenses (x 1,000,000)",v99848624,7.1.2,22030.7
2012,Ontario,Food services and drinking places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848625,7.1.3,6387.7
2013,Ontario,Food services and drinking places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848625,7.1.3,6605.0
2014,Ontario,Food services and drinking places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848625,7.1.3,6914.1
2012,Ontario,Food services and drinking places,Operating profit margin (percent),v99848626,7.1.4,3.6
2013,Ontario,Food services and drinking places,Operating profit margin (percent),v99848626,7.1.4,3.5
2014,Ontario,Food services and drinking places,Operating profit margin (percent),v99848626,7.1.4,3.4
2012,Ontario,Full-service restaurants,"Operating revenue (x 1,000,000)",v99848627,7.2.1,8211.4
2013,Ontario,Full-service restaurants,"Operating revenue (x 1,000,000)",v99848627,7.2.1,8900.6
2014,Ontario,Full-service restaurants,"Operating revenue (x 1,000,000)",v99848627,7.2.1,9626.2
2012,Ontario,Full-service restaurants,"Operating expenses (x 1,000,000)",v99848628,7.2.2,8023.9
2013,Ontario,Full-service restaurants,"Operating expenses (x 1,000,000)",v99848628,7.2.2,8697.3
2014,Ontario,Full-service restaurants,"Operating expenses (x 1,000,000)",v99848628,7.2.2,9424.8
2012,Ontario,Full-service restaurants,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848629,7.2.3,2612.6
2013,Ontario,Full-service restaurants,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848629,7.2.3,2717.6
2014,Ontario,Full-service restaurants,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848629,7.2.3,2915.1
2012,Ontario,Full-service restaurants,Operating profit margin (percent),v99848630,7.2.4,2.3
2013,Ontario,Full-service restaurants,Operating profit margin (percent),v99848630,7.2.4,2.3
2014,Ontario,Full-service restaurants,Operating profit margin (percent),v99848630,7.2.4,2.1
2012,Ontario,Limited-service eating places,"Operating revenue (x 1,000,000)",v99848631,7.3.1,9765.4
2013,Ontario,Limited-service eating places,"Operating revenue (x 1,000,000)",v99848631,7.3.1,10005.6
2014,Ontario,Limited-service eating places,"Operating revenue (x 1,000,000)",v99848631,7.3.1,10411.7
2012,Ontario,Limited-service eating places,"Operating expenses (x 1,000,000)",v99848632,7.3.2,9357.6
2013,Ontario,Limited-service eating places,"Operating expenses (x 1,000,000)",v99848632,7.3.2,9610.7
2014,Ontario,Limited-service eating places,"Operating expenses (x 1,000,000)",v99848632,7.3.2,10010.8
2012,Ontario,Limited-service eating places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848633,7.3.3,2868.4
2013,Ontario,Limited-service eating places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848633,7.3.3,2964.7
2014,Ontario,Limited-service eating places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848633,7.3.3,3043.0
2012,Ontario,Limited-service eating places,Operating profit margin (percent),v99848634,7.3.4,4.2
2013,Ontario,Limited-service eating places,Operating profit margin (percent),v99848634,7.3.4,3.9
2014,Ontario,Limited-service eating places,Operating profit margin (percent),v99848634,7.3.4,3.9
2012,Ontario,Special food services,"Operating revenue (x 1,000,000)",v99848635,7.4.1,1994.2
2013,Ontario,Special food services,"Operating revenue (x 1,000,000)",v99848635,7.4.1,2041.7
2014,Ontario,Special food services,"Operating revenue (x 1,000,000)",v99848635,7.4.1,2186.5
2012,Ontario,Special food services,"Operating expenses (x 1,000,000)",v99848636,7.4.2,1870.1
2013,Ontario,Special food services,"Operating expenses (x 1,000,000)",v99848636,7.4.2,1903.3
2014,Ontario,Special food services,"Operating expenses (x 1,000,000)",v99848636,7.4.2,2020.1
2012,Ontario,Special food services,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848637,7.4.3,752.9
2013,Ontario,Special food services,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848637,7.4.3,764.1
2014,Ontario,Special food services,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848637,7.4.3,798.8
2012,Ontario,Special food services,Operating profit margin (percent),v99848638,7.4.4,6.2
2013,Ontario,Special food services,Operating profit margin (percent),v99848638,7.4.4,6.8
2014,Ontario,Special food services,Operating profit margin (percent),v99848638,7.4.4,7.6
2012,Ontario,Drinking places (alcoholic beverages),"Operating revenue (x 1,000,000)",v99848639,7.5.1,563.1
2013,Ontario,Drinking places (alcoholic beverages),"Operating revenue (x 1,000,000)",v99848639,7.5.1,583.8
2014,Ontario,Drinking places (alcoholic beverages),"Operating revenue (x 1,000,000)",v99848639,7.5.1,578.8
2012,Ontario,Drinking places (alcoholic beverages),"Operating expenses (x 1,000,000)",v99848640,7.5.2,545.4
2013,Ontario,Drinking places (alcoholic beverages),"Operating expenses (x 1,000,000)",v99848640,7.5.2,576.1
2014,Ontario,Drinking places (alcoholic beverages),"Operating expenses (x 1,000,000)",v99848640,7.5.2,575.1
2012,Ontario,Drinking places (alcoholic beverages),"Salaries, wages, commissions and benefits (x 1,000,000)",v99848641,7.5.3,153.9
2013,Ontario,Drinking places (alcoholic beverages),"Salaries, wages, commissions and benefits (x 1,000,000)",v99848641,7.5.3,158.6
2014,Ontario,Drinking places (alcoholic beverages),"Salaries, wages, commissions and benefits (x 1,000,000)",v99848641,7.5.3,157.2
2012,Ontario,Drinking places (alcoholic beverages),Operating profit margin (percent),v99848642,7.5.4,3.1
2013,Ontario,Drinking places (alcoholic beverages),Operating profit margin (percent),v99848642,7.5.4,1.3
2014,Ontario,Drinking places (alcoholic beverages),Operating profit margin (percent),v99848642,7.5.4,0.6
2012,Manitoba,Food services and drinking places,"Operating revenue (x 1,000,000)",v99848643,8.1.1,1545.9
2013,Manitoba,Food services and drinking places,"Operating revenue (x 1,000,000)",v99848643,8.1.1,1609.5
2014,Manitoba,Food services and drinking places,"Operating revenue (x 1,000,000)",v99848643,8.1.1,1690.8
2012,Manitoba,Food services and drinking places,"Operating expenses (x 1,000,000)",v99848644,8.1.2,1509.2
2013,Manitoba,Food services and drinking places,"Operating expenses (x 1,000,000)",v99848644,8.1.2,1560.0
2014,Manitoba,Food services and drinking places,"Operating expenses (x 1,000,000)",v99848644,8.1.2,1606.2
2012,Manitoba,Food services and drinking places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848645,8.1.3,539.0
2013,Manitoba,Food services and drinking places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848645,8.1.3,553.3
2014,Manitoba,Food services and drinking places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848645,8.1.3,563.6
2012,Manitoba,Food services and drinking places,Operating profit margin (percent),v99848646,8.1.4,2.4
2013,Manitoba,Food services and drinking places,Operating profit margin (percent),v99848646,8.1.4,3.1
2014,Manitoba,Food services and drinking places,Operating profit margin (percent),v99848646,8.1.4,5.0
2012,Manitoba,Full-service restaurants,"Operating revenue (x 1,000,000)",v99848647,8.2.1,630.2
2013,Manitoba,Full-service restaurants,"Operating revenue (x 1,000,000)",v99848647,8.2.1,680.0
2014,Manitoba,Full-service restaurants,"Operating revenue (x 1,000,000)",v99848647,8.2.1,726.4
2012,Manitoba,Full-service restaurants,"Operating expenses (x 1,000,000)",v99848648,8.2.2,628.9
2013,Manitoba,Full-service restaurants,"Operating expenses (x 1,000,000)",v99848648,8.2.2,668.0
2014,Manitoba,Full-service restaurants,"Operating expenses (x 1,000,000)",v99848648,8.2.2,692.7
2012,Manitoba,Full-service restaurants,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848649,8.2.3,234.7
2013,Manitoba,Full-service restaurants,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848649,8.2.3,247.1
2014,Manitoba,Full-service restaurants,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848649,8.2.3,255.5
2012,Manitoba,Full-service restaurants,Operating profit margin (percent),v99848650,8.2.4,0.2
2013,Manitoba,Full-service restaurants,Operating profit margin (percent),v99848650,8.2.4,1.8
2014,Manitoba,Full-service restaurants,Operating profit margin (percent),v99848650,8.2.4,4.7
2012,Manitoba,Limited-service eating places,"Operating revenue (x 1,000,000)",v99848651,8.3.1,759.2
2013,Manitoba,Limited-service eating places,"Operating revenue (x 1,000,000)",v99848651,8.3.1,771.5
2014,Manitoba,Limited-service eating places,"Operating revenue (x 1,000,000)",v99848651,8.3.1,800.8
2012,Manitoba,Limited-service eating places,"Operating expenses (x 1,000,000)",v99848652,8.3.2,739.6
2013,Manitoba,Limited-service eating places,"Operating expenses (x 1,000,000)",v99848652,8.3.2,746.0
2014,Manitoba,Limited-service eating places,"Operating expenses (x 1,000,000)",v99848652,8.3.2,763.4
2012,Manitoba,Limited-service eating places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848653,8.3.3,249.0
2013,Manitoba,Limited-service eating places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848653,8.3.3,249.8
2014,Manitoba,Limited-service eating places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848653,8.3.3,250.4
2012,Manitoba,Limited-service eating places,Operating profit margin (percent),v99848654,8.3.4,2.6
2013,Manitoba,Limited-service eating places,Operating profit margin (percent),v99848654,8.3.4,3.3
2014,Manitoba,Limited-service eating places,Operating profit margin (percent),v99848654,8.3.4,4.7
2012,Manitoba,Special food services,"Operating revenue (x 1,000,000)",v99848655,8.4.1,111.8
2013,Manitoba,Special food services,"Operating revenue (x 1,000,000)",v99848655,8.4.1,114.4
2014,Manitoba,Special food services,"Operating revenue (x 1,000,000)",v99848655,8.4.1,121.4
2012,Manitoba,Special food services,"Operating expenses (x 1,000,000)",v99848656,8.4.2,99.6
2013,Manitoba,Special food services,"Operating expenses (x 1,000,000)",v99848656,8.4.2,105.6
2014,Manitoba,Special food services,"Operating expenses (x 1,000,000)",v99848656,8.4.2,110.1
2012,Manitoba,Special food services,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848657,8.4.3,45.6
2013,Manitoba,Special food services,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848657,8.4.3,47.0
2014,Manitoba,Special food services,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848657,8.4.3,48.5
2012,Manitoba,Special food services,Operating profit margin (percent),v99848658,8.4.4,10.9
2013,Manitoba,Special food services,Operating profit margin (percent),v99848658,8.4.4,7.7
2014,Manitoba,Special food services,Operating profit margin (percent),v99848658,8.4.4,9.3
2012,Manitoba,Drinking places (alcoholic beverages),"Operating revenue (x 1,000,000)",v99848659,8.5.1,44.6
2013,Manitoba,Drinking places (alcoholic beverages),"Operating revenue (x 1,000,000)",v99848659,8.5.1,43.6
2014,Manitoba,Drinking places (alcoholic beverages),"Operating revenue (x 1,000,000)",v99848659,8.5.1,42.3
2012,Manitoba,Drinking places (alcoholic beverages),"Operating expenses (x 1,000,000)",v99848660,8.5.2,41.1
2013,Manitoba,Drinking places (alcoholic beverages),"Operating expenses (x 1,000,000)",v99848660,8.5.2,40.4
2014,Manitoba,Drinking places (alcoholic beverages),"Operating expenses (x 1,000,000)",v99848660,8.5.2,40.1
2012,Manitoba,Drinking places (alcoholic beverages),"Salaries, wages, commissions and benefits (x 1,000,000)",v99848661,8.5.3,9.7
2013,Manitoba,Drinking places (alcoholic beverages),"Salaries, wages, commissions and benefits (x 1,000,000)",v99848661,8.5.3,9.5
2014,Manitoba,Drinking places (alcoholic beverages),"Salaries, wages, commissions and benefits (x 1,000,000)",v99848661,8.5.3,9.3
2012,Manitoba,Drinking places (alcoholic beverages),Operating profit margin (percent),v99848662,8.5.4,8.0
2013,Manitoba,Drinking places (alcoholic beverages),Operating profit margin (percent),v99848662,8.5.4,7.4
2014,Manitoba,Drinking places (alcoholic beverages),Operating profit margin (percent),v99848662,8.5.4,5.2
2012,Saskatchewan,Food services and drinking places,"Operating revenue (x 1,000,000)",v99848663,9.1.1,1577.6
2013,Saskatchewan,Food services and drinking places,"Operating revenue (x 1,000,000)",v99848663,9.1.1,1694.3
2014,Saskatchewan,Food services and drinking places,"Operating revenue (x 1,000,000)",v99848663,9.1.1,1793.6
2012,Saskatchewan,Food services and drinking places,"Operating expenses (x 1,000,000)",v99848664,9.1.2,1470.7
2013,Saskatchewan,Food services and drinking places,"Operating expenses (x 1,000,000)",v99848664,9.1.2,1572.1
2014,Saskatchewan,Food services and drinking places,"Operating expenses (x 1,000,000)",v99848664,9.1.2,1675.6
2012,Saskatchewan,Food services and drinking places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848665,9.1.3,501.4
2013,Saskatchewan,Food services and drinking places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848665,9.1.3,519.3
2014,Saskatchewan,Food services and drinking places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848665,9.1.3,553.2
2012,Saskatchewan,Food services and drinking places,Operating profit margin (percent),v99848666,9.1.4,6.8
2013,Saskatchewan,Food services and drinking places,Operating profit margin (percent),v99848666,9.1.4,7.2
2014,Saskatchewan,Food services and drinking places,Operating profit margin (percent),v99848666,9.1.4,6.6
2012,Saskatchewan,Full-service restaurants,"Operating revenue (x 1,000,000)",v99848667,9.2.1,708.4
2013,Saskatchewan,Full-service restaurants,"Operating revenue (x 1,000,000)",v99848667,9.2.1,776.8
2014,Saskatchewan,Full-service restaurants,"Operating revenue (x 1,000,000)",v99848667,9.2.1,814.1
2012,Saskatchewan,Full-service restaurants,"Operating expenses (x 1,000,000)",v99848668,9.2.2,657.1
2013,Saskatchewan,Full-service restaurants,"Operating expenses (x 1,000,000)",v99848668,9.2.2,720.5
2014,Saskatchewan,Full-service restaurants,"Operating expenses (x 1,000,000)",v99848668,9.2.2,759.4
2012,Saskatchewan,Full-service restaurants,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848669,9.2.3,237.6
2013,Saskatchewan,Full-service restaurants,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848669,9.2.3,248.1
2014,Saskatchewan,Full-service restaurants,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848669,9.2.3,267.6
2012,Saskatchewan,Full-service restaurants,Operating profit margin (percent),v99848670,9.2.4,7.2
2013,Saskatchewan,Full-service restaurants,Operating profit margin (percent),v99848670,9.2.4,7.2
2014,Saskatchewan,Full-service restaurants,Operating profit margin (percent),v99848670,9.2.4,6.7
2012,Saskatchewan,Limited-service eating places,"Operating revenue (x 1,000,000)",v99848671,9.3.1,636.0
2013,Saskatchewan,Limited-service eating places,"Operating revenue (x 1,000,000)",v99848671,9.3.1,672.8
2014,Saskatchewan,Limited-service eating places,"Operating revenue (x 1,000,000)",v99848671,9.3.1,735.9
2012,Saskatchewan,Limited-service eating places,"Operating expenses (x 1,000,000)",v99848672,9.3.2,593.5
2013,Saskatchewan,Limited-service eating places,"Operating expenses (x 1,000,000)",v99848672,9.3.2,621.4
2014,Saskatchewan,Limited-service eating places,"Operating expenses (x 1,000,000)",v99848672,9.3.2,686.2
2012,Saskatchewan,Limited-service eating places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848673,9.3.3,192.2
2013,Saskatchewan,Limited-service eating places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848673,9.3.3,196.6
2014,Saskatchewan,Limited-service eating places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848673,9.3.3,211.2
2012,Saskatchewan,Limited-service eating places,Operating profit margin (percent),v99848674,9.3.4,6.7
2013,Saskatchewan,Limited-service eating places,Operating profit margin (percent),v99848674,9.3.4,7.6
2014,Saskatchewan,Limited-service eating places,Operating profit margin (percent),v99848674,9.3.4,6.8
2012,Saskatchewan,Special food services,"Operating revenue (x 1,000,000)",v99848675,9.4.1,105.3
2013,Saskatchewan,Special food services,"Operating revenue (x 1,000,000)",v99848675,9.4.1,110.5
2014,Saskatchewan,Special food services,"Operating revenue (x 1,000,000)",v99848675,9.4.1,116.7
2012,Saskatchewan,Special food services,"Operating expenses (x 1,000,000)",v99848676,9.4.2,95.3
2013,Saskatchewan,Special food services,"Operating expenses (x 1,000,000)",v99848676,9.4.2,101.0
2014,Saskatchewan,Special food services,"Operating expenses (x 1,000,000)",v99848676,9.4.2,104.9
2012,Saskatchewan,Special food services,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848677,9.4.3,41.3
2013,Saskatchewan,Special food services,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848677,9.4.3,43.1
2014,Saskatchewan,Special food services,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848677,9.4.3,43.7
2012,Saskatchewan,Special food services,Operating profit margin (percent),v99848678,9.4.4,9.5
2013,Saskatchewan,Special food services,Operating profit margin (percent),v99848678,9.4.4,8.5
2014,Saskatchewan,Special food services,Operating profit margin (percent),v99848678,9.4.4,10.1
2012,Saskatchewan,Drinking places (alcoholic beverages),"Operating revenue (x 1,000,000)",v99848679,9.5.1,127.8
2013,Saskatchewan,Drinking places (alcoholic beverages),"Operating revenue (x 1,000,000)",v99848679,9.5.1,134.3
