Ref_Date,GEO,INDUSTRY,SUMMARY,Vector,Coordinate,Value
2014,Saskatchewan,Drinking places (alcoholic beverages),"Operating revenue (x 1,000,000)",v99848679,9.5.1,126.8
2012,Saskatchewan,Drinking places (alcoholic beverages),"Operating expenses (x 1,000,000)",v99848680,9.5.2,124.8
2013,Saskatchewan,Drinking places (alcoholic beverages),"Operating expenses (x 1,000,000)",v99848680,9.5.2,129.2
2014,Saskatchewan,Drinking places (alcoholic beverages),"Operating expenses (x 1,000,000)",v99848680,9.5.2,125.2
2012,Saskatchewan,Drinking places (alcoholic beverages),"Salaries, wages, commissions and benefits (x 1,000,000)",v99848681,9.5.3,30.3
2013,Saskatchewan,Drinking places (alcoholic beverages),"Salaries, wages, commissions and benefits (x 1,000,000)",v99848681,9.5.3,31.5
2014,Saskatchewan,Drinking places (alcoholic beverages),"Salaries, wages, commissions and benefits (x 1,000,000)",v99848681,9.5.3,30.7
2012,Saskatchewan,Drinking places (alcoholic beverages),Operating profit margin (percent),v99848682,9.5.4,2.4
2013,Saskatchewan,Drinking places (alcoholic beverages),Operating profit margin (percent),v99848682,9.5.4,3.8
2014,Saskatchewan,Drinking places (alcoholic beverages),Operating profit margin (percent),v99848682,9.5.4,1.3
2012,Alberta,Food services and drinking places,"Operating revenue (x 1,000,000)",v99848683,10.1.1,8074.3
2013,Alberta,Food services and drinking places,"Operating revenue (x 1,000,000)",v99848683,10.1.1,8640.9
2014,Alberta,Food services and drinking places,"Operating revenue (x 1,000,000)",v99848683,10.1.1,9199.5
2012,Alberta,Food services and drinking places,"Operating expenses (x 1,000,000)",v99848684,10.1.2,7504.5
2013,Alberta,Food services and drinking places,"Operating expenses (x 1,000,000)",v99848684,10.1.2,8059.3
2014,Alberta,Food services and drinking places,"Operating expenses (x 1,000,000)",v99848684,10.1.2,8624.1
2012,Alberta,Food services and drinking places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848685,10.1.3,2502.6
2013,Alberta,Food services and drinking places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848685,10.1.3,2617.9
2014,Alberta,Food services and drinking places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848685,10.1.3,2744.9
2012,Alberta,Food services and drinking places,Operating profit margin (percent),v99848686,10.1.4,7.1
2013,Alberta,Food services and drinking places,Operating profit margin (percent),v99848686,10.1.4,6.7
2014,Alberta,Food services and drinking places,Operating profit margin (percent),v99848686,10.1.4,6.3
2012,Alberta,Full-service restaurants,"Operating revenue (x 1,000,000)",v99848687,10.2.1,3516.4
2013,Alberta,Full-service restaurants,"Operating revenue (x 1,000,000)",v99848687,10.2.1,3830.3
2014,Alberta,Full-service restaurants,"Operating revenue (x 1,000,000)",v99848687,10.2.1,4028.3
2012,Alberta,Full-service restaurants,"Operating expenses (x 1,000,000)",v99848688,10.2.2,3308.8
2013,Alberta,Full-service restaurants,"Operating expenses (x 1,000,000)",v99848688,10.2.2,3604.1
2014,Alberta,Full-service restaurants,"Operating expenses (x 1,000,000)",v99848688,10.2.2,3829.1
2012,Alberta,Full-service restaurants,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848689,10.2.3,1126.2
2013,Alberta,Full-service restaurants,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848689,10.2.3,1185.7
2014,Alberta,Full-service restaurants,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848689,10.2.3,1220.7
2012,Alberta,Full-service restaurants,Operating profit margin (percent),v99848690,10.2.4,5.9
2013,Alberta,Full-service restaurants,Operating profit margin (percent),v99848690,10.2.4,5.9
2014,Alberta,Full-service restaurants,Operating profit margin (percent),v99848690,10.2.4,4.9
2012,Alberta,Limited-service eating places,"Operating revenue (x 1,000,000)",v99848691,10.3.1,3176.7
2013,Alberta,Limited-service eating places,"Operating revenue (x 1,000,000)",v99848691,10.3.1,3444.5
2014,Alberta,Limited-service eating places,"Operating revenue (x 1,000,000)",v99848691,10.3.1,3746.1
2012,Alberta,Limited-service eating places,"Operating expenses (x 1,000,000)",v99848692,10.3.2,2898.8
2013,Alberta,Limited-service eating places,"Operating expenses (x 1,000,000)",v99848692,10.3.2,3152.2
2014,Alberta,Limited-service eating places,"Operating expenses (x 1,000,000)",v99848692,10.3.2,3461.7
2012,Alberta,Limited-service eating places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848693,10.3.3,891.3
2013,Alberta,Limited-service eating places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848693,10.3.3,963.7
2014,Alberta,Limited-service eating places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848693,10.3.3,1043.2
2012,Alberta,Limited-service eating places,Operating profit margin (percent),v99848694,10.3.4,8.7
2013,Alberta,Limited-service eating places,Operating profit margin (percent),v99848694,10.3.4,8.5
2014,Alberta,Limited-service eating places,Operating profit margin (percent),v99848694,10.3.4,7.6
2012,Alberta,Special food services,"Operating revenue (x 1,000,000)",v99848695,10.4.1,962.6
2013,Alberta,Special food services,"Operating revenue (x 1,000,000)",v99848695,10.4.1,933.5
2014,Alberta,Special food services,"Operating revenue (x 1,000,000)",v99848695,10.4.1,987.5
2012,Alberta,Special food services,"Operating expenses (x 1,000,000)",v99848696,10.4.2,882.7
2013,Alberta,Special food services,"Operating expenses (x 1,000,000)",v99848696,10.4.2,880.7
2014,Alberta,Special food services,"Operating expenses (x 1,000,000)",v99848696,10.4.2,910.6
2012,Alberta,Special food services,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848697,10.4.3,379.5
2013,Alberta,Special food services,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848697,10.4.3,360.5
2014,Alberta,Special food services,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848697,10.4.3,371.5
2012,Alberta,Special food services,Operating profit margin (percent),v99848698,10.4.4,8.3
2013,Alberta,Special food services,Operating profit margin (percent),v99848698,10.4.4,5.7
2014,Alberta,Special food services,Operating profit margin (percent),v99848698,10.4.4,7.8
2012,Alberta,Drinking places (alcoholic beverages),"Operating revenue (x 1,000,000)",v99848699,10.5.1,418.6
2013,Alberta,Drinking places (alcoholic beverages),"Operating revenue (x 1,000,000)",v99848699,10.5.1,432.5
2014,Alberta,Drinking places (alcoholic beverages),"Operating revenue (x 1,000,000)",v99848699,10.5.1,437.6
2012,Alberta,Drinking places (alcoholic beverages),"Operating expenses (x 1,000,000)",v99848700,10.5.2,414.3
2013,Alberta,Drinking places (alcoholic beverages),"Operating expenses (x 1,000,000)",v99848700,10.5.2,422.3
2014,Alberta,Drinking places (alcoholic beverages),"Operating expenses (x 1,000,000)",v99848700,10.5.2,422.8
2012,Alberta,Drinking places (alcoholic beverages),"Salaries, wages, commissions and benefits (x 1,000,000)",v99848701,10.5.3,105.6
2013,Alberta,Drinking places (alcoholic beverages),"Salaries, wages, commissions and benefits (x 1,000,000)",v99848701,10.5.3,108.0
2014,Alberta,Drinking places (alcoholic beverages),"Salaries, wages, commissions and benefits (x 1,000,000)",v99848701,10.5.3,109.4
2012,Alberta,Drinking places (alcoholic beverages),Operating profit margin (percent),v99848702,10.5.4,1.0
2013,Alberta,Drinking places (alcoholic beverages),Operating profit margin (percent),v99848702,10.5.4,2.4
2014,Alberta,Drinking places (alcoholic beverages),Operating profit margin (percent),v99848702,10.5.4,3.4
2012,British Columbia,Food services and drinking places,"Operating revenue (x 1,000,000)",v99848703,11.1.1,8577.2
2013,British Columbia,Food services and drinking places,"Operating revenue (x 1,000,000)",v99848703,11.1.1,9105.2
2014,British Columbia,Food services and drinking places,"Operating revenue (x 1,000,000)",v99848703,11.1.1,9791.1
2012,British Columbia,Food services and drinking places,"Operating expenses (x 1,000,000)",v99848704,11.1.2,8329.5
2013,British Columbia,Food services and drinking places,"Operating expenses (x 1,000,000)",v99848704,11.1.2,8809.9
2014,British Columbia,Food services and drinking places,"Operating expenses (x 1,000,000)",v99848704,11.1.2,9417.1
2012,British Columbia,Food services and drinking places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848705,11.1.3,2866.1
2013,British Columbia,Food services and drinking places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848705,11.1.3,2962.5
2014,British Columbia,Food services and drinking places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848705,11.1.3,3162.3
2012,British Columbia,Food services and drinking places,Operating profit margin (percent),v99848706,11.1.4,2.9
2013,British Columbia,Food services and drinking places,Operating profit margin (percent),v99848706,11.1.4,3.2
2014,British Columbia,Food services and drinking places,Operating profit margin (percent),v99848706,11.1.4,3.8
2012,British Columbia,Full-service restaurants,"Operating revenue (x 1,000,000)",v99848707,11.2.1,3828.8
2013,British Columbia,Full-service restaurants,"Operating revenue (x 1,000,000)",v99848707,11.2.1,4194.1
2014,British Columbia,Full-service restaurants,"Operating revenue (x 1,000,000)",v99848707,11.2.1,4558.4
2012,British Columbia,Full-service restaurants,"Operating expenses (x 1,000,000)",v99848708,11.2.2,3814.0
2013,British Columbia,Full-service restaurants,"Operating expenses (x 1,000,000)",v99848708,11.2.2,4177.8
2014,British Columbia,Full-service restaurants,"Operating expenses (x 1,000,000)",v99848708,11.2.2,4495.3
2012,British Columbia,Full-service restaurants,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848709,11.2.3,1407.4
2013,British Columbia,Full-service restaurants,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848709,11.2.3,1483.6
2014,British Columbia,Full-service restaurants,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848709,11.2.3,1574.7
2012,British Columbia,Full-service restaurants,Operating profit margin (percent),v99848710,11.2.4,0.4
2013,British Columbia,Full-service restaurants,Operating profit margin (percent),v99848710,11.2.4,0.4
2014,British Columbia,Full-service restaurants,Operating profit margin (percent),v99848710,11.2.4,1.4
2012,British Columbia,Limited-service eating places,"Operating revenue (x 1,000,000)",v99848711,11.3.1,3291.1
2013,British Columbia,Limited-service eating places,"Operating revenue (x 1,000,000)",v99848711,11.3.1,3504.5
2014,British Columbia,Limited-service eating places,"Operating revenue (x 1,000,000)",v99848711,11.3.1,3759.0
2012,British Columbia,Limited-service eating places,"Operating expenses (x 1,000,000)",v99848712,11.3.2,3105.1
2013,British Columbia,Limited-service eating places,"Operating expenses (x 1,000,000)",v99848712,11.3.2,3278.3
2014,British Columbia,Limited-service eating places,"Operating expenses (x 1,000,000)",v99848712,11.3.2,3518.3
2012,British Columbia,Limited-service eating places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848713,11.3.3,973.7
2013,British Columbia,Limited-service eating places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848713,11.3.3,1003.7
2014,British Columbia,Limited-service eating places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848713,11.3.3,1100.2
2012,British Columbia,Limited-service eating places,Operating profit margin (percent),v99848714,11.3.4,5.7
2013,British Columbia,Limited-service eating places,Operating profit margin (percent),v99848714,11.3.4,6.5
2014,British Columbia,Limited-service eating places,Operating profit margin (percent),v99848714,11.3.4,6.4
2012,British Columbia,Special food services,"Operating revenue (x 1,000,000)",v99848715,11.4.1,732.9
2013,British Columbia,Special food services,"Operating revenue (x 1,000,000)",v99848715,11.4.1,745.9
2014,British Columbia,Special food services,"Operating revenue (x 1,000,000)",v99848715,11.4.1,796.4
2012,British Columbia,Special food services,"Operating expenses (x 1,000,000)",v99848716,11.4.2,704.1
2013,British Columbia,Special food services,"Operating expenses (x 1,000,000)",v99848716,11.4.2,717.7
2014,British Columbia,Special food services,"Operating expenses (x 1,000,000)",v99848716,11.4.2,751.0
2012,British Columbia,Special food services,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848717,11.4.3,326.3
2013,British Columbia,Special food services,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848717,11.4.3,334.6
2014,British Columbia,Special food services,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848717,11.4.3,342.5
2012,British Columbia,Special food services,Operating profit margin (percent),v99848718,11.4.4,3.9
2013,British Columbia,Special food services,Operating profit margin (percent),v99848718,11.4.4,3.8
2014,British Columbia,Special food services,Operating profit margin (percent),v99848718,11.4.4,5.7
2012,British Columbia,Drinking places (alcoholic beverages),"Operating revenue (x 1,000,000)",v99848719,11.5.1,724.3
2013,British Columbia,Drinking places (alcoholic beverages),"Operating revenue (x 1,000,000)",v99848719,11.5.1,660.7
2014,British Columbia,Drinking places (alcoholic beverages),"Operating revenue (x 1,000,000)",v99848719,11.5.1,677.4
2012,British Columbia,Drinking places (alcoholic beverages),"Operating expenses (x 1,000,000)",v99848720,11.5.2,706.3
2013,British Columbia,Drinking places (alcoholic beverages),"Operating expenses (x 1,000,000)",v99848720,11.5.2,636.1
2014,British Columbia,Drinking places (alcoholic beverages),"Operating expenses (x 1,000,000)",v99848720,11.5.2,652.5
2012,British Columbia,Drinking places (alcoholic beverages),"Salaries, wages, commissions and benefits (x 1,000,000)",v99848721,11.5.3,158.8
2013,British Columbia,Drinking places (alcoholic beverages),"Salaries, wages, commissions and benefits (x 1,000,000)",v99848721,11.5.3,140.6
2014,British Columbia,Drinking places (alcoholic beverages),"Salaries, wages, commissions and benefits (x 1,000,000)",v99848721,11.5.3,144.9
2012,British Columbia,Drinking places (alcoholic beverages),Operating profit margin (percent),v99848722,11.5.4,2.5
2013,British Columbia,Drinking places (alcoholic beverages),Operating profit margin (percent),v99848722,11.5.4,3.7
2014,British Columbia,Drinking places (alcoholic beverages),Operating profit margin (percent),v99848722,11.5.4,3.7
2012,Yukon,Food services and drinking places,"Operating revenue (x 1,000,000)",v99848723,12.1.1,60.4
2013,Yukon,Food services and drinking places,"Operating revenue (x 1,000,000)",v99848723,12.1.1,59.4
2014,Yukon,Food services and drinking places,"Operating revenue (x 1,000,000)",v99848723,12.1.1,58.9
2012,Yukon,Food services and drinking places,"Operating expenses (x 1,000,000)",v99848724,12.1.2,56.3
2013,Yukon,Food services and drinking places,"Operating expenses (x 1,000,000)",v99848724,12.1.2,55.3
2014,Yukon,Food services and drinking places,"Operating expenses (x 1,000,000)",v99848724,12.1.2,55.5
2012,Yukon,Food services and drinking places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848725,12.1.3,19.1
2013,Yukon,Food services and drinking places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848725,12.1.3,18.6
2014,Yukon,Food services and drinking places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848725,12.1.3,18.5
2012,Yukon,Food services and drinking places,Operating profit margin (percent),v99848726,12.1.4,6.8
2013,Yukon,Food services and drinking places,Operating profit margin (percent),v99848726,12.1.4,6.9
2014,Yukon,Food services and drinking places,Operating profit margin (percent),v99848726,12.1.4,5.7
2012,Yukon,Full-service restaurants,"Operating revenue (x 1,000,000)",v99848727,12.2.1,25.6
2013,Yukon,Full-service restaurants,"Operating revenue (x 1,000,000)",v99848727,12.2.1,25.1
2014,Yukon,Full-service restaurants,"Operating revenue (x 1,000,000)",v99848727,12.2.1,23.6
2012,Yukon,Full-service restaurants,"Operating expenses (x 1,000,000)",v99848728,12.2.2,23.3
2013,Yukon,Full-service restaurants,"Operating expenses (x 1,000,000)",v99848728,12.2.2,22.8
2014,Yukon,Full-service restaurants,"Operating expenses (x 1,000,000)",v99848728,12.2.2,22.1
2012,Yukon,Full-service restaurants,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848729,12.2.3,x
2013,Yukon,Full-service restaurants,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848729,12.2.3,x
2014,Yukon,Full-service restaurants,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848729,12.2.3,7.3
2012,Yukon,Full-service restaurants,Operating profit margin (percent),v99848730,12.2.4,8.8
2013,Yukon,Full-service restaurants,Operating profit margin (percent),v99848730,12.2.4,9.0
2014,Yukon,Full-service restaurants,Operating profit margin (percent),v99848730,12.2.4,6.5
2012,Yukon,Limited-service eating places,"Operating revenue (x 1,000,000)",v99848731,12.3.1,x
2013,Yukon,Limited-service eating places,"Operating revenue (x 1,000,000)",v99848731,12.3.1,x
2014,Yukon,Limited-service eating places,"Operating revenue (x 1,000,000)",v99848731,12.3.1,26.7
2012,Yukon,Limited-service eating places,"Operating expenses (x 1,000,000)",v99848732,12.3.2,x
2013,Yukon,Limited-service eating places,"Operating expenses (x 1,000,000)",v99848732,12.3.2,x
2014,Yukon,Limited-service eating places,"Operating expenses (x 1,000,000)",v99848732,12.3.2,25.3
2012,Yukon,Limited-service eating places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848733,12.3.3,x
2013,Yukon,Limited-service eating places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848733,12.3.3,x
2014,Yukon,Limited-service eating places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848733,12.3.3,8.8
2012,Yukon,Limited-service eating places,Operating profit margin (percent),v99848734,12.3.4,x
2013,Yukon,Limited-service eating places,Operating profit margin (percent),v99848734,12.3.4,x
2014,Yukon,Limited-service eating places,Operating profit margin (percent),v99848734,12.3.4,5.2
2012,Yukon,Special food services,"Operating revenue (x 1,000,000)",v99848735,12.4.1,4.1
2013,Yukon,Special food services,"Operating revenue (x 1,000,000)",v99848735,12.4.1,4.1
2014,Yukon,Special food services,"Operating revenue (x 1,000,000)",v99848735,12.4.1,4.2
2012,Yukon,Special food services,"Operating expenses (x 1,000,000)",v99848736,12.4.2,x
2013,Yukon,Special food services,"Operating expenses (x 1,000,000)",v99848736,12.4.2,x
2014,Yukon,Special food services,"Operating expenses (x 1,000,000)",v99848736,12.4.2,4.0
2012,Yukon,Special food services,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848737,12.4.3,1.8
2013,Yukon,Special food services,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848737,12.4.3,1.8
2014,Yukon,Special food services,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848737,12.4.3,1.9
2012,Yukon,Special food services,Operating profit margin (percent),v99848738,12.4.4,x
2013,Yukon,Special food services,Operating profit margin (percent),v99848738,12.4.4,x
2014,Yukon,Special food services,Operating profit margin (percent),v99848738,12.4.4,5.6
2012,Yukon,Drinking places (alcoholic beverages),"Operating revenue (x 1,000,000)",v99848739,12.5.1,x
2013,Yukon,Drinking places (alcoholic beverages),"Operating revenue (x 1,000,000)",v99848739,12.5.1,x
2014,Yukon,Drinking places (alcoholic beverages),"Operating revenue (x 1,000,000)",v99848739,12.5.1,4.4
2012,Yukon,Drinking places (alcoholic beverages),"Operating expenses (x 1,000,000)",v99848740,12.5.2,x
2013,Yukon,Drinking places (alcoholic beverages),"Operating expenses (x 1,000,000)",v99848740,12.5.2,x
2014,Yukon,Drinking places (alcoholic beverages),"Operating expenses (x 1,000,000)",v99848740,12.5.2,4.1
2012,Yukon,Drinking places (alcoholic beverages),"Salaries, wages, commissions and benefits (x 1,000,000)",v99848741,12.5.3,x
2013,Yukon,Drinking places (alcoholic beverages),"Salaries, wages, commissions and benefits (x 1,000,000)",v99848741,12.5.3,x
2014,Yukon,Drinking places (alcoholic beverages),"Salaries, wages, commissions and benefits (x 1,000,000)",v99848741,12.5.3,0.5
2012,Yukon,Drinking places (alcoholic beverages),Operating profit margin (percent),v99848742,12.5.4,x
2013,Yukon,Drinking places (alcoholic beverages),Operating profit margin (percent),v99848742,12.5.4,x
2014,Yukon,Drinking places (alcoholic beverages),Operating profit margin (percent),v99848742,12.5.4,4.9
2012,Northwest Territories,Food services and drinking places,"Operating revenue (x 1,000,000)",v99848743,13.1.1,91.0
2013,Northwest Territories,Food services and drinking places,"Operating revenue (x 1,000,000)",v99848743,13.1.1,92.4
2014,Northwest Territories,Food services and drinking places,"Operating revenue (x 1,000,000)",v99848743,13.1.1,90.9
2012,Northwest Territories,Food services and drinking places,"Operating expenses (x 1,000,000)",v99848744,13.1.2,83.6
2013,Northwest Territories,Food services and drinking places,"Operating expenses (x 1,000,000)",v99848744,13.1.2,84.6
2014,Northwest Territories,Food services and drinking places,"Operating expenses (x 1,000,000)",v99848744,13.1.2,83.5
2012,Northwest Territories,Food services and drinking places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848745,13.1.3,28.6
2013,Northwest Territories,Food services and drinking places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848745,13.1.3,29.3
2014,Northwest Territories,Food services and drinking places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848745,13.1.3,28.3
2012,Northwest Territories,Food services and drinking places,Operating profit margin (percent),v99848746,13.1.4,8.1
2013,Northwest Territories,Food services and drinking places,Operating profit margin (percent),v99848746,13.1.4,8.5
2014,Northwest Territories,Food services and drinking places,Operating profit margin (percent),v99848746,13.1.4,8.2
2012,Northwest Territories,Full-service restaurants,"Operating revenue (x 1,000,000)",v99848747,13.2.1,28.8
2013,Northwest Territories,Full-service restaurants,"Operating revenue (x 1,000,000)",v99848747,13.2.1,28.9
2014,Northwest Territories,Full-service restaurants,"Operating revenue (x 1,000,000)",v99848747,13.2.1,29.8
2012,Northwest Territories,Full-service restaurants,"Operating expenses (x 1,000,000)",v99848748,13.2.2,27.8
2013,Northwest Territories,Full-service restaurants,"Operating expenses (x 1,000,000)",v99848748,13.2.2,28.1
2014,Northwest Territories,Full-service restaurants,"Operating expenses (x 1,000,000)",v99848748,13.2.2,28.3
2012,Northwest Territories,Full-service restaurants,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848749,13.2.3,8.6
2013,Northwest Territories,Full-service restaurants,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848749,13.2.3,8.7
2014,Northwest Territories,Full-service restaurants,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848749,13.2.3,8.8
2012,Northwest Territories,Full-service restaurants,Operating profit margin (percent),v99848750,13.2.4,3.5
2013,Northwest Territories,Full-service restaurants,Operating profit margin (percent),v99848750,13.2.4,2.5
2014,Northwest Territories,Full-service restaurants,Operating profit margin (percent),v99848750,13.2.4,5.1
2012,Northwest Territories,Limited-service eating places,"Operating revenue (x 1,000,000)",v99848751,13.3.1,22.2
2013,Northwest Territories,Limited-service eating places,"Operating revenue (x 1,000,000)",v99848751,13.3.1,22.4
2014,Northwest Territories,Limited-service eating places,"Operating revenue (x 1,000,000)",v99848751,13.3.1,21.2
2012,Northwest Territories,Limited-service eating places,"Operating expenses (x 1,000,000)",v99848752,13.3.2,20.5
2013,Northwest Territories,Limited-service eating places,"Operating expenses (x 1,000,000)",v99848752,13.3.2,20.6
2014,Northwest Territories,Limited-service eating places,"Operating expenses (x 1,000,000)",v99848752,13.3.2,20.0
2012,Northwest Territories,Limited-service eating places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848753,13.3.3,6.2
2013,Northwest Territories,Limited-service eating places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848753,13.3.3,6.4
2014,Northwest Territories,Limited-service eating places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848753,13.3.3,6.1
2012,Northwest Territories,Limited-service eating places,Operating profit margin (percent),v99848754,13.3.4,7.7
2013,Northwest Territories,Limited-service eating places,Operating profit margin (percent),v99848754,13.3.4,8.0
2014,Northwest Territories,Limited-service eating places,Operating profit margin (percent),v99848754,13.3.4,5.9
2012,Northwest Territories,Special food services,"Operating revenue (x 1,000,000)",v99848755,13.4.1,29.5
2013,Northwest Territories,Special food services,"Operating revenue (x 1,000,000)",v99848755,13.4.1,30.1
2014,Northwest Territories,Special food services,"Operating revenue (x 1,000,000)",v99848755,13.4.1,29.1
2012,Northwest Territories,Special food services,"Operating expenses (x 1,000,000)",v99848756,13.4.2,25.2
2013,Northwest Territories,Special food services,"Operating expenses (x 1,000,000)",v99848756,13.4.2,25.6
2014,Northwest Territories,Special food services,"Operating expenses (x 1,000,000)",v99848756,13.4.2,25.3
2012,Northwest Territories,Special food services,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848757,13.4.3,10.6
2013,Northwest Territories,Special food services,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848757,13.4.3,10.8
2014,Northwest Territories,Special food services,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848757,13.4.3,10.2
2012,Northwest Territories,Special food services,Operating profit margin (percent),v99848758,13.4.4,14.6
2013,Northwest Territories,Special food services,Operating profit margin (percent),v99848758,13.4.4,15.2
2014,Northwest Territories,Special food services,Operating profit margin (percent),v99848758,13.4.4,13.3
2012,Northwest Territories,Drinking places (alcoholic beverages),"Operating revenue (x 1,000,000)",v99848759,13.5.1,10.5
2013,Northwest Territories,Drinking places (alcoholic beverages),"Operating revenue (x 1,000,000)",v99848759,13.5.1,11.1
2014,Northwest Territories,Drinking places (alcoholic beverages),"Operating revenue (x 1,000,000)",v99848759,13.5.1,10.8
2012,Northwest Territories,Drinking places (alcoholic beverages),"Operating expenses (x 1,000,000)",v99848760,13.5.2,10.1
2013,Northwest Territories,Drinking places (alcoholic beverages),"Operating expenses (x 1,000,000)",v99848760,13.5.2,10.3
2014,Northwest Territories,Drinking places (alcoholic beverages),"Operating expenses (x 1,000,000)",v99848760,13.5.2,10.0
2012,Northwest Territories,Drinking places (alcoholic beverages),"Salaries, wages, commissions and benefits (x 1,000,000)",v99848761,13.5.3,3.1
2013,Northwest Territories,Drinking places (alcoholic beverages),"Salaries, wages, commissions and benefits (x 1,000,000)",v99848761,13.5.3,3.4
2014,Northwest Territories,Drinking places (alcoholic beverages),"Salaries, wages, commissions and benefits (x 1,000,000)",v99848761,13.5.3,3.2
2012,Northwest Territories,Drinking places (alcoholic beverages),Operating profit margin (percent),v99848762,13.5.4,3.5
2013,Northwest Territories,Drinking places (alcoholic beverages),Operating profit margin (percent),v99848762,13.5.4,6.8
2014,Northwest Territories,Drinking places (alcoholic beverages),Operating profit margin (percent),v99848762,13.5.4,7.4
2012,Nunavut,Food services and drinking places,"Operating revenue (x 1,000,000)",v99848763,14.1.1,14.6
2013,Nunavut,Food services and drinking places,"Operating revenue (x 1,000,000)",v99848763,14.1.1,14.5
2014,Nunavut,Food services and drinking places,"Operating revenue (x 1,000,000)",v99848763,14.1.1,13.6
2012,Nunavut,Food services and drinking places,"Operating expenses (x 1,000,000)",v99848764,14.1.2,13.9
2013,Nunavut,Food services and drinking places,"Operating expenses (x 1,000,000)",v99848764,14.1.2,13.6
2014,Nunavut,Food services and drinking places,"Operating expenses (x 1,000,000)",v99848764,14.1.2,12.7
2012,Nunavut,Food services and drinking places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848765,14.1.3,5.5
2013,Nunavut,Food services and drinking places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848765,14.1.3,5.5
2014,Nunavut,Food services and drinking places,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848765,14.1.3,4.9
2012,Nunavut,Food services and drinking places,Operating profit margin (percent),v99848766,14.1.4,5.1
2013,Nunavut,Food services and drinking places,Operating profit margin (percent),v99848766,14.1.4,6.1
2014,Nunavut,Food services and drinking places,Operating profit margin (percent),v99848766,14.1.4,6.8
2012,Nunavut,Full-service restaurants,"Operating revenue (x 1,000,000)",v99848767,14.2.1,9.6
2013,Nunavut,Full-service restaurants,"Operating revenue (x 1,000,000)",v99848767,14.2.1,9.6
2014,Nunavut,Full-service restaurants,"Operating revenue (x 1,000,000)",v99848767,14.2.1,8.5
2012,Nunavut,Full-service restaurants,"Operating expenses (x 1,000,000)",v99848768,14.2.2,8.9
2013,Nunavut,Full-service restaurants,"Operating expenses (x 1,000,000)",v99848768,14.2.2,8.8
2014,Nunavut,Full-service restaurants,"Operating expenses (x 1,000,000)",v99848768,14.2.2,7.7
2012,Nunavut,Full-service restaurants,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848769,14.2.3,x
2013,Nunavut,Full-service restaurants,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848769,14.2.3,x
2014,Nunavut,Full-service restaurants,"Salaries, wages, commissions and benefits (x 1,000,000)",v99848769,14.2.3,2.8
